WP_003022746.1	MULTISPECIES: 50S ribosomal protein L36 [Clostridiales] 
WP_006859579.1	MULTISPECIES: ubiquinone/menaquinone biosynthesis methyltransferase UBIE [Roseburia] 
WP_006859580.1	MULTISPECIES: hypothetical protein [Roseburia] 
WP_006859581.1	MULTISPECIES: hypothetical protein [Roseburia] 
WP_006859582.1	MULTISPECIES: hypothetical protein [Roseburia] 
WP_006859606.1	flagellin [Roseburia faecis] 
WP_006859607.1	MULTISPECIES: beta-xylosidase [Roseburia] 
WP_006859616.1	MULTISPECIES: hypothetical protein [Roseburia] 
WP_007889575.1	MULTISPECIES: phosphoglycerate mutase [Roseburia] 
WP_007890413.1	MULTISPECIES: transcriptional regulator [Roseburia] 
WP_007890421.1	MULTISPECIES: hypothetical protein [Roseburia] 
WP_008115725.1	DUF4885 domain-containing protein [Roseburia faecis] 
WP_008116570.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_008116573.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_008116578.1	hypothetical protein [Roseburia faecis] 
WP_008117417.1	topoisomerase [Roseburia faecis] 
WP_008119059.1	MULTISPECIES: FMN reductase [Clostridiales] 
WP_008120631.1	MULTISPECIES: multidrug transporter [Clostridiales] 
WP_008120647.1	hypothetical protein [Roseburia faecis] 
WP_008395343.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_008396995.1	MULTISPECIES: integrase [Clostridiales] 
WP_008396996.1	MULTISPECIES: transcriptional regulator [Clostridiales] 
WP_008396997.1	MULTISPECIES: MerR family transcriptional regulator [Clostridiales] 
WP_008397001.1	MULTISPECIES: accessory protein regulator B [Clostridiales] 
WP_008397004.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_008397006.1	MULTISPECIES: cell surface protein [Clostridiales] 
WP_008397007.1	MULTISPECIES: cell surface protein [Clostridiales] 
WP_008397010.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_008397012.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_008397014.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_008397017.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_008397018.1	MULTISPECIES: CTP synthase [Clostridiales] 
WP_008397019.1	MULTISPECIES: GTP-binding signal recognition particle SRP54 G-domain [Clostridiales] 
WP_008402235.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_008704153.1	MULTISPECIES: RNA polymerase sigma factor [Clostridiales] 
WP_008705950.1	MULTISPECIES: DNA-binding response regulator [Clostridiales] 
WP_008705965.1	MULTISPECIES: DNA-binding response regulator [Clostridiales] 
WP_008706593.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_009265522.1	MULTISPECIES: DNA-binding response regulator [Clostridiales] 
WP_009461554.1	type II restriction endonuclease Eco47II [Roseburia faecis] 
WP_012741331.1	30S ribosomal protein S19 [Roseburia faecis] 
WP_012741348.1	MULTISPECIES: translation initiation factor IF-1 [Lachnospiraceae] 
WP_012742076.1	hemerythrin [Roseburia faecis] 
WP_014080203.1	MULTISPECIES: transposase [Roseburia] 
WP_014080983.1	MULTISPECIES: 50S ribosomal protein L14 [Roseburia] 
WP_014081251.1	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
WP_015515120.1	MULTISPECIES: DNA-binding response regulator [Lachnospiraceae] 
WP_015516145.1	50S ribosomal protein L31 [Roseburia faecis] 
WP_015516751.1	transposase [Roseburia faecis] 
WP_015517456.1	hypothetical protein [Roseburia faecis] 
WP_015521632.1	Arsenate reductase and related proteins glutaredoxin family [Roseburia faecis] 
WP_015521653.1	hypothetical protein [Roseburia faecis] 
WP_015521654.1	LPXTG-site transpeptidase (sortase) family protein [Roseburia faecis] 
WP_015521656.1	hypothetical protein [Roseburia faecis] 
WP_015521657.1	hypothetical protein [Roseburia faecis] 
WP_015521658.1	hypothetical protein [Roseburia faecis] 
WP_015521701.1	hypothetical protein [Roseburia faecis] 
WP_015527711.1	Plasmid stabilization system protein [Roseburia faecis] 
WP_015527712.1	addiction module antitoxin RelB/DinJ family [Roseburia faecis] 
WP_015559315.1	MULTISPECIES: hypothetical protein [Roseburia] 
WP_015559318.1	MULTISPECIES: hypothetical protein [Roseburia] 
WP_015559481.1	MULTISPECIES: MobA/MobL family [Clostridiales] 
WP_015559483.1	MULTISPECIES: multidrug ABC transporter ATPase [Clostridiales] 
WP_015560923.1	MULTISPECIES: MFS transporter [Roseburia] 
WP_015560924.1	MULTISPECIES: DUF1848 domain-containing protein [Roseburia] 
WP_015560929.1	MULTISPECIES: hypothetical protein [Roseburia] 
WP_015567863.1	hypothetical protein [Roseburia faecis] 
WP_020993599.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_020994080.1	MULTISPECIES: DNA-binding response regulator [Clostridiales] 
WP_022044764.1	yolD-like protein [Roseburia faecis] 
WP_022044765.1	polysaccharide deacetylase [Roseburia faecis] 
WP_022044771.1	phosphotransferase System HPr (HPr) Family [Roseburia faecis] 
WP_022044772.1	hypothetical protein [Roseburia faecis] 
WP_022044775.1	hypothetical protein [Roseburia faecis] 
WP_022044781.1	hypothetical protein [Roseburia faecis] 
WP_022044786.1	branched-chain amino acid ABC transporter permease [Roseburia faecis] 
WP_022044787.1	branched-chain amino acid ABC transporter permease [Roseburia faecis] 
WP_022044789.1	hypothetical protein [Roseburia faecis] 
WP_022044790.1	hypothetical protein [Roseburia faecis] 
WP_022044791.1	DNA-binding response regulator [Roseburia faecis] 
WP_022044792.1	sugar-binding domain protein [Roseburia faecis] 
WP_022044793.1	two-component sensor histidine kinase [Roseburia faecis] 
WP_022044796.1	hypothetical protein [Roseburia faecis] 
WP_022044805.1	iron-sulfur cluster assembly scaffold protein NifU [Roseburia faecis] 
WP_022044809.1	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [Roseburia faecis] 
WP_022044810.1	N(6)-L-threonylcarbamoyladenine synthase TsaD [Roseburia faecis] 
WP_022044811.1	hypothetical protein [Roseburia faecis] 
WP_022044816.1	hypothetical protein [Roseburia faecis] 
WP_022044817.1	hypothetical protein [Roseburia faecis] 
WP_022044823.1	30S ribosomal protein S9 [Roseburia faecis] 
WP_022044824.1	50S ribosomal protein L13 [Roseburia faecis] 
WP_022044826.1	cobalt transporter [Roseburia faecis] 
WP_022044828.1	energy-coupling factor transporter ATPase [Roseburia faecis] 
WP_022044829.1	tRNA (cytidine(34)-2'-O)-methyltransferase [Roseburia faecis] 
WP_022044831.1	AsnC family transcriptional regulator [Roseburia faecis] 
WP_022044833.1	hypothetical protein [Roseburia faecis] 
WP_022044836.1	DNA polymerase III subunit epsilon [Roseburia faecis] 
WP_022044843.1	aminoacyl-tRNA deacylase [Roseburia faecis] 
WP_022044844.1	hypothetical protein [Roseburia faecis] 
WP_022044847.1	50S ribosomal protein L7/L12 [Roseburia faecis] 
WP_022044848.1	50S ribosomal protein L10 [Roseburia faecis] 
WP_022044849.1	50S ribosomal protein L1 [Roseburia faecis] 
WP_022044851.1	transcription termination/antitermination protein NusG [Roseburia faecis] 
WP_022044852.1	preprotein translocase subunit SecE [Roseburia faecis] 
WP_022044859.1	hypothetical protein [Roseburia faecis] 
WP_022044860.1	transcriptional regulator [Roseburia faecis] 
WP_022044864.1	cell filamentation protein [Roseburia faecis] 
WP_022044865.1	hypothetical protein [Roseburia faecis] 
WP_022044877.1	transcriptional regulator [Roseburia faecis] 
WP_022044880.1	hypothetical protein [Roseburia faecis] 
WP_022044887.1	uracil-xanthine permease [Roseburia faecis] 
WP_022044893.1	ABC transporter ATP-binding protein [Roseburia faecis] 
WP_022044895.1	hypothetical protein [Roseburia faecis] 
WP_022044896.1	hypothetical protein [Roseburia faecis] 
WP_022044897.1	transcriptional regulator [Roseburia faecis] 
WP_022044898.1	hypothetical protein [Roseburia faecis] 
WP_022044905.1	hypothetical protein [Roseburia faecis] 
WP_022044910.1	ABC transporter permease [Roseburia faecis] 
WP_022044912.1	hypothetical protein [Roseburia faecis] 
WP_022044914.1	hypothetical protein [Roseburia faecis] 
WP_022044915.1	hypothetical protein [Roseburia faecis] 
WP_022044919.1	hypothetical protein [Roseburia faecis] 
WP_022044922.1	DNA gyrase subunit B [Roseburia faecis] 
WP_022044924.1	hypothetical protein [Roseburia faecis] 
WP_022044925.1	DNA polymerase III subunit beta [Roseburia faecis] 
WP_022044926.1	chromosomal replication initiator protein DnaA [Roseburia faecis] 
WP_022044929.1	hypothetical protein [Roseburia faecis] 
WP_022044932.1	16S rRNA methyltransferase G [Roseburia faecis] 
WP_022044933.1	alpha/beta hydrolase fold protein [Roseburia faecis] 
WP_022044934.1	two-component sensor histidine kinase [Roseburia faecis] 
WP_022044937.1	hypothetical protein [Roseburia faecis] 
WP_022044939.1	permease of ABC transporter possibly for oligosaccharides [Roseburia faecis] 
WP_022044942.1	hypothetical protein [Roseburia faecis] 
WP_022044944.1	hypothetical protein [Roseburia faecis] 
WP_022044976.1	nucleoid-associated protein [Roseburia faecis] 
WP_022044977.1	recombination protein RecR [Roseburia faecis] 
WP_022044983.1	yqeY-like protein [Roseburia faecis] 
WP_022044989.1	hypothetical protein [Roseburia faecis] 
WP_022044991.1	hydrogenase formation protein HypD [Roseburia faecis] 
WP_022045001.1	ferrous iron transporter FeoB [Roseburia faecis] 
WP_022045003.1	hD-GYP domain [Roseburia faecis] 
WP_022045004.1	hypothetical protein [Roseburia faecis] 
WP_022045006.1	chromosome partitioning ATPase [Roseburia faecis] 
WP_022045014.1	DNA-binding response regulator [Roseburia faecis] 
WP_022045015.1	hypothetical protein [Roseburia faecis] 
WP_022045017.1	transcriptional regulator [Roseburia faecis] 
WP_022045018.1	hypothetical protein [Roseburia faecis] 
WP_022045020.1	hypothetical protein [Roseburia faecis] 
WP_022045027.1	O-acyl transferase [Roseburia faecis] 
WP_022045029.1	tryptophan--tRNA ligase [Roseburia faecis] 
WP_022045030.1	hypothetical protein [Roseburia faecis] 
WP_022045031.1	biotin synthase BioB [Roseburia faecis] 
WP_022045035.1	hypothetical protein [Roseburia faecis] 
WP_022045044.1	very short patch repair endonuclease [Roseburia faecis] 
WP_022045048.1	DNA-binding response regulator [Roseburia faecis] 
WP_022045056.1	hypothetical protein [Roseburia faecis] 
WP_022045060.1	hypothetical protein [Roseburia faecis] 
WP_022045063.1	transglutaminase [Roseburia faecis] 
WP_022045067.1	hypothetical protein [Roseburia faecis] 
WP_022045079.1	glutamine--tRNA ligase [Roseburia faecis] 
WP_022045085.1	Zn-finger-like protein possible nucleic acid binding [Roseburia faecis] 
WP_022045086.1	50S ribosomal protein L32 [Roseburia faecis] 
WP_022045087.1	phosphate acyltransferase [Roseburia faecis] 
WP_022045088.1	acyl carrier protein [Roseburia faecis] 
WP_022045095.1	30S ribosomal protein S16 [Roseburia faecis] 
WP_022045096.1	hypothetical protein [Roseburia faecis] 
WP_022045097.1	16S rRNA processing protein RimM [Roseburia faecis] 
WP_022045099.1	50S ribosomal protein L19 [Roseburia faecis] 
WP_022045100.1	signal peptidase I [Roseburia faecis] 
WP_022045102.1	ribonuclease HII [Roseburia faecis] 
WP_022045110.1	ribosome biogenesis GTPase Der [Roseburia faecis] 
WP_022045113.1	deoxyUTP pyrophosphatase [Roseburia faecis] 
WP_022045115.1	spermidine/putrescine ABC transporter ATPase [Roseburia faecis] 
WP_022045123.1	hypothetical protein [Roseburia faecis] 
WP_022045124.1	molecular chaperone GroES [Roseburia faecis] 
WP_022045125.1	molecular chaperone GroEL [Roseburia faecis] 
WP_022045126.1	fatty acid-binding protein DegV [Roseburia faecis] 
WP_022045127.1	adenylosuccinate synthetase [Roseburia faecis] 
WP_022045131.1	transcription elongation factor GreA [Roseburia faecis] 
WP_022045132.1	5,10-methylenetetrahydrofolate reductase [Roseburia faecis] 
WP_022045137.1	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [Roseburia faecis] 
WP_022045149.1	hypothetical protein [Roseburia faecis] 
WP_022045150.1	cold-shock protein [Roseburia faecis] 
WP_022045155.1	hypothetical protein [Roseburia faecis] 
WP_022045164.1	5-(carboxyamino)imidazole ribonucleotide mutase [Roseburia faecis] 
WP_022045166.1	hypothetical protein [Roseburia faecis] 
WP_022045167.1	orotate phosphoribosyltransferase [Roseburia faecis] 
WP_022045171.1	hypothetical protein [Roseburia faecis] 
WP_022045173.1	4-hydroxy-tetrahydrodipicolinate synthase [Roseburia faecis] 
WP_022045174.1	hypothetical protein [Roseburia faecis] 
WP_022045175.1	single-stranded DNA-binding protein [Roseburia faecis] 
WP_022045177.1	AraC family transcriptional regulator [Roseburia faecis] 
WP_022045178.1	phosphoketolase [Roseburia faecis] 
WP_022045179.1	GTPase HflX [Roseburia faecis] 
WP_022045180.1	tetratricopeptide repeat [Roseburia faecis] 
WP_022045181.1	hypothetical protein [Roseburia faecis] 
WP_022045184.1	hypothetical protein [Roseburia faecis] 
WP_022045187.1	carbohydrate ABC transporter permease [Roseburia faecis] 
WP_022045188.1	carbohydrate ABC transporter substrate-binding protein [Roseburia faecis] 
WP_022045193.1	phosphorylase [Roseburia faecis] 
WP_022045194.1	AraC family transcriptional regulator [Roseburia faecis] 
WP_022045195.1	phosphatidylglycerophosphatase B [Roseburia faecis] 
WP_022045202.1	hypothetical protein [Roseburia faecis] 
WP_022045205.1	GntR family transcriptional regulator [Roseburia faecis] 
WP_022045206.1	ABC-2 type transport system ATP-binding protein [Roseburia faecis] 
WP_022045215.1	hypothetical protein [Roseburia faecis] 
WP_022045217.1	sporulation transcriptional regulator SpoIIID [Roseburia faecis] 
WP_022045226.1	tRNA-specific adenosine deaminase [Roseburia faecis] 
WP_022045227.1	acetyltransferase including N-acetylase of ribosomal proteins [Roseburia faecis] 
WP_022045229.1	transcriptional repressor [Roseburia faecis] 
WP_022045230.1	hypothetical protein [Roseburia faecis] 
WP_022045237.1	flagellar biosynthesis anti-sigma factor FlgM [Roseburia faecis] 
WP_022045238.1	hypothetical protein [Roseburia faecis] 
WP_022045243.1	carbon storage regulator homolog [Roseburia faecis] 
WP_022045244.1	hypothetical protein [Roseburia faecis] 
WP_022045246.1	flagellar protein [Roseburia faecis] 
WP_022045247.1	flgN protein [Roseburia faecis] 
WP_022045249.1	pyruvate formate-lyase 1-activating enzyme [Roseburia faecis] 
WP_022045251.1	proline--tRNA ligase [Roseburia faecis] 
WP_022045256.1	DNA-binding protein [Roseburia faecis] 
WP_022045257.1	hypothetical protein [Roseburia faecis] 
WP_022045258.1	sporulation protein YabP [Roseburia faecis] 
WP_022045263.1	hypoxanthine phosphoribosyltransferase [Roseburia faecis] 
WP_022045265.1	deoxycytidylate deaminase [Roseburia faecis] 
WP_022045266.1	uracil phosphoribosyltransferase [Roseburia faecis] 
WP_022045267.1	low molecular weight phosphatase family protein [Roseburia faecis] 
WP_022045271.1	ATP synthase F0 subcomplex C subunit [Roseburia faecis] 
WP_022045276.1	ATP synthase subunit beta [Roseburia faecis] 
WP_022045280.1	aspartate 1-decarboxylase [Roseburia faecis] 
WP_022045282.1	3-methyl-2-oxobutanoate hydroxymethyltransferase [Roseburia faecis] 
WP_022045284.1	30S ribosomal protein S6 [Roseburia faecis] 
WP_022045286.1	30S ribosomal protein S18 [Roseburia faecis] 
WP_022045287.1	ATP/GTP-binding protein [Roseburia faecis] 
WP_022045288.1	hypothetical protein [Roseburia faecis] 
WP_022045296.1	hypothetical protein [Roseburia faecis] 
WP_022045308.1	sporulation sigma factor SigE [Roseburia faecis] 
WP_022045315.1	peptidoglycan glycosyltransferase [Roseburia faecis] 
WP_022045317.1	16S rRNA (cytosine(1402)-N(4))-methyltransferase [Roseburia faecis] 
WP_022045318.1	cell division/cell wall cluster transcriptional repressor MraZ [Roseburia faecis] 
WP_022045319.1	diacylglyceryl transferase [Roseburia faecis] 
WP_022045320.1	hypothetical protein [Roseburia faecis] 
WP_022045321.1	hypothetical protein [Roseburia faecis] 
WP_022045322.1	hypothetical protein [Roseburia faecis] 
WP_022045332.1	dihydroxyacetone kinase subunit DhaR [Roseburia faecis] 
WP_022045334.1	hypothetical protein [Roseburia faecis] 
WP_022045342.1	glutamate synthase [Roseburia faecis] 
WP_022045343.1	group II intron reverse transcriptase/maturase [Roseburia faecis] 
WP_022045345.1	quinolinate synthetase [Roseburia faecis] 
WP_022045346.1	signal peptidase I [Roseburia faecis] 
WP_022045349.1	transcriptional regulator [Roseburia faecis] 
WP_022045352.1	hypothetical protein [Roseburia faecis] 
WP_022045353.1	phosphopantothenoylcysteine decarboxylase [Roseburia faecis] 
WP_022045355.1	DUF4869 domain-containing protein [Roseburia faecis] 
WP_022045360.1	hypothetical protein [Roseburia faecis] 
WP_022045361.1	hypothetical protein [Roseburia faecis] 
WP_022045362.1	3-hydroxybutyryl-CoA dehydrogenase [Roseburia faecis] 
WP_022045363.1	acetyl-CoA acetyltransferase [Roseburia faecis] 
WP_022045373.1	hypothetical protein [Roseburia faecis] 
WP_022045377.1	(2Fe-2S)-binding protein [Roseburia faecis] 
WP_022045379.1	hypothetical protein [Roseburia faecis] 
WP_022045380.1	phosphoserine phosphatase [Roseburia faecis] 
WP_022045387.1	hypothetical protein [Roseburia faecis] 
WP_022045394.1	CTP synthetase [Roseburia faecis] 
WP_022045403.1	fructose-1,6-bisphosphate aldolase class II [Roseburia faecis] 
WP_022045404.1	glutamine synthetase [Roseburia faecis] 
WP_022045409.1	s1 RNA-binding domain protein [Roseburia faecis] 
WP_022045410.1	hypothetical protein [Roseburia faecis] 
WP_022045411.1	putative motility protein [Roseburia faecis] 
WP_022045415.1	hypothetical protein [Roseburia faecis] 
WP_022045417.1	hypothetical protein [Roseburia faecis] 
WP_022045421.1	hypothetical protein [Roseburia faecis] 
WP_022045424.1	amino acid-binding protein [Roseburia faecis] 
WP_022045430.1	membrane protein [Roseburia faecis] 
WP_022045433.1	phosphocarrier HPr family protein [Roseburia faecis] 
WP_022045449.1	haloacid dehalogenase [Roseburia faecis] 
WP_022045458.1	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase [Roseburia faecis] 
WP_022045463.1	hypothetical protein [Roseburia faecis] 
WP_022045466.1	valine--tRNA ligase [Roseburia faecis] 
WP_022045468.1	hypothetical protein [Roseburia faecis] 
WP_022045470.1	stage II sporulation protein [Roseburia faecis] 
WP_022045471.1	anti-sigma F factor [Roseburia faecis] 
WP_022045476.1	ATP synthase F0 subcomplex C subunit [Roseburia faecis] 
WP_022045480.1	lantibiotic protection ABC transporter permease subunit MutE/EpiE family [Roseburia faecis] 
WP_022045481.1	hypothetical protein [Roseburia faecis] 
WP_022045500.1	glucose-6-phosphate isomerase [Roseburia faecis] 
WP_022045501.1	hypothetical protein [Roseburia faecis] 
WP_022045502.1	hypothetical protein [Roseburia faecis] 
WP_022045503.1	branched-chain amino acid ABC transporter permease [Roseburia faecis] 
WP_022045507.1	hypothetical protein [Roseburia faecis] 
WP_022045509.1	hypothetical protein [Roseburia faecis] 
WP_022045528.1	hypothetical protein [Roseburia faecis] 
WP_022045530.1	spermidine/putrescine ABC transporter permease PotC [Roseburia faecis] 
WP_022045535.1	hypothetical protein [Roseburia faecis] 
WP_022045542.1	hypothetical protein [Roseburia faecis] 
WP_022045551.1	ABC transporter permease [Roseburia faecis] 
WP_022045553.1	repressor protein [Roseburia faecis] 
WP_022045555.1	heat-shock protein Hsp20 [Roseburia faecis] 
WP_022045558.1	fatty acid-binding protein DegV [Roseburia faecis] 
WP_022045572.1	selenophosphate synthetase [Roseburia faecis] 
WP_022045575.1	molybdenum ABC transporter permease subunit [Roseburia faecis] 
WP_022045589.1	DNA-binding response regulator [Roseburia faecis] 
WP_022045590.1	two-component sensor histidine kinase [Roseburia faecis] 
WP_022045592.1	aspartate--tRNA ligase [Roseburia faecis] 
WP_022045599.1	peptidyl-prolyl cis-trans isomerase [Roseburia faecis] 
WP_022045601.1	D-alanine--D-alanine ligase [Roseburia faecis] 
WP_022045602.1	hypothetical protein [Roseburia faecis] 
WP_022045603.1	ribosome-associated protein Y (PSrp-1) [Roseburia faecis] 
WP_022045604.1	hypothetical protein [Roseburia faecis] 
WP_022045605.1	RNA polymerase sigma factor [Roseburia faecis] 
WP_022045607.1	ABC transporter ATPase [Roseburia faecis] 
WP_022045611.1	phosphate transport system regulatory protein PhoU [Roseburia faecis] 
WP_022045612.1	phosphate ABC transporter ATP-binding protein [Roseburia faecis] 
WP_022045614.1	hypothetical protein [Roseburia faecis] 
WP_022045618.1	transglutaminase [Roseburia faecis] 
WP_022045619.1	fibronectin type III domain protein [Roseburia faecis] 
WP_022045620.1	hypothetical protein [Roseburia faecis] 
WP_022045622.1	hypothetical protein [Roseburia faecis] 
WP_022045629.1	transcription elongation factor GreA [Roseburia faecis] 
WP_022045636.1	hypothetical protein [Roseburia faecis] 
WP_022045638.1	cell cycle regulation histidine triad (HIT) protein [Roseburia faecis] 
WP_022045639.1	hypothetical protein [Roseburia faecis] 
WP_022045642.1	hypothetical protein [Roseburia faecis] 
WP_022045652.1	hypothetical protein [Roseburia faecis] 
WP_022045655.1	hypothetical protein [Roseburia faecis] 
WP_022045661.1	hypothetical protein [Roseburia faecis] 
WP_022045665.1	aP-endonuclease/AP-lyase [Roseburia faecis] 
WP_022045666.1	hypothetical protein [Roseburia faecis] 
WP_022045678.1	hypothetical protein [Roseburia faecis] 
WP_022045684.1	IMP dehydrogenase [Roseburia faecis] 
WP_022045694.1	component of type IV pilus [Roseburia faecis] 
WP_022045697.1	hypothetical protein [Roseburia faecis] 
WP_022045698.1	ATP-dependent chaperone ClpB [Roseburia faecis] 
WP_022045712.1	cell division topological specificity factor [Roseburia faecis] 
WP_022045714.1	septum site-determining protein MinC [Roseburia faecis] 
WP_022045724.1	hypothetical protein [Roseburia faecis] 
WP_022045732.1	hypothetical protein [Roseburia faecis] 
WP_022045733.1	hypothetical protein [Roseburia faecis] 
WP_022045735.1	transaldolase [Roseburia faecis] 
WP_022045737.1	transketolase [Roseburia faecis] 
WP_022045741.1	hsp20/alpha crystallin family protein [Roseburia faecis] 
WP_022045744.1	hypothetical protein [Roseburia faecis] 
WP_022045762.1	thiamine pyrophosphokinase [Roseburia faecis] 
WP_022045764.1	ribosome small subunit-dependent GTPase A [Roseburia faecis] 
WP_022045765.1	protein kinase [Roseburia faecis] 
WP_022045766.1	protein-serine/threonine phosphatase [Roseburia faecis] 
WP_022045767.1	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN [Roseburia faecis] 
WP_022045769.1	Zn-dependent protease [Roseburia faecis] 
WP_022045771.1	peptide deformylase [Roseburia faecis] 
WP_022045777.1	delta-aminolevulinic acid dehydratase [Roseburia faecis] 
WP_022045780.1	aspartate carbamoyltransferase regulatory subunit [Roseburia faecis] 
WP_022045782.1	molecular chaperone DnaJ [Roseburia faecis] 
WP_022045784.1	hypothetical protein [Roseburia faecis] 
WP_022045787.1	RNA polymerase sigma factor RpoD [Roseburia faecis] 
WP_022045795.1	hypothetical protein [Roseburia faecis] 
WP_022045797.1	HAD family hydrolase [Roseburia faecis] 
WP_022045799.1	hypothetical protein [Roseburia faecis] 
WP_022045803.1	hypothetical protein [Roseburia faecis] 
WP_022045804.1	hypothetical protein [Roseburia faecis] 
WP_022045809.1	RNA 2'-phosphotransferase [Roseburia faecis] 
WP_022045811.1	butyryl-CoA:acetate CoA-transferase [Roseburia faecis] 
WP_022045813.1	mrp family protein [Roseburia faecis] 
WP_022045821.1	phosphotyrosine protein phosphatase [Roseburia faecis] 
WP_022045826.1	30S ribosomal protein S10 [Roseburia faecis] 
WP_022045827.1	50S ribosomal protein L3 [Roseburia faecis] 
WP_022045846.1	tRNA-guanine(34) transglycosylase [Roseburia faecis] 
WP_022045847.1	preprotein translocase subunit YajC [Roseburia faecis] 
WP_022045849.1	dihydroxy-acid dehydratase [Roseburia faecis] 
WP_022045850.1	acetolactate synthase large subunit biosynthetic type [Roseburia faecis] 
