gi|494822224|ref|WP_007557632.1|	hypothetical protein [Bacteroides plebeius] 
gi|494822725|ref|WP_007558133.1|	hypothetical protein [Bacteroides plebeius] 
gi|494822727|ref|WP_007558135.1|	potassium transporter [Bacteroides plebeius] 
gi|494822729|ref|WP_007558137.1|	apolipoprotein acyltransferase [Bacteroides plebeius] 
gi|494822730|ref|WP_007558138.1|	hypothetical protein [Bacteroides plebeius] 
gi|494822732|ref|WP_007558140.1|	hypothetical protein [Bacteroides plebeius] 
gi|494822734|ref|WP_007558142.1|	sodium:proton antiporter [Bacteroides plebeius] 
gi|494822735|ref|WP_007558143.1|	aminopeptidase [Bacteroides plebeius] 
gi|494822737|ref|WP_007558145.1|	membrane protein [Bacteroides plebeius] 
gi|494822739|ref|WP_007558147.1|	membrane protein [Bacteroides plebeius] 
gi|494822740|ref|WP_007558148.1|	hypothetical protein [Bacteroides plebeius] 
gi|494822741|ref|WP_007558149.1|	Na(+)-translocating NADH-quinone reductase subunit A [Bacteroides plebeius] 
gi|494822743|ref|WP_007558151.1|	Na(+)-translocating NADH-quinone reductase subunit B [Bacteroides plebeius] 
gi|494822745|ref|WP_007558153.1|	Na(+)-translocating NADH-quinone reductase subunit C [Bacteroides plebeius] 
gi|494822747|ref|WP_007558155.1|	Na(+)-translocating NADH-quinone reductase subunit D [Bacteroides plebeius] 
gi|494822749|ref|WP_007558157.1|	Na(+)-translocating NADH-quinone reductase subunit E [Bacteroides plebeius] 
gi|494822750|ref|WP_007558158.1|	Na(+)-translocating NADH-quinone reductase subunit F [Bacteroides plebeius] 
gi|494822751|ref|WP_007558159.1|	hypothetical protein [Bacteroides plebeius] 
gi|494822752|ref|WP_007558160.1|	dihydrofolate reductase [Bacteroides plebeius] 
gi|494822753|ref|WP_007558161.1|	excinuclease ABC subunit B [Bacteroides plebeius] 
gi|494822754|ref|WP_007558162.1|	membrane protein [Bacteroides plebeius] 
gi|494822755|ref|WP_007558163.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494822757|ref|WP_007558165.1|	hypothetical protein [Bacteroides plebeius] 
gi|494822759|ref|WP_007558167.1|	metallo-beta-lactamase [Bacteroides plebeius] 
gi|494822761|ref|WP_007558169.1|	hypothetical protein [Bacteroides plebeius] 
gi|494822763|ref|WP_007558171.1|	glucuronate isomerase [Bacteroides plebeius] 
gi|494822764|ref|WP_007558172.1|	altronate oxidoreductase [Bacteroides plebeius] 
gi|494822765|ref|WP_007558173.1|	hypothetical protein [Bacteroides plebeius] 
gi|494822766|ref|WP_007558174.1|	hypothetical protein [Bacteroides plebeius] 
gi|494822767|ref|WP_007558175.1|	prolipoprotein diacylglyceryl transferase [Bacteroides plebeius] 
gi|494822768|ref|WP_007558176.1|	membrane protein [Bacteroides plebeius] 
gi|494822770|ref|WP_007558178.1|	hypothetical protein [Bacteroides plebeius] 
gi|494822772|ref|WP_007558180.1|	AraC family transcriptional regulator [Bacteroides plebeius] 
gi|494822774|ref|WP_007558182.1|	thiol:disulfide interchange protein [Bacteroides plebeius] 
gi|494822776|ref|WP_007558184.1|	RNA helicase [Bacteroides plebeius] 
gi|494822778|ref|WP_007558186.1|	phosphoserine phosphatase [Bacteroides plebeius] 
gi|494822780|ref|WP_007558188.1|	heat shock protein Hsp90 [Bacteroides plebeius] 
gi|494822787|ref|WP_007558195.1|	hypothetical protein [Bacteroides plebeius] 
gi|494822790|ref|WP_007558198.1|	ATP-dependent Clp protease ClpC [Bacteroides plebeius] 
gi|494822791|ref|WP_007558199.1|	hypothetical protein [Bacteroides plebeius] 
gi|494822793|ref|WP_007558201.1|	DNA gyrase subunit A [Bacteroides plebeius] 
gi|494822795|ref|WP_007558203.1|	hypothetical protein [Bacteroides plebeius] 
gi|494822796|ref|WP_007558204.1|	AraC family transcriptional regulator [Bacteroides plebeius] 
gi|494822798|ref|WP_007558206.1|	alpha/beta hydrolase [Bacteroides plebeius] 
gi|494822799|ref|WP_007558207.1|	AraC family transcriptional regulator [Bacteroides plebeius] 
gi|494822801|ref|WP_007558209.1|	hypothetical protein [Bacteroides plebeius] 
gi|494822803|ref|WP_007558211.1|	hypothetical protein [Bacteroides plebeius] 
gi|494822805|ref|WP_007558213.1|	aldo/keto reductase [Bacteroides plebeius] 
gi|494822807|ref|WP_007558215.1|	NADPH-flavin oxidoreductase [Bacteroides plebeius] 
gi|494822809|ref|WP_007558217.1|	membrane protein [Bacteroides plebeius] 
gi|494822812|ref|WP_007558220.1|	queuine tRNA-ribosyltransferase [Bacteroides plebeius] 
gi|494822814|ref|WP_007558222.1|	Lon protease [Bacteroides plebeius] 
gi|494822816|ref|WP_007558224.1|	hypothetical protein [Bacteroides plebeius] 
gi|494822818|ref|WP_007558226.1|	tRNA (adenine-N6)-methyltransferase [Bacteroides plebeius] 
gi|494822819|ref|WP_007558227.1|	hypothetical protein [Bacteroides plebeius] 
gi|494822820|ref|WP_007558228.1|	2-amino-3-ketobutyrate CoA ligase [Bacteroides plebeius] 
gi|494822821|ref|WP_007558229.1|	MULTISPECIES: ferredoxin [Bacteroides] 
gi|494822822|ref|WP_007558230.1|	HAD family hydrolase [Bacteroides plebeius] 
gi|494822823|ref|WP_007558231.1|	hypothetical protein [Bacteroides plebeius] 
gi|494822824|ref|WP_007558232.1|	hypothetical protein [Bacteroides plebeius] 
gi|494822825|ref|WP_007558233.1|	methyltransferase [Bacteroides plebeius] 
gi|494822826|ref|WP_007558234.1|	hypothetical protein [Bacteroides plebeius] 
gi|494822827|ref|WP_007558235.1|	methionine aminopeptidase [Bacteroides plebeius] 
gi|494822828|ref|WP_007558236.1|	O-sialoglycoprotein endopeptidase [Bacteroides plebeius] 
gi|494822829|ref|WP_007558237.1|	competence protein [Bacteroides plebeius] 
gi|494822831|ref|WP_007558239.1|	50S ribosomal protein L28 [Bacteroides plebeius] 
gi|492427608|ref|WP_005841291.1|	MULTISPECIES: 50S ribosomal protein L33 [Bacteroidales] 
gi|494822841|ref|WP_007558249.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
