gi|491851120|ref|WP_005633094.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851012|ref|WP_005633035.1|	MULTISPECIES: F0F1 ATP synthase subunit delta [Parabacteroides] 
gi|491851014|ref|WP_005633036.1|	MULTISPECIES: ATP synthase subunit B [Parabacteroides] 
gi|491851028|ref|WP_005633044.1|	MULTISPECIES: ATP synthase subunit C [Parabacteroides] 
gi|491851032|ref|WP_005633046.1|	ATP synthase subunit A [Parabacteroides merdae] 
gi|491851035|ref|WP_005633048.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851039|ref|WP_005633050.1|	ATP synthase subunit epsilon [Parabacteroides merdae] 
gi|491851042|ref|WP_005633052.1|	F0F1 ATP synthase subunit beta [Parabacteroides merdae] 
gi|491851045|ref|WP_005633054.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851050|ref|WP_005633057.1|	ligand-gated channel protein [Parabacteroides merdae] 
gi|491851054|ref|WP_005633060.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851057|ref|WP_005633062.1|	ABC transporter substrate-binding protein [Parabacteroides merdae] 
gi|491851060|ref|WP_005633064.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851063|ref|WP_005633066.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851066|ref|WP_005633068.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851069|ref|WP_005633070.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851072|ref|WP_005633072.1|	oxidoreductase [Parabacteroides merdae] 
gi|491851074|ref|WP_005633073.1|	transcriptional regulator [Parabacteroides merdae] 
gi|491851077|ref|WP_005633075.1|	carbamoyl phosphate synthase large subunit [Parabacteroides merdae] 
gi|491851080|ref|WP_005633077.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851083|ref|WP_005633079.1|	heparinase [Parabacteroides merdae] 
gi|491851105|ref|WP_005633085.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851108|ref|WP_005633087.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851113|ref|WP_005633090.1|	DeoR family transcriptional regulator [Parabacteroides merdae] 
gi|491851196|ref|WP_005633135.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851198|ref|WP_005633136.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851200|ref|WP_005633137.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851202|ref|WP_005633138.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851204|ref|WP_005633139.1|	integrase [Parabacteroides merdae] 
gi|491851215|ref|WP_005633145.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851217|ref|WP_005633146.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851220|ref|WP_005633148.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851223|ref|WP_005633150.1|	3-ketoacyl-ACP reductase [Parabacteroides merdae] 
gi|491851226|ref|WP_005633151.1|	3-ketoacyl-ACP reductase [Parabacteroides merdae] 
gi|491851228|ref|WP_005633152.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851230|ref|WP_005633153.1|	membrane protein [Parabacteroides merdae] 
gi|491851233|ref|WP_005633155.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851237|ref|WP_005633158.1|	MULTISPECIES: mobilization protein [Bacteroidales] 
gi|491851242|ref|WP_005633161.1|	MULTISPECIES: mobilization protein [Bacteroidales] 
gi|491851243|ref|WP_005633162.1|	MULTISPECIES: DNA primase [Bacteroidales] 
gi|491851244|ref|WP_005633163.1|	MULTISPECIES: mobilization protein [Bacteroidales] 
gi|491851265|ref|WP_005633171.1|	MULTISPECIES: transcriptional regulator [Bacteroidales] 
gi|491851269|ref|WP_005633173.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851273|ref|WP_005633175.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851276|ref|WP_005633177.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851283|ref|WP_005633179.1|	mannose-1-phosphate guanylyltransferase [Parabacteroides merdae] 
gi|491851285|ref|WP_005633180.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851288|ref|WP_005633182.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851462|ref|WP_005633184.1|	MULTISPECIES: alanine racemase [Parabacteroides] 
gi|491851474|ref|WP_005633196.1|	MULTISPECIES: enoyl-ACP reductase [Parabacteroides] 
gi|491851476|ref|WP_005633198.1|	MULTISPECIES: translation factor Sua5 [Parabacteroides] 
gi|491851478|ref|WP_005633199.1|	MULTISPECIES: dehydrogenase [Parabacteroides] 
gi|491851479|ref|WP_005633200.1|	MULTISPECIES: GTPase RsgA [Parabacteroides] 
gi|491851480|ref|WP_005633201.1|	MULTISPECIES: ribosome recycling factor [Parabacteroides] 
gi|491851481|ref|WP_005633202.1|	major facilitator transporter [Parabacteroides merdae] 
gi|491851482|ref|WP_005633203.1|	2-dehydro-3-deoxygluconokinase [Parabacteroides merdae] 
gi|491851483|ref|WP_005633204.1|	2,6-beta-D-fructofuranosidase [Parabacteroides merdae] 
gi|491851484|ref|WP_005633205.1|	uridylate kinase [Parabacteroides merdae] 
gi|491851485|ref|WP_005633206.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851486|ref|WP_005633207.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851488|ref|WP_005633208.1|	excinuclease ABC subunit A [Parabacteroides merdae] 
gi|491851490|ref|WP_005633209.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851492|ref|WP_005633211.1|	glycoside hydrolase family 2 [Parabacteroides merdae] 
gi|491851494|ref|WP_005633212.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851497|ref|WP_005633214.1|	AraC family transcriptional regulator [Parabacteroides merdae] 
gi|491851500|ref|WP_005633216.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851502|ref|WP_005633217.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851506|ref|WP_005633219.1|	aspartate-semialdehyde dehydrogenase [Parabacteroides merdae] 
gi|491851509|ref|WP_005633221.1|	MULTISPECIES: dTDP-4-dehydrorhamnose reductase [Parabacteroides] 
gi|491851512|ref|WP_005633223.1|	membrane protein [Parabacteroides merdae] 
gi|491851516|ref|WP_005633225.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851519|ref|WP_005633227.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851522|ref|WP_005633229.1|	MULTISPECIES: tryptophan synthase subunit beta [Parabacteroides] 
gi|491851526|ref|WP_005633231.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851528|ref|WP_005633232.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851531|ref|WP_005633234.1|	MULTISPECIES: XRE family transcriptional regulator [Parabacteroides] 
gi|491851534|ref|WP_005633236.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851537|ref|WP_005633238.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851539|ref|WP_005633239.1|	endopeptidase IV [Parabacteroides merdae] 
gi|491851542|ref|WP_005633241.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851546|ref|WP_005633243.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851549|ref|WP_005633245.1|	patatin [Parabacteroides merdae] 
gi|491851552|ref|WP_005633247.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851555|ref|WP_005633249.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851558|ref|WP_005633251.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851560|ref|WP_005633252.1|	cell envelope biogenesis protein TonB [Parabacteroides merdae] 
gi|491851563|ref|WP_005633254.1|	MULTISPECIES: transcriptional regulator [Parabacteroides] 
gi|491851566|ref|WP_005633256.1|	glycerophosphoryl diester phosphodiesterase [Parabacteroides merdae] 
gi|491851568|ref|WP_005633257.1|	DNA processing protein DprA [Parabacteroides merdae] 
gi|491851571|ref|WP_005633259.1|	thioesterase [Parabacteroides merdae] 
gi|491851576|ref|WP_005633262.1|	collagenase [Parabacteroides merdae] 
gi|491851580|ref|WP_005633265.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851583|ref|WP_005633266.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851586|ref|WP_005633268.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851589|ref|WP_005633270.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851594|ref|WP_005633273.1|	transcriptional regulator [Parabacteroides merdae] 
gi|491851597|ref|WP_005633275.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851600|ref|WP_005633278.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851603|ref|WP_005633281.1|	MULTISPECIES: succinate dehydrogenase [Parabacteroides] 
gi|491851605|ref|WP_005633282.1|	MULTISPECIES: succinate dehydrogenase [Parabacteroides] 
gi|491851607|ref|WP_005633284.1|	MULTISPECIES: fumarate reductase [Parabacteroides] 
gi|491851609|ref|WP_005633286.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851611|ref|WP_005633288.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851613|ref|WP_005633290.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851615|ref|WP_005633292.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851617|ref|WP_005633294.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851619|ref|WP_005633296.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851623|ref|WP_005633300.1|	collagen-binding protein [Parabacteroides merdae] 
gi|491851625|ref|WP_005633302.1|	starch-binding protein [Parabacteroides merdae] 
gi|491851627|ref|WP_005633304.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851630|ref|WP_005633307.1|	cytochrome C-binding protein [Parabacteroides merdae] 
gi|491851632|ref|WP_005633309.1|	glycoside hydrolase [Parabacteroides merdae] 
gi|491851634|ref|WP_005633311.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851636|ref|WP_005633313.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851638|ref|WP_005633315.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851640|ref|WP_005633317.1|	MULTISPECIES: TonB-linked outer membrane protein [Parabacteroides] 
gi|491851642|ref|WP_005633319.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851644|ref|WP_005633321.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851645|ref|WP_005633322.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851646|ref|WP_005633323.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851647|ref|WP_005633324.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851648|ref|WP_005633325.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851649|ref|WP_005633326.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851651|ref|WP_005633328.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851653|ref|WP_005633330.1|	membrane protein [Parabacteroides merdae] 
gi|491851665|ref|WP_005633336.1|	acriflavin resistance protein [Parabacteroides merdae] 
gi|491851667|ref|WP_005633337.1|	membrane protein [Parabacteroides merdae] 
gi|491851669|ref|WP_005633338.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851672|ref|WP_005633339.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851675|ref|WP_005633341.1|	MULTISPECIES: cobalamin adenosyltransferase [Parabacteroides] 
gi|491851716|ref|WP_005633363.1|	MULTISPECIES: hypothetical protein [Bacteroidales] 
gi|491851719|ref|WP_005633365.1|	membrane protein [Parabacteroides merdae] 
gi|491851722|ref|WP_005633367.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851726|ref|WP_005633369.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851729|ref|WP_005633371.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851732|ref|WP_005633373.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851734|ref|WP_005633374.1|	transglutaminase [Parabacteroides merdae] 
gi|491851739|ref|WP_005633377.1|	MULTISPECIES: potassium transporter CPA [Parabacteroides] 
gi|491851742|ref|WP_005633379.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851745|ref|WP_005633381.1|	MULTISPECIES: peptidase S24 [Parabacteroides] 
gi|491851748|ref|WP_005633383.1|	MULTISPECIES: signal peptidase [Parabacteroides] 
gi|491851750|ref|WP_005633384.1|	dihydrodipicolinate reductase [Parabacteroides merdae] 
gi|491851753|ref|WP_005633386.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851757|ref|WP_005633389.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851759|ref|WP_005633391.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851761|ref|WP_005633393.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851763|ref|WP_005633395.1|	ATPase AAA [Parabacteroides merdae] 
gi|491851765|ref|WP_005633397.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851767|ref|WP_005633399.1|	MULTISPECIES: RNA polymerase sigma70 factor [Parabacteroides] 
gi|491851769|ref|WP_005633401.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851771|ref|WP_005633403.1|	MULTISPECIES: collagen-binding protein [Parabacteroides] 
gi|491851774|ref|WP_005633406.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851775|ref|WP_005633407.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851778|ref|WP_005633410.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851781|ref|WP_005633413.1|	MULTISPECIES: 2-dehydro-3-deoxygluconokinase [Parabacteroides] 
gi|491851784|ref|WP_005633416.1|	MULTISPECIES: ketohydroxyglutarate aldolase [Parabacteroides] 
gi|491851786|ref|WP_005633418.1|	glucuronate isomerase [Parabacteroides merdae] 
gi|491851788|ref|WP_005633420.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851791|ref|WP_005633423.1|	MULTISPECIES: membrane protein [Parabacteroides] 
gi|491851792|ref|WP_005633424.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851794|ref|WP_005633426.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851796|ref|WP_005633428.1|	3-phosphoshikimate 1-carboxyvinyltransferase [Parabacteroides merdae] 
gi|491851798|ref|WP_005633430.1|	glycosyl hydrolase [Parabacteroides merdae] 
gi|491851800|ref|WP_005633432.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851802|ref|WP_005633434.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851804|ref|WP_005633436.1|	TonB-linked outer membrane protein [Parabacteroides merdae] 
gi|491851807|ref|WP_005633439.1|	MULTISPECIES: anti-sigma factor [Parabacteroides] 
gi|491851808|ref|WP_005633440.1|	MULTISPECIES: RNA polymerase sigma 70 [Parabacteroides] 
gi|491851809|ref|WP_005633441.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851813|ref|WP_005633442.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851815|ref|WP_005633443.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851818|ref|WP_005633444.1|	MULTISPECIES: 4,5,-dihydroxyphthalate dehydrogenase [Parabacteroides] 
gi|491851820|ref|WP_005633445.1|	starch-binding protein [Parabacteroides merdae] 
gi|491851823|ref|WP_005633446.1|	collagen-binding protein [Parabacteroides merdae] 
gi|491851825|ref|WP_005633447.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851827|ref|WP_005633448.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851830|ref|WP_005633449.1|	RNA polymerase sigma70 factor [Parabacteroides merdae] 
gi|491851832|ref|WP_005633450.1|	transcriptional regulator [Parabacteroides merdae] 
gi|491851834|ref|WP_005633451.1|	cation-transporting ATPase [Parabacteroides merdae] 
gi|491851836|ref|WP_005633452.1|	glycoside hydrolase [Parabacteroides merdae] 
gi|491851838|ref|WP_005633453.1|	glycoside hydrolase [Parabacteroides merdae] 
gi|491851842|ref|WP_005633455.1|	starch-binding protein [Parabacteroides merdae] 
gi|491851845|ref|WP_005633457.1|	collagen-binding protein [Parabacteroides merdae] 
gi|491851848|ref|WP_005633459.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851851|ref|WP_005633461.1|	RNA polymerase sigma 70 [Parabacteroides merdae] 
gi|491851855|ref|WP_005633464.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851858|ref|WP_005633466.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851861|ref|WP_005633468.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851865|ref|WP_005633470.1|	beta-glycosidase [Parabacteroides merdae] 
gi|491851868|ref|WP_005633472.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851872|ref|WP_005633475.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851875|ref|WP_005633477.1|	starch-binding protein [Parabacteroides merdae] 
gi|491851878|ref|WP_005633479.1|	collagen-binding protein [Parabacteroides merdae] 
gi|491851881|ref|WP_005633481.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851884|ref|WP_005633483.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851888|ref|WP_005633485.1|	MULTISPECIES: RNA polymerase sigma70 factor [Parabacteroides] 
gi|491851891|ref|WP_005633487.1|	glycoside hydrolase [Parabacteroides merdae] 
gi|491851894|ref|WP_005633489.1|	alpha-N-acetylglucosaminidase [Parabacteroides merdae] 
gi|491851898|ref|WP_005633492.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851901|ref|WP_005633494.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851904|ref|WP_005633496.1|	membrane protein [Parabacteroides merdae] 
gi|491851908|ref|WP_005633498.1|	TonB-linked outer membrane protein [Parabacteroides merdae] 
gi|491851911|ref|WP_005633500.1|	antirepressor [Parabacteroides merdae] 
gi|491851916|ref|WP_005633503.1|	MULTISPECIES: RNA polymerase sigma 70 [Parabacteroides] 
gi|491851919|ref|WP_005633505.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851922|ref|WP_005633507.1|	riboflavin biosynthesis protein RibF [Parabacteroides merdae] 
gi|491851925|ref|WP_005633509.1|	acetylornithine deacetylase [Parabacteroides merdae] 
gi|491851929|ref|WP_005633511.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851931|ref|WP_005633512.1|	peptidase M24 [Parabacteroides merdae] 
gi|491851934|ref|WP_005633514.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851937|ref|WP_005633516.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851941|ref|WP_005633518.1|	deoxyuridine 5'-triphosphate nucleotidohydrolase [Parabacteroides merdae] 
gi|491851945|ref|WP_005633521.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851949|ref|WP_005633523.1|	glycoside hydrolase [Parabacteroides merdae] 
gi|491851952|ref|WP_005633525.1|	chemotaxis protein CheY [Parabacteroides merdae] 
gi|491851956|ref|WP_005633527.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851960|ref|WP_005633530.1|	MULTISPECIES: ATP/GTP hydrolase [Parabacteroides] 
gi|491851963|ref|WP_005633532.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851966|ref|WP_005633534.1|	ribonuclease R [Parabacteroides merdae] 
gi|491851968|ref|WP_005633535.1|	regucalcin [Parabacteroides merdae] 
gi|491851971|ref|WP_005633537.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851974|ref|WP_005633539.1|	altronate oxidoreductase [Parabacteroides merdae] 
gi|491851977|ref|WP_005633541.1|	altronate hydrolase [Parabacteroides merdae] 
gi|491851981|ref|WP_005633543.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491851983|ref|WP_005633544.1|	ATPase AAA [Parabacteroides merdae] 
gi|491851986|ref|WP_005633546.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851988|ref|WP_005633547.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851991|ref|WP_005633549.1|	histidine kinase [Parabacteroides merdae] 
gi|491851993|ref|WP_005633550.1|	RNA polymerase sigma54 factor [Parabacteroides merdae] 
gi|491851995|ref|WP_005633551.1|	hypothetical protein [Parabacteroides merdae] 
gi|491851998|ref|WP_005633553.1|	MULTISPECIES: glycine cleavage system protein H [Parabacteroides] 
gi|491852001|ref|WP_005633555.1|	phosphoribosylaminoimidazole carboxylase [Parabacteroides merdae] 
gi|491852003|ref|WP_005633556.1|	hypothetical protein [Parabacteroides merdae] 
gi|491852007|ref|WP_005633558.1|	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase [Parabacteroides merdae] 
gi|491852010|ref|WP_005633560.1|	alpha-1,3-galactosidase B [Parabacteroides merdae] 
gi|491852014|ref|WP_005633562.1|	cysteinyl-tRNA synthetase [Parabacteroides merdae] 
gi|491852016|ref|WP_005633563.1|	phenylacetic acid degradation protein [Parabacteroides merdae] 
gi|491852018|ref|WP_005633564.1|	ABC transporter permease [Parabacteroides merdae] 
gi|491852021|ref|WP_005633566.1|	phosphonate ABC transporter ATP-binding protein [Parabacteroides merdae] 
gi|491852024|ref|WP_005633568.1|	ABC transporter permease [Parabacteroides merdae] 
gi|491852029|ref|WP_005633570.1|	ABC transporter permease [Parabacteroides merdae] 
gi|491852032|ref|WP_005633572.1|	hypothetical protein [Parabacteroides merdae] 
gi|491852036|ref|WP_005633574.1|	flavin reductase [Parabacteroides merdae] 
gi|491852041|ref|WP_005633577.1|	transporter [Parabacteroides merdae] 
gi|491852045|ref|WP_005633579.1|	zinc protease [Parabacteroides merdae] 
gi|491852048|ref|WP_005633581.1|	MULTISPECIES: sigma factor regulator FecR [Parabacteroides] 
gi|491852052|ref|WP_005633584.1|	fructokinase [Parabacteroides merdae] 
gi|491852056|ref|WP_005633587.1|	hypothetical protein [Parabacteroides merdae] 
gi|491852060|ref|WP_005633590.1|	hypothetical protein [Parabacteroides merdae] 
gi|491852065|ref|WP_005633592.1|	DEAD/DEAH box helicase [Parabacteroides merdae] 
gi|491852068|ref|WP_005633594.1|	MULTISPECIES: hypothetical protein [Parabacteroides] 
gi|491852071|ref|WP_005633596.1|	hypothetical protein [Parabacteroides merdae] 
gi|491852074|ref|WP_005633598.1|	hypothetical protein [Parabacteroides merdae] 
gi|491852077|ref|WP_005633600.1|	beta-hexosaminidase [Parabacteroides merdae] 
gi|491852080|ref|WP_005633602.1|	MULTISPECIES: peptidase [Parabacteroides] 
gi|491852083|ref|WP_005633604.1|	aminopeptidase [Parabacteroides merdae] 
gi|491852086|ref|WP_005633606.1|	hypothetical protein [Parabacteroides merdae] 
gi|491852089|ref|WP_005633608.1|	hypothetical protein [Parabacteroides merdae] 
gi|491852093|ref|WP_005633610.1|	hypothetical protein [Parabacteroides merdae] 
gi|491852096|ref|WP_005633612.1|	sodium transporter [Parabacteroides merdae] 
gi|491852099|ref|WP_005633614.1|	oxidoreductase [Parabacteroides merdae] 
gi|491852102|ref|WP_005633616.1|	galactonate dehydratase [Parabacteroides merdae] 
gi|491852107|ref|WP_005633619.1|	demethylmenaquinone methyltransferase [Parabacteroides merdae] 
gi|491852110|ref|WP_005633621.1|	AraC family transcriptional regulator [Parabacteroides merdae] 
gi|491852114|ref|WP_005633623.1|	hypothetical protein [Parabacteroides merdae] 
gi|491852117|ref|WP_005633625.1|	hypothetical protein [Parabacteroides merdae] 
gi|491852121|ref|WP_005633628.1|	hypothetical protein [Parabacteroides merdae] 
gi|491852125|ref|WP_005633630.1|	hypothetical protein [Parabacteroides merdae] 
gi|491852127|ref|WP_005633631.1|	hypothetical protein [Parabacteroides merdae] 
gi|491852130|ref|WP_005633633.1|	hypothetical protein [Parabacteroides merdae] 
gi|491852133|ref|WP_005633635.1|	hypothetical protein [Parabacteroides merdae] 
gi|491852140|ref|WP_005633639.1|	hypothetical protein [Parabacteroides merdae] 
gi|491852145|ref|WP_005633642.1|	beta-galactosidase [Parabacteroides merdae] 
gi|491852148|ref|WP_005633644.1|	hypothetical protein [Parabacteroides merdae] 
gi|491852151|ref|WP_005633646.1|	hypothetical protein [Parabacteroides merdae] 
