gi|494933506|ref|WP_007659539.1|	hypothetical protein partial [Bacteroides intestinalis] 
gi|494933590|ref|WP_007659623.1|	metallophosphatase [Bacteroides intestinalis] 
gi|494933591|ref|WP_007659624.1|	oxidoreductase [Bacteroides intestinalis] 
gi|494933592|ref|WP_007659625.1|	phosphomethylpyrimidine kinase [Bacteroides intestinalis] 
gi|494933593|ref|WP_007659626.1|	thiamine phosphate pyrophosphorylase [Bacteroides intestinalis] 
gi|494933594|ref|WP_007659627.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933595|ref|WP_007659628.1|	MULTISPECIES: ribulose-1,5-biphosphate synthetase [Bacteroides] 
gi|494933596|ref|WP_007659629.1|	phosphomethylpyrimidine synthase [Bacteroides intestinalis] 
gi|494933597|ref|WP_007659630.1|	MULTISPECIES: thiamine-phosphate pyrophosphorylase [Bacteroides] 
gi|494933598|ref|WP_007659631.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933599|ref|WP_007659632.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933600|ref|WP_007659633.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|494933601|ref|WP_007659634.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|494933606|ref|WP_007659639.1|	MULTISPECIES: porin [Bacteroides] 
gi|494933608|ref|WP_007659641.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933615|ref|WP_007659648.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933616|ref|WP_007659649.1|	thiouridylase [Bacteroides intestinalis] 
gi|494933617|ref|WP_007659650.1|	MULTISPECIES: serine protease [Bacteroides] 
gi|494933618|ref|WP_007659651.1|	exodeoxyribonuclease VII large subunit [Bacteroides intestinalis] 
gi|494933619|ref|WP_007659652.1|	MULTISPECIES: exodeoxyribonuclease VII [Bacteroides] 
gi|494933620|ref|WP_007659653.1|	MULTISPECIES: branched-chain amino acid aminotransferase [Bacteroides] 
gi|494933621|ref|WP_007659654.1|	MULTISPECIES: tRNA (guanine-N(7)-)-methyltransferase [Bacteroides] 
gi|494933623|ref|WP_007659656.1|	MULTISPECIES: sodium:proton antiporter [Bacteroides] 
gi|494933625|ref|WP_007659658.1|	MULTISPECIES: thiol:disulfide interchange protein [Bacteroides] 
gi|494933628|ref|WP_007659661.1|	MULTISPECIES: cell envelope biogenesis protein TonB [Bacteroides] 
gi|494933629|ref|WP_007659662.1|	MULTISPECIES: transcriptional regulator [Bacteroides] 
gi|494933630|ref|WP_007659663.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933631|ref|WP_007659664.1|	glycosyl hydrolase family 109 [Bacteroides intestinalis] 
gi|494933632|ref|WP_007659665.1|	MULTISPECIES: thiol:disulfide interchange protein [Bacteroides] 
gi|494933633|ref|WP_007659666.1|	MULTISPECIES: hydrolase [Bacteroides] 
gi|494933634|ref|WP_007659667.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933635|ref|WP_007659668.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|494933643|ref|WP_007659676.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|494933645|ref|WP_007659678.1|	MULTISPECIES: hemolysin secretion protein D [Bacteroides] 
gi|494933647|ref|WP_007659680.1|	alkaline protease [Bacteroides intestinalis] 
gi|494933649|ref|WP_007659682.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933651|ref|WP_007659684.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933653|ref|WP_007659686.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933654|ref|WP_007659687.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933655|ref|WP_007659688.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933656|ref|WP_007659689.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933657|ref|WP_007659690.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933659|ref|WP_007659692.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933662|ref|WP_007659695.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933664|ref|WP_007659697.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933666|ref|WP_007659699.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933668|ref|WP_007659701.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933670|ref|WP_007659703.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494933672|ref|WP_007659705.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933674|ref|WP_007659707.1|	chain-length determining protein [Bacteroides intestinalis] 
gi|494933676|ref|WP_007659709.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933677|ref|WP_007659710.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494933680|ref|WP_007659713.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933681|ref|WP_007659714.1|	malate dehydrogenase [Bacteroides intestinalis] 
gi|494933682|ref|WP_007659715.1|	inorganic polyphosphate/ATP-NAD kinase [Bacteroides intestinalis] 
gi|494933683|ref|WP_007659716.1|	pyridoxamine 5'-phosphate oxidase [Bacteroides intestinalis] 
gi|494933684|ref|WP_007659717.1|	MULTISPECIES: biopolymer transporter ExbB [Bacteroides] 
gi|494933685|ref|WP_007659718.1|	biopolymer transporter ExbD [Bacteroides intestinalis] 
gi|494933686|ref|WP_007659719.1|	cell envelope biogenesis protein TonB [Bacteroides intestinalis] 
gi|494933687|ref|WP_007659720.1|	thiazole biosynthesis protein ThiJ [Bacteroides intestinalis] 
gi|494933688|ref|WP_007659721.1|	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [Bacteroides intestinalis] 
gi|494933689|ref|WP_007659722.1|	ATP-dependent DNA helicase RecG [Bacteroides intestinalis] 
gi|494933691|ref|WP_007659724.1|	peptidase M23 [Bacteroides intestinalis] 
gi|494397524|ref|WP_007210078.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494933692|ref|WP_007659725.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933693|ref|WP_007659726.1|	triosephosphate isomerase [Bacteroides intestinalis] 
gi|494933694|ref|WP_007659727.1|	cell division protein [Bacteroides intestinalis] 
gi|494397528|ref|WP_007210082.1|	MULTISPECIES: GTP cyclohydrolase [Bacteroides] 
gi|494933695|ref|WP_007659728.1|	DNA primase [Bacteroides intestinalis] 
gi|494933696|ref|WP_007659729.1|	prephenate dehydratase [Bacteroides intestinalis] 
gi|494933699|ref|WP_007659732.1|	cytochrome C4 [Bacteroides intestinalis] 
gi|494933701|ref|WP_007659734.1|	aminotransferase [Bacteroides intestinalis] 
gi|494397538|ref|WP_007210092.1|	MULTISPECIES: prephenate dehydratase [Bacteroides] 
gi|494933703|ref|WP_007659736.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933706|ref|WP_007659739.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933708|ref|WP_007659741.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933711|ref|WP_007659744.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933713|ref|WP_007659746.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933720|ref|WP_007659753.1|	isoaspartyl dipeptidase [Bacteroides intestinalis] 
gi|494933722|ref|WP_007659755.1|	C4-dicarboxylate ABC transporter [Bacteroides intestinalis] 
gi|494933723|ref|WP_007659756.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933725|ref|WP_007659758.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933726|ref|WP_007659759.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933727|ref|WP_007659760.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933728|ref|WP_007659761.1|	peptidase [Bacteroides intestinalis] 
gi|494933729|ref|WP_007659762.1|	ATP-dependent DNA helicase RecQ [Bacteroides intestinalis] 
gi|494933730|ref|WP_007659763.1|	recombination protein RecJ [Bacteroides intestinalis] 
gi|494933731|ref|WP_007659764.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494416955|ref|WP_007218822.1|	MULTISPECIES: leucyl/phenylalanyl-tRNA--protein transferase [Bacteroides] 
gi|494933732|ref|WP_007659765.1|	MULTISPECIES: ATP-dependent Clp protease ClpA [Bacteroides] 
gi|494933733|ref|WP_007659766.1|	MULTISPECIES: ATP-dependent Clp protease ClpS [Bacteroides] 
gi|494933734|ref|WP_007659767.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933735|ref|WP_007659768.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494933737|ref|WP_007659770.1|	translation factor Sua5 [Bacteroides intestinalis] 
gi|494933738|ref|WP_007659771.1|	MULTISPECIES: chloride channel protein [Bacteroides] 
gi|494933740|ref|WP_007659773.1|	methionyl-tRNA formyltransferase [Bacteroides intestinalis] 
gi|494933742|ref|WP_007659775.1|	MULTISPECIES: RNA polymerase subunit sigma-24 [Bacteroides] 
gi|494933744|ref|WP_007659777.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494933746|ref|WP_007659779.1|	MULTISPECIES: ribulose-phosphate 3-epimerase [Bacteroides] 
gi|494933753|ref|WP_007659786.1|	competence protein [Bacteroides intestinalis] 
gi|494933754|ref|WP_007659787.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494933755|ref|WP_007659788.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933756|ref|WP_007659789.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494933757|ref|WP_007659790.1|	MULTISPECIES: cation transporter [Bacteroides] 
gi|494933758|ref|WP_007659791.1|	MULTISPECIES: cation transporter [Bacteroides] 
gi|494933759|ref|WP_007659792.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|494933760|ref|WP_007659793.1|	DeoR family transcriptional regulator [Bacteroides intestinalis] 
gi|494933761|ref|WP_007659794.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933763|ref|WP_007659796.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933765|ref|WP_007659798.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933766|ref|WP_007659799.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933767|ref|WP_007659800.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933768|ref|WP_007659801.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933769|ref|WP_007659802.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933770|ref|WP_007659803.1|	ABC transporter ATP-binding protein [Bacteroides intestinalis] 
gi|494933771|ref|WP_007659804.1|	hemolysin [Bacteroides intestinalis] 
gi|494933775|ref|WP_007659808.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933776|ref|WP_007659809.1|	heparinase [Bacteroides intestinalis] 
gi|494933777|ref|WP_007659810.1|	major facilitator transporter [Bacteroides intestinalis] 
gi|494933778|ref|WP_007659811.1|	ROK family transcriptional regulator [Bacteroides intestinalis] 
gi|494933779|ref|WP_007659812.1|	Tat pathway signal sequence [Bacteroides intestinalis] 
gi|494933781|ref|WP_007659814.1|	sulfatase [Bacteroides intestinalis] 
gi|494933783|ref|WP_007659816.1|	heparinase [Bacteroides intestinalis] 
gi|494933785|ref|WP_007659818.1|	glucuronyl hydrolase [Bacteroides intestinalis] 
gi|494933786|ref|WP_007659819.1|	membrane protein [Bacteroides intestinalis] 
gi|494933796|ref|WP_007659829.1|	TonB-linked outer membrane protein [Bacteroides intestinalis] 
gi|494933798|ref|WP_007659831.1|	aldose 1-epimerase [Bacteroides intestinalis] 
gi|494933800|ref|WP_007659833.1|	chemotaxis protein CheY [Bacteroides intestinalis] 
gi|494933802|ref|WP_007659835.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933804|ref|WP_007659837.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933806|ref|WP_007659839.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933808|ref|WP_007659841.1|	exopolyphosphatase [Bacteroides intestinalis] 
gi|494933810|ref|WP_007659843.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494933812|ref|WP_007659845.1|	phosphoglucosamine mutase [Bacteroides intestinalis] 
gi|494933814|ref|WP_007659847.1|	NTP pyrophosphohydrolase [Bacteroides intestinalis] 
gi|494933816|ref|WP_007659849.1|	S-adenosylmethionine tRNA ribosyltransferase [Bacteroides intestinalis] 
gi|494933817|ref|WP_007659850.1|	mannonate oxidoreductase [Bacteroides intestinalis] 
gi|494933818|ref|WP_007659851.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933819|ref|WP_007659852.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494933820|ref|WP_007659853.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933821|ref|WP_007659854.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933822|ref|WP_007659855.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933824|ref|WP_007659857.1|	MULTISPECIES: histidine kinase [Bacteroides] 
gi|494933825|ref|WP_007659858.1|	MULTISPECIES: chemotaxis protein CheY [Bacteroides] 
gi|494933826|ref|WP_007659859.1|	hypothetical protein partial [Bacteroides intestinalis] 
gi|494933836|ref|WP_007659869.1|	hypothetical protein partial [Bacteroides intestinalis] 
gi|494398047|ref|WP_007210400.1|	MULTISPECIES: biopolymer transporter ExbD [Bacteroides] 
gi|494933838|ref|WP_007659871.1|	biopolymer transporter ExbD [Bacteroides intestinalis] 
gi|494933840|ref|WP_007659873.1|	membrane protein [Bacteroides intestinalis] 
gi|494933842|ref|WP_007659875.1|	flagellar motor protein MotA [Bacteroides intestinalis] 
gi|494933846|ref|WP_007659879.1|	TatD family hydrolase [Bacteroides intestinalis] 
gi|494933847|ref|WP_007659880.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494933848|ref|WP_007659881.1|	MULTISPECIES: isoprenyl synthetase [Bacteroides] 
gi|494933849|ref|WP_007659882.1|	MULTISPECIES: cell envelope biogenesis protein TonB [Bacteroides] 
gi|494933851|ref|WP_007659884.1|	hisitdine kinase [Bacteroides intestinalis] 
gi|494933853|ref|WP_007659886.1|	cytidylate kinase [Bacteroides intestinalis] 
gi|494933855|ref|WP_007659888.1|	MULTISPECIES: 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Bacteroides] 
gi|494933857|ref|WP_007659890.1|	MULTISPECIES: 6-phosphofructokinase [Bacteroides] 
gi|494933859|ref|WP_007659892.1|	transposase [Bacteroides intestinalis] 
gi|494933861|ref|WP_007659894.1|	MULTISPECIES: oxidoreductase [Bacteroides] 
gi|494933863|ref|WP_007659896.1|	NADH:flavin oxidoreductase [Bacteroides intestinalis] 
gi|494933865|ref|WP_007659898.1|	3-oxo-5-alpha-steroid 4-dehydrogenase [Bacteroides intestinalis] 
gi|494933867|ref|WP_007659900.1|	citrate synthase [Bacteroides intestinalis] 
gi|494933868|ref|WP_007659901.1|	isocitrate dehydrogenase [Bacteroides intestinalis] 
gi|494933870|ref|WP_007659903.1|	aconitate hydratase [Bacteroides intestinalis] 
gi|494933873|ref|WP_007659906.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933872|ref|WP_007659905.1|	helicase [Bacteroides intestinalis] 
gi|494933875|ref|WP_007659908.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933876|ref|WP_007659909.1|	MULTISPECIES: ketol-acid reductoisomerase [Bacteroides] 
gi|494933877|ref|WP_007659910.1|	MULTISPECIES: acyl-ACP thioesterase [Bacteroides] 
gi|494933878|ref|WP_007659911.1|	MULTISPECIES: acetohydroxyacid synthase small subunit [Bacteroides] 
gi|494933879|ref|WP_007659912.1|	MULTISPECIES: acetolactate synthase [Bacteroides] 
gi|494933880|ref|WP_007659913.1|	dihydroxy-acid dehydratase [Bacteroides intestinalis] 
gi|494933881|ref|WP_007659914.1|	glycosyl hydrolase family 109 [Bacteroides intestinalis] 
gi|494933882|ref|WP_007659915.1|	beta-galactosidase [Bacteroides intestinalis] 
gi|494933884|ref|WP_007659917.1|	glycosyl hydrolase family 88 [Bacteroides intestinalis] 
gi|494933886|ref|WP_007659919.1|	alpha-L-fucosidase [Bacteroides intestinalis] 
gi|494933888|ref|WP_007659921.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933890|ref|WP_007659923.1|	alpha-L-fucosidase [Bacteroides intestinalis] 
gi|494933892|ref|WP_007659925.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933894|ref|WP_007659927.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933896|ref|WP_007659929.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933898|ref|WP_007659931.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933899|ref|WP_007659932.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933900|ref|WP_007659933.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933901|ref|WP_007659934.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933902|ref|WP_007659935.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933903|ref|WP_007659936.1|	TonB-linked outer membrane protein [Bacteroides intestinalis] 
gi|494933905|ref|WP_007659938.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933906|ref|WP_007659939.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933907|ref|WP_007659940.1|	peptidylprolyl isomerase [Bacteroides intestinalis] 
gi|494933908|ref|WP_007659941.1|	membrane protein [Bacteroides intestinalis] 
gi|494933909|ref|WP_007659942.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933910|ref|WP_007659943.1|	membrane protein [Bacteroides intestinalis] 
gi|494933911|ref|WP_007659944.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933912|ref|WP_007659945.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933913|ref|WP_007659946.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933914|ref|WP_007659947.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933915|ref|WP_007659948.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933916|ref|WP_007659949.1|	MULTISPECIES: chorismate synthase [Bacteroides] 
gi|494933917|ref|WP_007659950.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494933918|ref|WP_007659951.1|	membrane protein [Bacteroides intestinalis] 
gi|494933919|ref|WP_007659952.1|	DNA topoisomerase III [Bacteroides intestinalis] 
gi|494933920|ref|WP_007659953.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494933921|ref|WP_007659954.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933922|ref|WP_007659955.1|	methylmalonyl-CoA mutase [Bacteroides intestinalis] 
gi|494933923|ref|WP_007659956.1|	methylmalonyl-CoA mutase [Bacteroides intestinalis] 
gi|494933925|ref|WP_007659958.1|	transporter [Bacteroides intestinalis] 
gi|494933926|ref|WP_007659959.1|	MULTISPECIES: cytidylate kinase [Bacteroides] 
gi|494933927|ref|WP_007659960.1|	multidrug transporter MatE [Bacteroides intestinalis] 
gi|494933928|ref|WP_007659961.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933929|ref|WP_007659962.1|	lysyl-tRNA synthetase [Bacteroides intestinalis] 
gi|494933930|ref|WP_007659963.1|	MULTISPECIES: glycerol-3-phosphate dehydrogenase [Bacteroides] 
gi|494933931|ref|WP_007659964.1|	glucose-6-phosphate isomerase [Bacteroides intestinalis] 
gi|494933932|ref|WP_007659965.1|	beta-phosphoglucomutase [Bacteroides intestinalis] 
gi|494933933|ref|WP_007659966.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933935|ref|WP_007659968.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494933946|ref|WP_007659979.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494933948|ref|WP_007659981.1|	MULTISPECIES: asparagine synthase [Bacteroides] 
gi|494933950|ref|WP_007659983.1|	uracil-DNA glycosylase [Bacteroides intestinalis] 
gi|494933952|ref|WP_007659985.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933953|ref|WP_007659986.1|	MULTISPECIES: phosphohydrolase [Bacteroides] 
gi|494933954|ref|WP_007659987.1|	dolichyl-phosphate-mannose-protein mannosyltransferase [Bacteroides intestinalis] 
gi|494933955|ref|WP_007659988.1|	polysaccharide biosynthesis protein GtrA [Bacteroides intestinalis] 
gi|494933956|ref|WP_007659989.1|	glycosyltransferase [Bacteroides intestinalis] 
gi|494933957|ref|WP_007659990.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933958|ref|WP_007659991.1|	MULTISPECIES: transporter [Bacteroides] 
gi|494933959|ref|WP_007659992.1|	MULTISPECIES: N-acetylmuramoyl-L-alanine amidase [Bacteroides] 
gi|494933961|ref|WP_007659994.1|	MULTISPECIES: mammalian cell entry protein [Bacteroides] 
gi|494933962|ref|WP_007659995.1|	MULTISPECIES: chromosomal replication initiation protein [Bacteroides] 
gi|494933964|ref|WP_007659997.1|	MULTISPECIES: oxidoreductase [Bacteroides] 
gi|494933966|ref|WP_007659999.1|	ribonucleoside-diphosphate reductase [Bacteroides intestinalis] 
gi|494933968|ref|WP_007660001.1|	4-alpha-glucanotransferase [Bacteroides intestinalis] 
gi|494933970|ref|WP_007660003.1|	dienelactone hydrolase [Bacteroides intestinalis] 
gi|494933972|ref|WP_007660005.1|	ATPase AAA [Bacteroides intestinalis] 
gi|494933974|ref|WP_007660007.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494933976|ref|WP_007660009.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494933977|ref|WP_007660010.1|	hypothetical protein [Bacteroides intestinalis] 
gi|494933978|ref|WP_007660011.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494933979|ref|WP_007660012.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494933980|ref|WP_007660013.1|	ATPase [Bacteroides intestinalis] 
gi|494933981|ref|WP_007660014.1|	methylglyoxal synthase [Bacteroides intestinalis] 
gi|494933989|ref|WP_007660022.1|	glycosyl transferase family 2 [Bacteroides intestinalis] 
gi|494933991|ref|WP_007660024.1|	MULTISPECIES: acetyltransferase [Bacteroides] 
gi|494933993|ref|WP_007660026.1|	Fe-S oxidoreductase [Bacteroides intestinalis] 
gi|494933997|ref|WP_007660030.1|	hypothetical protein [Bacteroides intestinalis] 
