gi|492370216|ref|WP_005823520.1|	hypothetical protein [Bacteroides uniformis] 
gi|492370987|ref|WP_005823612.1|	5-formyltetrahydrofolate cyclo-ligase [Bacteroides uniformis] 
gi|492370990|ref|WP_005823614.1|	histidinol-phosphatase [Bacteroides uniformis] 
gi|492370992|ref|WP_005823615.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492370995|ref|WP_005823617.1|	MULTISPECIES: DNA repair protein RecF [Bacteroides] 
gi|492370997|ref|WP_005823619.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371000|ref|WP_005823621.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371003|ref|WP_005823623.1|	MULTISPECIES: 6,7-dimethyl-8-ribityllumazine synthase [Bacteroides] 
gi|492371007|ref|WP_005823625.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371009|ref|WP_005823626.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371012|ref|WP_005823628.1|	MULTISPECIES: regulatory protein [Bacteroides] 
gi|492371015|ref|WP_005823630.1|	acyltransferase [Bacteroides uniformis] 
gi|492371018|ref|WP_005823632.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371021|ref|WP_005823634.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371024|ref|WP_005823636.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371028|ref|WP_005823638.1|	glycosyl hydrolase family 3 [Bacteroides uniformis] 
gi|492371032|ref|WP_005823641.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371034|ref|WP_005823642.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371036|ref|WP_005823643.1|	glycan metabolism protein RagB [Bacteroides uniformis] 
gi|492371038|ref|WP_005823644.1|	TonB-dependent receptor [Bacteroides uniformis] 
gi|492371040|ref|WP_005823645.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371042|ref|WP_005823646.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371044|ref|WP_005823647.1|	major facilitator transporter [Bacteroides uniformis] 
gi|492371046|ref|WP_005823648.1|	MULTISPECIES: glucose-6-phosphate isomerase [Bacteroides] 
gi|492371049|ref|WP_005823649.1|	MULTISPECIES: mannose-6-phosphate isomerase [Bacteroides] 
gi|492371051|ref|WP_005823650.1|	glucokinase [Bacteroides uniformis] 
gi|492371053|ref|WP_005823651.1|	glucose-6-phosphate isomerase [Bacteroides uniformis] 
gi|492371055|ref|WP_005823652.1|	MULTISPECIES: cupin [Bacteroides] 
gi|492371057|ref|WP_005823653.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371060|ref|WP_005823655.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|492371063|ref|WP_005823657.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371066|ref|WP_005823659.1|	MULTISPECIES: diguanylate cyclase [Bacteroides] 
gi|492371069|ref|WP_005823661.1|	MULTISPECIES: permease [Bacteroides] 
gi|492371071|ref|WP_005823662.1|	MULTISPECIES: tRNA pseudouridine synthase A [Bacteroides] 
gi|492371073|ref|WP_005823663.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371075|ref|WP_005823664.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371077|ref|WP_005823665.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371080|ref|WP_005823666.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371082|ref|WP_005823667.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371084|ref|WP_005823668.1|	MULTISPECIES: peptide ABC transporter [Bacteroides] 
gi|492371088|ref|WP_005823670.1|	MULTISPECIES: hypoxanthine phosphoribosyltransferase [Bacteroides] 
gi|492371091|ref|WP_005823672.1|	MULTISPECIES: adenylate kinase [Bacteroides] 
gi|492371093|ref|WP_005823673.1|	MULTISPECIES: GTPase CgtA [Bacteroides] 
gi|492371096|ref|WP_005823675.1|	MULTISPECIES: polyphenol oxidase [Bacteroides] 
gi|492371099|ref|WP_005823677.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371102|ref|WP_005823679.1|	MULTISPECIES: peptidase M23 [Bacteroides] 
gi|492371105|ref|WP_005823681.1|	MULTISPECIES: phosphate starvation protein PhoH [Bacteroides] 
gi|492371108|ref|WP_005823683.1|	MULTISPECIES: phosphoribosylaminoimidazole-succinocarboxamide synthase [Bacteroides] 
gi|492371111|ref|WP_005823685.1|	MULTISPECIES: ubiquinone/menaquinone biosynthesis methyltransferase [Bacteroides] 
gi|492371115|ref|WP_005823687.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371118|ref|WP_005823689.1|	MULTISPECIES: shikimate 5-dehydrogenase [Bacteroides] 
gi|492371122|ref|WP_005823691.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|492371124|ref|WP_005823693.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371126|ref|WP_005823694.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371129|ref|WP_005823696.1|	phosphoribosylformylglycinamidine cyclo-ligase [Bacteroides uniformis] 
gi|492371133|ref|WP_005823698.1|	MULTISPECIES: peptide chain release factor 1 [Bacteroides] 
gi|492371137|ref|WP_005823701.1|	MULTISPECIES: orotidine 5'-phosphate decarboxylase [Bacteroides] 
gi|492371140|ref|WP_005823703.1|	phosphohydrolase [Bacteroides uniformis] 
gi|492371144|ref|WP_005823705.1|	MULTISPECIES: UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase [Bacteroides] 
gi|492371152|ref|WP_005823709.1|	MULTISPECIES: hydroxymyristoyl-ACP dehydratase [Bacteroides] 
gi|492371156|ref|WP_005823711.1|	MULTISPECIES: UDP-N-acetylglucosamine acyltransferase [Bacteroides] 
gi|492371161|ref|WP_005823714.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371164|ref|WP_005823716.1|	MULTISPECIES: tRNA delta(2)-isopentenylpyrophosphate transferase [Bacteroides] 
gi|492371169|ref|WP_005823719.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371174|ref|WP_005823722.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371178|ref|WP_005823724.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371181|ref|WP_005823726.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371184|ref|WP_005823728.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371187|ref|WP_005823730.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371189|ref|WP_005823731.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371192|ref|WP_005823733.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371195|ref|WP_005823735.1|	hypothetical protein [Bacteroides uniformis] 
gi|490441242|ref|WP_004312216.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371199|ref|WP_005823738.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371202|ref|WP_005823740.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371205|ref|WP_005823742.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371208|ref|WP_005823744.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371211|ref|WP_005823746.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371214|ref|WP_005823748.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371218|ref|WP_005823750.1|	conjugal transfer protein TraA [Bacteroides uniformis] 
gi|492371220|ref|WP_005823752.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371224|ref|WP_005823754.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371227|ref|WP_005823756.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371231|ref|WP_005823759.1|	relaxase [Bacteroides uniformis] 
gi|492371234|ref|WP_005823761.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371237|ref|WP_005823763.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371239|ref|WP_005823764.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371242|ref|WP_005823766.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371245|ref|WP_005823768.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371248|ref|WP_005823770.1|	hypothetical protein [Bacteroides uniformis] 
gi|490441256|ref|WP_004312230.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371254|ref|WP_005823774.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371257|ref|WP_005823775.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371259|ref|WP_005823776.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371260|ref|WP_005823777.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371262|ref|WP_005823778.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371264|ref|WP_005823779.1|	tyrosine recombinase [Bacteroides uniformis] 
gi|492371266|ref|WP_005823780.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371268|ref|WP_005823781.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371270|ref|WP_005823782.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371272|ref|WP_005823783.1|	MULTISPECIES: TonB-dependent receptor [Bacteroides] 
gi|492371274|ref|WP_005823784.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371276|ref|WP_005823785.1|	MULTISPECIES: transcriptional regulator [Bacteroides] 
gi|492371279|ref|WP_005823787.1|	cation-binding protein [Bacteroides uniformis] 
gi|492371282|ref|WP_005823789.1|	MULTISPECIES: LuxR family transcriptional regulator [Bacteroides] 
gi|492371285|ref|WP_005823791.1|	cytochrome C biogenesis protein [Bacteroides uniformis] 
gi|492371289|ref|WP_005823794.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371292|ref|WP_005823795.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371294|ref|WP_005823796.1|	MULTISPECIES: porin [Bacteroides] 
gi|492371296|ref|WP_005823797.1|	thiol oxidoreductase [Bacteroides uniformis] 
gi|492371298|ref|WP_005823798.1|	MULTISPECIES: peptidase M75 [Bacteroides] 
gi|492371300|ref|WP_005823799.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371303|ref|WP_005823801.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371305|ref|WP_005823802.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371308|ref|WP_005823804.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371311|ref|WP_005823806.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371314|ref|WP_005823808.1|	glycosyl hydrolase family 3 [Bacteroides uniformis] 
gi|492371318|ref|WP_005823811.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371321|ref|WP_005823813.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371325|ref|WP_005823816.1|	cystathionine beta-lyase [Bacteroides uniformis] 
gi|492371328|ref|WP_005823818.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371331|ref|WP_005823820.1|	MULTISPECIES: CAAX amino terminal protease [Bacteroides] 
gi|492371333|ref|WP_005823821.1|	1,4-dihydroxy-2-naphthoate prenyltransferase [Bacteroides uniformis] 
gi|492371336|ref|WP_005823823.1|	hydrolase [Bacteroides uniformis] 
gi|492371339|ref|WP_005823825.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371342|ref|WP_005823827.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371344|ref|WP_005823828.1|	translation factor Sua5 [Bacteroides uniformis] 
gi|492371347|ref|WP_005823830.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|492371350|ref|WP_005823832.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371353|ref|WP_005823834.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371356|ref|WP_005823836.1|	hemolysin [Bacteroides uniformis] 
gi|492371360|ref|WP_005823838.1|	ABC transporter ATP-binding protein [Bacteroides uniformis] 
gi|492371363|ref|WP_005823840.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371365|ref|WP_005823842.1|	Fe-S oxidoreductase [Bacteroides uniformis] 
gi|492371368|ref|WP_005823844.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371371|ref|WP_005823846.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371374|ref|WP_005823848.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371376|ref|WP_005823849.1|	MULTISPECIES: glycosyltransferase family 2 [Bacteroides] 
gi|492371379|ref|WP_005823851.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371382|ref|WP_005823853.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371386|ref|WP_005823856.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371390|ref|WP_005823858.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371393|ref|WP_005823860.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371395|ref|WP_005823861.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371397|ref|WP_005823862.1|	DeoR family transcriptional regulator [Bacteroides uniformis] 
gi|492371400|ref|WP_005823863.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|492371402|ref|WP_005823864.1|	cation transporter [Bacteroides uniformis] 
gi|492371404|ref|WP_005823865.1|	cation transporter [Bacteroides uniformis] 
gi|492371406|ref|WP_005823866.1|	membrane protein [Bacteroides uniformis] 
gi|492371408|ref|WP_005823867.1|	MULTISPECIES: transglutaminase [Bacteroides] 
gi|492371411|ref|WP_005823869.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371414|ref|WP_005823871.1|	signal peptidase [Bacteroides uniformis] 
gi|492371416|ref|WP_005823872.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371418|ref|WP_005823873.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371420|ref|WP_005823874.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371422|ref|WP_005823875.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371425|ref|WP_005823876.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371428|ref|WP_005823878.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371429|ref|WP_005823879.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371431|ref|WP_005823880.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371433|ref|WP_005823881.1|	ATPase AAA [Bacteroides uniformis] 
gi|492371435|ref|WP_005823882.1|	MULTISPECIES: glucosamine-6-phosphate deaminase [Bacteroides] 
gi|492371437|ref|WP_005823883.1|	flavodoxin [Bacteroides uniformis] 
gi|492371440|ref|WP_005823884.1|	radical SAM protein [Bacteroides uniformis] 
gi|492371442|ref|WP_005823885.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371445|ref|WP_005823887.1|	MULTISPECIES: ROK family transcriptional regulator [Bacteroides] 
gi|492371449|ref|WP_005823889.1|	MULTISPECIES: MFS transporter [Bacteroides] 
gi|492371454|ref|WP_005823892.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371458|ref|WP_005823895.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371463|ref|WP_005823898.1|	MULTISPECIES: peptidase S9 [Bacteroides] 
gi|492371466|ref|WP_005823900.1|	MULTISPECIES: lipoyl synthase [Bacteroides] 
gi|492371470|ref|WP_005823902.1|	membrane protein [Bacteroides uniformis] 
gi|492371476|ref|WP_005823906.1|	MULTISPECIES: S-adenosylmethionine-dependent methyltransferase [Bacteroides] 
gi|492371480|ref|WP_005823908.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371485|ref|WP_005823911.1|	MULTISPECIES: enoyl-ACP reductase [Bacteroides] 
gi|492371490|ref|WP_005823914.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371495|ref|WP_005823917.1|	MULTISPECIES: phosphoglycolate phosphatase [Bacteroides] 
gi|492371501|ref|WP_005823921.1|	MULTISPECIES: metallophosphatase [Bacteroides] 
gi|492371504|ref|WP_005823923.1|	starch-binding protein [Bacteroides uniformis] 
gi|492371507|ref|WP_005823925.1|	MULTISPECIES: collagen-binding protein [Bacteroides] 
gi|492371510|ref|WP_005823927.1|	MULTISPECIES: anti-sigma factor [Bacteroides] 
gi|492371513|ref|WP_005823929.1|	MULTISPECIES: RNA polymerase subunit sigma-70 [Bacteroides] 
gi|492371516|ref|WP_005823930.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371518|ref|WP_005823931.1|	MULTISPECIES: phosphohydrolase MutT [Bacteroides] 
gi|492371520|ref|WP_005823932.1|	MULTISPECIES: 5-keto-4-deoxyuronate isomerase [Bacteroides] 
gi|492371521|ref|WP_005823933.1|	major facilitator transporter [Bacteroides uniformis] 
gi|492371522|ref|WP_005823934.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371523|ref|WP_005823935.1|	MULTISPECIES: DNA helicase [Bacteroides] 
gi|492371524|ref|WP_005823936.1|	preprotein translocase [Bacteroides uniformis] 
gi|492371525|ref|WP_005823937.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371527|ref|WP_005823939.1|	MULTISPECIES: preprotein translocase [Bacteroides] 
gi|492371529|ref|WP_005823941.1|	MULTISPECIES: alanine racemase [Bacteroides] 
gi|492371531|ref|WP_005823943.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371534|ref|WP_005823945.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371537|ref|WP_005823947.1|	1-deoxy-D-xylulose-5-phosphate synthase [Bacteroides uniformis] 
gi|492371540|ref|WP_005823949.1|	potassium transporter TrkA [Bacteroides uniformis] 
gi|492371543|ref|WP_005823951.1|	potassium transporter [Bacteroides uniformis] 
gi|492371546|ref|WP_005823953.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492371551|ref|WP_005823956.1|	MULTISPECIES: NADH-quinone oxidoreductase subunit A [Bacteroides] 
gi|492371555|ref|WP_005823959.1|	MULTISPECIES: NADH dehydrogenase subunit B [Bacteroides] 
gi|492371558|ref|WP_005823961.1|	NADH-quinone oxidoreductase subunit C [Bacteroides uniformis] 
gi|492371563|ref|WP_005823964.1|	hypothetical protein [Bacteroides uniformis] 
gi|492371567|ref|WP_005823966.1|	MULTISPECIES: NADH:ubiquinone oxidoreductase subunit H [Bacteroides] 
gi|492371570|ref|WP_005823968.1|	MULTISPECIES: NADH dehydrogenase subunit I [Bacteroides] 
gi|492373805|ref|WP_005823970.1|	MULTISPECIES: NADH dehydrogenase subunit J [Bacteroides] 
gi|492373809|ref|WP_005823972.1|	MULTISPECIES: NADH-quinone oxidoreductase subunit K [Bacteroides] 
gi|492373813|ref|WP_005823974.1|	NADH dehydrogenase subunit L [Bacteroides uniformis] 
gi|492373816|ref|WP_005823976.1|	MULTISPECIES: NADH dehydrogenase subunit M [Bacteroides] 
gi|492373820|ref|WP_005823978.1|	MULTISPECIES: NADH-quinone oxidoreductase subunit N [Bacteroides] 
gi|492373824|ref|WP_005823980.1|	MULTISPECIES: diguanylate cyclase [Bacteroides] 
gi|492373827|ref|WP_005823982.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492373830|ref|WP_005823984.1|	TonB-denpendent receptor [Bacteroides uniformis] 
gi|492373833|ref|WP_005823986.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492373836|ref|WP_005823988.1|	hypothetical protein [Bacteroides uniformis] 
gi|492373840|ref|WP_005823990.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492373845|ref|WP_005823993.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|492373849|ref|WP_005823995.1|	hypothetical protein [Bacteroides uniformis] 
gi|492373852|ref|WP_005823997.1|	MULTISPECIES: ABC transporter ATP-binding protein [Bacteroides] 
gi|492373855|ref|WP_005823999.1|	MULTISPECIES: ABC transporter ATP-binding protein [Bacteroides] 
gi|492373857|ref|WP_005824000.1|	hypothetical protein [Bacteroides uniformis] 
gi|492373860|ref|WP_005824002.1|	hypothetical protein [Bacteroides uniformis] 
gi|492373864|ref|WP_005824004.1|	membrane protein [Bacteroides uniformis] 
gi|492373867|ref|WP_005824006.1|	MULTISPECIES: cyclic nucleotide-binding protein [Bacteroides] 
gi|492373870|ref|WP_005824008.1|	MULTISPECIES: protein kinase [Bacteroides] 
gi|492373873|ref|WP_005824010.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492373876|ref|WP_005824012.1|	hypothetical protein [Bacteroides uniformis] 
gi|492373881|ref|WP_005824014.1|	hypothetical protein [Bacteroides uniformis] 
gi|492373884|ref|WP_005824016.1|	hypothetical protein [Bacteroides uniformis] 
gi|492373887|ref|WP_005824018.1|	aminoacyl-histidine dipeptidase [Bacteroides uniformis] 
gi|492373893|ref|WP_005824021.1|	MULTISPECIES: dolichol-P-glucose synthetase [Bacteroides] 
gi|492373897|ref|WP_005824023.1|	hypothetical protein [Bacteroides uniformis] 
gi|492373901|ref|WP_005824025.1|	MULTISPECIES: 16S rRNA methyltransferase [Bacteroides] 
gi|492373904|ref|WP_005824027.1|	MULTISPECIES: magnesium transporter [Bacteroides] 
gi|492373906|ref|WP_005824028.1|	hypothetical protein [Bacteroides uniformis] 
gi|492373909|ref|WP_005824030.1|	MULTISPECIES: 5-aminoimidazole-4-carboxamide ribonucleotide transformylase [Bacteroides] 
gi|492373913|ref|WP_005824033.1|	hypothetical protein [Bacteroides uniformis] 
gi|492373916|ref|WP_005824035.1|	hypothetical protein [Bacteroides uniformis] 
gi|492373918|ref|WP_005824036.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492373920|ref|WP_005824037.1|	MULTISPECIES: cell division protein FtsH [Bacteroides] 
gi|492373923|ref|WP_005824038.1|	MULTISPECIES: phosphatidate cytidylyltransferase [Bacteroides] 
gi|492373925|ref|WP_005824039.1|	hypothetical protein [Bacteroides uniformis] 
gi|492373929|ref|WP_005824041.1|	hypothetical protein [Bacteroides uniformis] 
gi|492373934|ref|WP_005824044.1|	MULTISPECIES: lipid-A-disaccharide synthase [Bacteroides] 
gi|492373938|ref|WP_005824046.1|	MULTISPECIES: stationary phase survival protein SurE [Bacteroides] 
gi|492373941|ref|WP_005824048.1|	hypothetical protein [Bacteroides uniformis] 
gi|492373943|ref|WP_005824049.1|	hypothetical protein [Bacteroides uniformis] 
gi|492373946|ref|WP_005824051.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|492373948|ref|WP_005824052.1|	chromosome partitioning protein ParA [Bacteroides uniformis] 
gi|492373952|ref|WP_005824054.1|	MULTISPECIES: chromosome partitioning protein ParB [Bacteroides] 
gi|492373955|ref|WP_005824056.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492373958|ref|WP_005824058.1|	MULTISPECIES: lytic transglycosylase [Bacteroides] 
gi|492373960|ref|WP_005824059.1|	MULTISPECIES: GTP pyrophosphokinase [Bacteroides] 
gi|492373962|ref|WP_005824060.1|	MULTISPECIES: transcriptional regulator [Bacteroides] 
gi|492373964|ref|WP_005824061.1|	MULTISPECIES: peptidase M23 [Bacteroides] 
gi|492373966|ref|WP_005824062.1|	MULTISPECIES: alanyl-tRNA synthetase [Bacteroides] 
gi|492373968|ref|WP_005824063.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492373972|ref|WP_005824065.1|	MULTISPECIES: ATP-dependent endonuclease [Bacteroides] 
gi|492373974|ref|WP_005824066.1|	hypothetical protein [Bacteroides uniformis] 
gi|492373977|ref|WP_005824067.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492373979|ref|WP_005824068.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492373983|ref|WP_005824070.1|	MULTISPECIES: methyltransferase [Bacteroides] 
gi|492373988|ref|WP_005824073.1|	MULTISPECIES: cardiolipin synthetase [Bacteroides] 
gi|492373991|ref|WP_005824075.1|	hypothetical protein [Bacteroides uniformis] 
gi|492373996|ref|WP_005824078.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492373998|ref|WP_005824079.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|492374001|ref|WP_005824081.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492374005|ref|WP_005824084.1|	MULTISPECIES: 3-dehydroquinate synthase [Bacteroides] 
gi|492374008|ref|WP_005824086.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492374011|ref|WP_005824088.1|	DNA-binding protein [Bacteroides uniformis] 
gi|492374014|ref|WP_005824090.1|	hypothetical protein [Bacteroides uniformis] 
gi|492374017|ref|WP_005824092.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492374020|ref|WP_005824094.1|	hypothetical protein [Bacteroides uniformis] 
gi|492374023|ref|WP_005824096.1|	hypothetical protein [Bacteroides uniformis] 
gi|492374026|ref|WP_005824098.1|	hypothetical protein [Bacteroides uniformis] 
