gi|490983150|ref|WP_004844900.1|	hypothetical protein partial [[Ruminococcus] torques] 
gi|490983223|ref|WP_004844973.1|	MULTISPECIES: ABC transporter ATP-binding protein [Blautia] 
gi|490983224|ref|WP_004844974.1|	MULTISPECIES: ABC transporter ATP-binding protein [Lachnospiraceae] 
gi|490983225|ref|WP_004844975.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983226|ref|WP_004844976.1|	MULTISPECIES: hypothetical protein [Blautia] 
gi|490983227|ref|WP_004844977.1|	riboflavin biosynthesis protein RibD [[Ruminococcus] torques] 
gi|490983228|ref|WP_004844978.1|	MULTISPECIES: riboflavin synthase subunit alpha [Clostridiales] 
gi|490983229|ref|WP_004844979.1|	MULTISPECIES: GTP cyclohydrolase [Lachnospiraceae] 
gi|490983230|ref|WP_004844980.1|	MULTISPECIES: 6,7-dimethyl-8-ribityllumazine synthase [Lachnospiraceae] 
gi|490983231|ref|WP_004844981.1|	MULTISPECIES: haloacid dehalogenase [Lachnospiraceae] 
gi|490983232|ref|WP_004844982.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983233|ref|WP_004844983.1|	MULTISPECIES: hypothetical protein [Blautia] 
gi|490983234|ref|WP_004844984.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490983235|ref|WP_004844985.1|	MULTISPECIES: LysR family transcriptional regulator [Lachnospiraceae] 
gi|490983236|ref|WP_004844986.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490983237|ref|WP_004844987.1|	1-deoxy-D-xylulose-5-phosphate synthase [[Ruminococcus] torques] 
gi|490983238|ref|WP_004844988.1|	MULTISPECIES: hypothetical protein [Blautia] 
gi|490983239|ref|WP_004844989.1|	FMN reductase [[Ruminococcus] torques] 
gi|490983240|ref|WP_004844990.1|	transcriptional regulator [[Ruminococcus] torques] 
gi|490983241|ref|WP_004844991.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983242|ref|WP_004844992.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983243|ref|WP_004844993.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983244|ref|WP_004844994.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983245|ref|WP_004844995.1|	MULTISPECIES: (4Fe-4S)-binding protein [Lachnospiraceae] 
gi|490983246|ref|WP_004844996.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983247|ref|WP_004844997.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983248|ref|WP_004844998.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983249|ref|WP_004844999.1|	peptidase S51 [[Ruminococcus] torques] 
gi|490983250|ref|WP_004845000.1|	acetyltransferase [[Ruminococcus] torques] 
gi|490983251|ref|WP_004845001.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983252|ref|WP_004845002.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983253|ref|WP_004845003.1|	tropomyosin [[Ruminococcus] torques] 
gi|490983254|ref|WP_004845004.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983255|ref|WP_004845005.1|	topoisomerase [[Ruminococcus] torques] 
gi|490983256|ref|WP_004845006.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490983257|ref|WP_004845007.1|	MULTISPECIES: transposase [Lachnospiraceae] 
gi|490983258|ref|WP_004845008.1|	protein tyrosine phosphatase [[Ruminococcus] torques] 
gi|490983259|ref|WP_004845009.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490983260|ref|WP_004845010.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983261|ref|WP_004845011.1|	MULTISPECIES: D-Ala-D-Ala carboxypeptidase [Lachnospiraceae] 
gi|490983262|ref|WP_004845012.1|	MULTISPECIES: metallophosphatase [Clostridiales] 
gi|490983263|ref|WP_004845013.1|	MULTISPECIES: chromosome segregation and condensation protein ScpA [Clostridiales] 
gi|490983264|ref|WP_004845014.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983265|ref|WP_004845015.1|	peptidase S11 [[Ruminococcus] torques] 
gi|490983266|ref|WP_004845016.1|	MULTISPECIES: 2-isopropylmalate synthase [Clostridiales] 
gi|490983267|ref|WP_004845017.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983268|ref|WP_004845018.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983269|ref|WP_004845019.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983270|ref|WP_004845020.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983271|ref|WP_004845021.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983272|ref|WP_004845022.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983273|ref|WP_004845023.1|	MULTISPECIES: carboxyl transferase [Clostridiales] 
gi|490983274|ref|WP_004845024.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983276|ref|WP_004845026.1|	MULTISPECIES: biotin attachment protein [Clostridiales] 
gi|490983277|ref|WP_004845027.1|	MULTISPECIES: glutaconyl-CoA decarboxylase subunit beta [Clostridiales] 
gi|490983278|ref|WP_004845028.1|	MULTISPECIES: oxaloacetate decarboxylase [Clostridiales] 
gi|490983279|ref|WP_004845029.1|	MULTISPECIES: peptidase M24 [Lachnospiraceae] 
gi|490983280|ref|WP_004845030.1|	MULTISPECIES: N-acetylmannosamine kinase [Clostridiales] 
gi|490983281|ref|WP_004845031.1|	FAD-dependent oxidoreductase [[Ruminococcus] torques] 
gi|490983282|ref|WP_004845032.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983284|ref|WP_004845034.1|	MULTISPECIES: cytidylate kinase [Clostridiales] 
gi|490983286|ref|WP_004845036.1|	4-hydroxy-3-methylbut-2-enyl diphosphate reductase [[Ruminococcus] torques] 
gi|490983289|ref|WP_004845039.1|	MULTISPECIES: 30S ribosomal protein S1 [Clostridiales] 
gi|490983291|ref|WP_004845041.1|	MULTISPECIES: electron transporter RnfC [Clostridiales] 
gi|490983293|ref|WP_004845043.1|	NADH:ubiquinone oxidoreductase [[Ruminococcus] torques] 
gi|490983295|ref|WP_004845045.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983296|ref|WP_004845046.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490983298|ref|WP_004845048.1|	MULTISPECIES: electron transport complex RsxE subunit [Clostridiales] 
gi|490983300|ref|WP_004845050.1|	MULTISPECIES: ferredoxin [Clostridiales] 
gi|490983301|ref|WP_004845051.1|	MULTISPECIES: membrane protein [Clostridiales] 
gi|490983303|ref|WP_004845053.1|	heptaprenyl diphosphate synthase [[Ruminococcus] torques] 
gi|490983304|ref|WP_004845054.1|	MULTISPECIES: Holliday junction DNA helicase RuvA [Clostridiales] 
gi|490983306|ref|WP_004845056.1|	MULTISPECIES: Holliday junction DNA helicase RuvB [Clostridiales] 
gi|490983308|ref|WP_004845058.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983310|ref|WP_004845059.1|	MULTISPECIES: peptidase U32 [Clostridiales] 
gi|490983311|ref|WP_004845060.1|	MULTISPECIES: cell division protein FtsW [Lachnospiraceae] 
gi|490983312|ref|WP_004845061.1|	peptidoglycan glycosyltransferase [[Ruminococcus] torques] 
gi|490983313|ref|WP_004845062.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983314|ref|WP_004845063.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983315|ref|WP_004845064.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983316|ref|WP_004845065.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983317|ref|WP_004845066.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983318|ref|WP_004845067.1|	50S ribosomal protein L28 [[Ruminococcus] torques] 
gi|490983319|ref|WP_004845068.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983320|ref|WP_004845069.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983321|ref|WP_004845070.1|	MULTISPECIES: ATP-dependent DNA helicase RecG [Clostridiales] 
gi|490983322|ref|WP_004845071.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983323|ref|WP_004845072.1|	spore protein [[Ruminococcus] torques] 
gi|490983324|ref|WP_004845073.1|	MULTISPECIES: methyltransferase [Clostridiales] 
gi|490983325|ref|WP_004845074.1|	MULTISPECIES: phosphopantetheine adenylyltransferase [Clostridiales] 
gi|490983326|ref|WP_004845075.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983327|ref|WP_004845076.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983328|ref|WP_004845077.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983329|ref|WP_004845078.1|	MULTISPECIES: transposase [Clostridiales] 
gi|490983330|ref|WP_004845079.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983331|ref|WP_004845080.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983332|ref|WP_004845081.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983333|ref|WP_004845082.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983334|ref|WP_004845083.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983335|ref|WP_004845084.1|	MULTISPECIES: SAM-dependent methyltransferase [Clostridiales] 
gi|490983336|ref|WP_004845085.1|	MULTISPECIES: RNA pseudouridine synthase [Clostridiales] 
gi|490983337|ref|WP_004845086.1|	MULTISPECIES: HAD family hydrolase [Clostridiales] 
gi|490983338|ref|WP_004845087.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983339|ref|WP_004845088.1|	MULTISPECIES: short-chain dehydrogenase [Lachnospiraceae] 
gi|490983340|ref|WP_004845089.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983341|ref|WP_004845090.1|	MULTISPECIES: pseudouridine synthase [Clostridiales] 
gi|490983342|ref|WP_004845091.1|	MULTISPECIES: endonuclease [Clostridiales] 
gi|490983343|ref|WP_004845092.1|	MULTISPECIES: histidyl-tRNA synthetase [Clostridiales] 
gi|490983344|ref|WP_004845093.1|	MULTISPECIES: ATP phosphoribosyltransferase [Clostridiales] 
gi|490983345|ref|WP_004845094.1|	MULTISPECIES: histidinol dehydrogenase [Clostridiales] 
gi|490983346|ref|WP_004845095.1|	MULTISPECIES: imidazoleglycerol-phosphate dehydratase [Clostridiales] 
gi|490983347|ref|WP_004845096.1|	MULTISPECIES: imidazole glycerol phosphate synthase [Lachnospiraceae] 
gi|490983348|ref|WP_004845097.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983349|ref|WP_004845098.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983350|ref|WP_004845099.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983351|ref|WP_004845100.1|	MULTISPECIES: Fe-S oxidoreductase [Clostridiales] 
gi|490983352|ref|WP_004845101.1|	MULTISPECIES: Fe-S oxidoreductase [Clostridiales] 
gi|490983353|ref|WP_004845102.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983354|ref|WP_004845103.1|	aspartate kinase [[Ruminococcus] torques] 
gi|490983355|ref|WP_004845104.1|	MULTISPECIES: membrane protein [Clostridiales] 
gi|490983356|ref|WP_004845105.1|	MULTISPECIES: 50S ribosomal protein L21 [Clostridiales] 
gi|490983357|ref|WP_004845106.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983358|ref|WP_004845107.1|	MULTISPECIES: 50S ribosomal protein L27 [Clostridiales] 
gi|490983359|ref|WP_004845108.1|	GTPase [[Ruminococcus] torques] 
gi|490983360|ref|WP_004845109.1|	RNA-binding protein [[Ruminococcus] torques] 
gi|490983361|ref|WP_004845110.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983362|ref|WP_004845111.1|	MULTISPECIES: phosphodiesterase [Clostridiales] 
gi|490983363|ref|WP_004845112.1|	ribosome-associated protein IOJAP [[Ruminococcus] torques] 
gi|490983364|ref|WP_004845113.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983365|ref|WP_004845114.1|	MULTISPECIES: DNA-binding protein [Clostridiales] 
gi|490983366|ref|WP_004845115.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983367|ref|WP_004845116.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983368|ref|WP_004845117.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983369|ref|WP_004845118.1|	MULTISPECIES: rod shape-determining protein MreC [Lachnospiraceae] 
gi|490983370|ref|WP_004845119.1|	MULTISPECIES: rod shape-determining protein MreD [Clostridiales] 
gi|490983371|ref|WP_004845120.1|	penicillin-binding protein [[Ruminococcus] torques] 
gi|490983372|ref|WP_004845121.1|	MULTISPECIES: septum formation inhibitor [Clostridiales] 
gi|490983373|ref|WP_004845122.1|	MULTISPECIES: septum site-determining protein MinD [Clostridiales] 
gi|490983374|ref|WP_004845123.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983375|ref|WP_004845124.1|	rod shape-determining protein RodA [[Ruminococcus] torques] 
gi|490983376|ref|WP_004845125.1|	methylglyoxal synthase [[Ruminococcus] torques] 
gi|490983377|ref|WP_004845126.1|	MULTISPECIES: D-Ala-D-Ala carboxypeptidase [Clostridiales] 
gi|490983378|ref|WP_004845127.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983379|ref|WP_004845128.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983380|ref|WP_004845129.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983381|ref|WP_004845130.1|	MULTISPECIES: cell division protein SepF [Clostridiales] 
gi|490983382|ref|WP_004845131.1|	MULTISPECIES: RNA-binding protein [Clostridiales] 
gi|490983383|ref|WP_004845132.1|	MULTISPECIES: peptidase A8 [Clostridiales] 
gi|490983384|ref|WP_004845133.1|	MULTISPECIES: RNA pseudouridine synthase [Clostridiales] 
gi|490983385|ref|WP_004845134.1|	MULTISPECIES: cytidylate kinase [Clostridiales] 
gi|490983386|ref|WP_004845135.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983387|ref|WP_004845136.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983388|ref|WP_004845137.1|	ATPase [[Ruminococcus] torques] 
gi|490983389|ref|WP_004845138.1|	MULTISPECIES: membrane protein [Clostridiales] 
gi|490983390|ref|WP_004845139.1|	MULTISPECIES: integrase [Clostridiales] 
gi|490983391|ref|WP_004845140.1|	MULTISPECIES: peptidoglycan-binding protein [Clostridiales] 
gi|490983392|ref|WP_004845141.1|	MULTISPECIES: ArsR family transcriptional regulator [Clostridiales] 
gi|490983393|ref|WP_004845142.1|	MULTISPECIES: pyridine nucleotide-disulfide oxidoreductase [Clostridiales] 
gi|490983394|ref|WP_004845143.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983395|ref|WP_004845144.1|	tRNA delta(2)-isopentenylpyrophosphate transferase [[Ruminococcus] torques] 
gi|490983396|ref|WP_004845145.1|	DNA mismatch repair protein MutL [[Ruminococcus] torques] 
gi|490983397|ref|WP_004845146.1|	MULTISPECIES: DNA mismatch repair protein MutS [Lachnospiraceae] 
gi|490983398|ref|WP_004845147.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983399|ref|WP_004845148.1|	MULTISPECIES: polyribonucleotide nucleotidyltransferase [Clostridiales] 
gi|490983400|ref|WP_004845149.1|	MULTISPECIES: 30S ribosomal protein S15 [Clostridiales] 
gi|490983401|ref|WP_004845150.1|	MULTISPECIES: FAD synthetase [Clostridiales] 
gi|490983402|ref|WP_004845151.1|	MULTISPECIES: tRNA pseudouridine synthase B [Clostridiales] 
gi|490983403|ref|WP_004845152.1|	MULTISPECIES: exopolyphosphatase [Lachnospiraceae] 
gi|490983404|ref|WP_004845153.1|	MULTISPECIES: ribosome-binding factor A [Clostridiales] 
gi|490983405|ref|WP_004845154.1|	MULTISPECIES: translation initiation factor IF-2 [Clostridiales] 
gi|490983406|ref|WP_004845155.1|	50S ribosomal protein L7ae [[Ruminococcus] torques] 
gi|490983407|ref|WP_004845156.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983408|ref|WP_004845157.1|	transcription elongation factor NusA [[Ruminococcus] torques] 
gi|490983409|ref|WP_004845158.1|	MULTISPECIES: ribosome maturation factor RimP [Clostridiales] 
gi|490983410|ref|WP_004845159.1|	MULTISPECIES: DNA topoisomerase [Clostridiales] 
gi|490983411|ref|WP_004845160.1|	MULTISPECIES: DNA topoisomerase [Clostridiales] 
gi|490983412|ref|WP_004845161.1|	stage II sporulation protein P [[Ruminococcus] torques] 
gi|490983413|ref|WP_004845162.1|	MULTISPECIES: peptidase [Clostridiales] 
gi|490983414|ref|WP_004845163.1|	MULTISPECIES: 30S ribosomal protein S20 [Lachnospiraceae] 
gi|490983415|ref|WP_004845164.1|	MULTISPECIES: ketol-acid reductoisomerase [Clostridiales] 
gi|490983416|ref|WP_004845165.1|	MULTISPECIES: acetolactate synthase [Clostridiales] 
gi|490983417|ref|WP_004845166.1|	multidrug ABC transporter ATP-binding protein [[Ruminococcus] torques] 
gi|490983418|ref|WP_004845167.1|	lysylphosphatidylglycerol synthetase [[Ruminococcus] torques] 
gi|490983419|ref|WP_004845168.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983420|ref|WP_004845169.1|	MULTISPECIES: glycosyl transferase [Lachnospiraceae] 
gi|490983421|ref|WP_004845170.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983422|ref|WP_004845171.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490983423|ref|WP_004845172.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983424|ref|WP_004845173.1|	MULTISPECIES: PTS ascorbate transporter subunit IIC [Clostridiales] 
gi|490983425|ref|WP_004845174.1|	MULTISPECIES: membrane protein [Lachnospiraceae] 
gi|490983426|ref|WP_004845175.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983427|ref|WP_004845176.1|	MULTISPECIES: glycogen synthase [Lachnospiraceae] 
gi|490983428|ref|WP_004845177.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490983429|ref|WP_004845178.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983430|ref|WP_004845179.1|	hypothetical protein partial [[Ruminococcus] torques] 
gi|490983436|ref|WP_004845184.1|	transcriptional regulator [[Ruminococcus] torques] 
gi|490983171|ref|WP_004844921.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983437|ref|WP_004845185.1|	MULTISPECIES: preprotein translocase subunit SecG [Clostridiales] 
gi|490983438|ref|WP_004845186.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983439|ref|WP_004845187.1|	MULTISPECIES: ribonuclease R [Clostridiales] 
gi|490983440|ref|WP_004845188.1|	single-stranded DNA-binding protein [[Ruminococcus] torques] 
gi|490983441|ref|WP_004845189.1|	MULTISPECIES: zinc ribbon NADH pyrophosphatase [Clostridiales] 
gi|490983442|ref|WP_004845190.1|	MULTISPECIES: hemerythrin [Clostridiales] 
gi|490983443|ref|WP_004845191.1|	translation elongation factor G [[Ruminococcus] torques] 
gi|490983444|ref|WP_004845192.1|	MULTISPECIES: riboflavin transporter [Clostridiales] 
gi|490983445|ref|WP_004845193.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983446|ref|WP_004845194.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983447|ref|WP_004845195.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983448|ref|WP_004845196.1|	MULTISPECIES: orotidine 5'-phosphate decarboxylase [Clostridiales] 
gi|490983449|ref|WP_004845197.1|	dihydroorotate dehydrogenase [[Ruminococcus] torques] 
gi|490983450|ref|WP_004845198.1|	MULTISPECIES: diguanylate cyclase [Clostridiales] 
gi|490983451|ref|WP_004845199.1|	MULTISPECIES: hemolysin expression modulating protein [Clostridiales] 
gi|490983452|ref|WP_004845200.1|	MULTISPECIES: ArsR family transcriptional regulator [Lachnospiraceae] 
gi|490983453|ref|WP_004845201.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983454|ref|WP_004845202.1|	hypothetical protein [[Ruminococcus] torques] 
gi|490983455|ref|WP_004845203.1|	aminotransferase [[Ruminococcus] torques] 
gi|490983456|ref|WP_004845204.1|	hypothetical protein [[Ruminococcus] torques] 
