gi|491485531|ref|WP_005343272.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485682|ref|WP_005343423.1|	MULTISPECIES: electron transfer flavoprotein subunit beta [Eubacterium] 
gi|491485684|ref|WP_005343425.1|	electron transfer flavoprotein subunit alpha [[Eubacterium] hallii] 
gi|491485691|ref|WP_005343432.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485693|ref|WP_005343434.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485695|ref|WP_005343436.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485697|ref|WP_005343438.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485698|ref|WP_005343439.1|	choloylglycine hydrolase [[Eubacterium] hallii] 
gi|491485699|ref|WP_005343440.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485701|ref|WP_005343442.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485703|ref|WP_005343444.1|	carbon monoxide dehydrogenase [[Eubacterium] hallii] 
gi|491485705|ref|WP_005343446.1|	hydrogenase [[Eubacterium] hallii] 
gi|491485707|ref|WP_005343448.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485709|ref|WP_005343450.1|	pyruvate formate-lyase [[Eubacterium] hallii] 
gi|491485713|ref|WP_005343454.1|	radical SAM protein [[Eubacterium] hallii] 
gi|491485714|ref|WP_005343455.1|	MULTISPECIES: S-adenosylmethionine synthetase [Eubacterium] 
gi|491485715|ref|WP_005343456.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485716|ref|WP_005343457.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485717|ref|WP_005343458.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485718|ref|WP_005343459.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485719|ref|WP_005343460.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485721|ref|WP_005343462.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485720|ref|WP_005343461.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485722|ref|WP_005343463.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485723|ref|WP_005343464.1|	MULTISPECIES: glutamine amidotransferase [Eubacterium] 
gi|491485724|ref|WP_005343465.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485725|ref|WP_005343466.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485726|ref|WP_005343467.1|	peptidase S8 [[Eubacterium] hallii] 
gi|491485728|ref|WP_005343469.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485729|ref|WP_005343470.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485736|ref|WP_005343477.1|	MULTISPECIES: Cro/Cl family transcriptional regulator [Eubacterium] 
gi|491485738|ref|WP_005343479.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485740|ref|WP_005343481.1|	MarR family transcriptional regulator [[Eubacterium] hallii] 
gi|491485742|ref|WP_005343483.1|	sodium-dependent tryptophan transporter [[Eubacterium] hallii] 
gi|491485744|ref|WP_005343485.1|	PTS galactitol transporter subunit IIC [[Eubacterium] hallii] 
gi|491485746|ref|WP_005343487.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485748|ref|WP_005343489.1|	hypothetical protein partial [[Eubacterium] hallii] 
gi|491485755|ref|WP_005343496.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485757|ref|WP_005343498.1|	MULTISPECIES: 7-cyano-7-deazaguanine synthase [Eubacterium] 
gi|491485758|ref|WP_005343499.1|	GTP cyclohydrolase [[Eubacterium] hallii] 
gi|491485760|ref|WP_005343501.1|	radical SAM protein [[Eubacterium] hallii] 
gi|491485762|ref|WP_005343503.1|	6-pyruvoyl-tetrahydropterin synthase [[Eubacterium] hallii] 
gi|491485764|ref|WP_005343505.1|	glycosyl transferase family 2 [[Eubacterium] hallii] 
gi|491485765|ref|WP_005343506.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485767|ref|WP_005343508.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485769|ref|WP_005343510.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485771|ref|WP_005343512.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485772|ref|WP_005343513.1|	MULTISPECIES: phenylalanyl-tRNA synthase subunit alpha [Eubacterium] 
gi|491485774|ref|WP_005343515.1|	MULTISPECIES: phenylalanyl-tRNA synthetase subunit beta [Eubacterium] 
gi|491485775|ref|WP_005343516.1|	S-adenosylmethionine tRNA ribosyltransferase [[Eubacterium] hallii] 
gi|491485784|ref|WP_005343525.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485785|ref|WP_005343526.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485786|ref|WP_005343527.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485788|ref|WP_005343529.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485789|ref|WP_005343530.1|	metallophosphoesterase [[Eubacterium] hallii] 
gi|491485791|ref|WP_005343532.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485792|ref|WP_005343533.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485794|ref|WP_005343535.1|	Crp/Fnr family transcriptional regulator [[Eubacterium] hallii] 
gi|491485795|ref|WP_005343536.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485797|ref|WP_005343538.1|	glycerol transporter [[Eubacterium] hallii] 
gi|491485801|ref|WP_005343542.1|	phosphate acyltransferase [[Eubacterium] hallii] 
gi|491485802|ref|WP_005343543.1|	MULTISPECIES: ribonuclease III [Eubacterium] 
gi|491485804|ref|WP_005343545.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485806|ref|WP_005343547.1|	MULTISPECIES: cell division protein FtsY [Eubacterium] 
gi|491485807|ref|WP_005343548.1|	threonine dehydratase [[Eubacterium] hallii] 
gi|491485809|ref|WP_005343550.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485811|ref|WP_005343552.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485812|ref|WP_005343553.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485815|ref|WP_005343556.1|	stage III sporulation protein AC [[Eubacterium] hallii] 
gi|491485817|ref|WP_005343558.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485818|ref|WP_005343559.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485819|ref|WP_005343560.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485820|ref|WP_005343561.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485821|ref|WP_005343562.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485823|ref|WP_005343564.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485824|ref|WP_005343565.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485826|ref|WP_005343567.1|	transcription antitermination protein NusB [[Eubacterium] hallii] 
gi|491485828|ref|WP_005343569.1|	exodeoxyribonuclease VII [[Eubacterium] hallii] 
gi|491485830|ref|WP_005343571.1|	MULTISPECIES: exonuclease VII small subunit [Eubacterium] 
gi|491485832|ref|WP_005343573.1|	farnesyl-diphosphate synthase [[Eubacterium] hallii] 
gi|491485834|ref|WP_005343575.1|	1-deoxy-D-xylulose-5-phosphate synthase [[Eubacterium] hallii] 
gi|491485836|ref|WP_005343577.1|	RNA methyltransferase [[Eubacterium] hallii] 
gi|491485838|ref|WP_005343579.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485840|ref|WP_005343581.1|	arginine repressor ArgR [[Eubacterium] hallii] 
gi|491485842|ref|WP_005343583.1|	DNA repair protein RecN [[Eubacterium] hallii] 
gi|491485844|ref|WP_005343585.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485846|ref|WP_005343587.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485848|ref|WP_005343589.1|	DNA-binding protein [[Eubacterium] hallii] 
gi|491485850|ref|WP_005343591.1|	multidrug ABC transporter ATP-binding protein [[Eubacterium] hallii] 
gi|491485851|ref|WP_005343592.1|	sugar ABC transporter ATP-binding protein [[Eubacterium] hallii] 
gi|491485853|ref|WP_005343594.1|	beta-lactamase [[Eubacterium] hallii] 
gi|491485856|ref|WP_005343597.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485857|ref|WP_005343598.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485859|ref|WP_005343600.1|	MULTISPECIES: Holliday junction DNA helicase RuvB [Eubacterium] 
gi|491485861|ref|WP_005343602.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485863|ref|WP_005343604.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485865|ref|WP_005343606.1|	cell division protein FtsW [[Eubacterium] hallii] 
gi|491485867|ref|WP_005343608.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485870|ref|WP_005343611.1|	MULTISPECIES: hydrolase [Eubacterium] 
gi|491485872|ref|WP_005343613.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485874|ref|WP_005343615.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485875|ref|WP_005343616.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485877|ref|WP_005343618.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485878|ref|WP_005343619.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485880|ref|WP_005343621.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485882|ref|WP_005343623.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485884|ref|WP_005343625.1|	ammonia permease [[Eubacterium] hallii] 
gi|491485886|ref|WP_005343627.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485888|ref|WP_005343629.1|	multidrug transporter MatE [[Eubacterium] hallii] 
gi|491485889|ref|WP_005343630.1|	molybdenum cofactor biosynthesis protein MoeA [[Eubacterium] hallii] 
gi|491485891|ref|WP_005343632.1|	TetR family transcriptional regulator [[Eubacterium] hallii] 
gi|491485893|ref|WP_005343634.1|	molybdenum cofactor biosynthesis protein [[Eubacterium] hallii] 
gi|491485895|ref|WP_005343636.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485897|ref|WP_005343638.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485899|ref|WP_005343640.1|	MULTISPECIES: LuxR family transcriptional regulator [Eubacterium] 
gi|491485900|ref|WP_005343641.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485902|ref|WP_005343643.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485904|ref|WP_005343645.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485906|ref|WP_005343647.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485907|ref|WP_005343648.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485909|ref|WP_005343650.1|	glycerol kinase [[Eubacterium] hallii] 
gi|491485910|ref|WP_005343651.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485912|ref|WP_005343653.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485914|ref|WP_005343655.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485916|ref|WP_005343657.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485918|ref|WP_005343659.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485920|ref|WP_005343661.1|	Fe-S oxidoreductase [[Eubacterium] hallii] 
gi|491485921|ref|WP_005343662.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485924|ref|WP_005343665.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485926|ref|WP_005343667.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485928|ref|WP_005343669.1|	MULTISPECIES: 50S ribosomal protein L21 [Eubacterium] 
gi|491485930|ref|WP_005343671.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485933|ref|WP_005343674.1|	MULTISPECIES: 50S ribosomal protein L27 [Eubacterium] 
gi|491485934|ref|WP_005343675.1|	MULTISPECIES: GTPase [Eubacterium] 
gi|491485936|ref|WP_005343677.1|	MULTISPECIES: RNA-binding protein [Eubacterium] 
gi|491485937|ref|WP_005343678.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485939|ref|WP_005343680.1|	MULTISPECIES: phosphodiesterase [Eubacterium] 
gi|491485942|ref|WP_005343683.1|	MULTISPECIES: ribosome-associated protein IOJAP [Eubacterium] 
gi|491485950|ref|WP_005343691.1|	AbrB family transcriptional regulator [[Eubacterium] hallii] 
gi|491485952|ref|WP_005343693.1|	glucose-1-phosphate thymidylyltransferase [[Eubacterium] hallii] 
gi|491485955|ref|WP_005343696.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485957|ref|WP_005343698.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485958|ref|WP_005343699.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485960|ref|WP_005343701.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485961|ref|WP_005343702.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485963|ref|WP_005343704.1|	MULTISPECIES: citrate synthase [Eubacterium] 
gi|491485964|ref|WP_005343705.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491485968|ref|WP_005343709.1|	deoxyribose-phosphate aldolase [[Eubacterium] hallii] 
gi|491485969|ref|WP_005343710.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485971|ref|WP_005343712.1|	HAD family hydrolase [[Eubacterium] hallii] 
gi|491485972|ref|WP_005343713.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485973|ref|WP_005343714.1|	MULTISPECIES: dihydroxyacetone kinase [Eubacterium] 
gi|491485976|ref|WP_005343717.1|	hypothetical protein partial [[Eubacterium] hallii] 
gi|491485981|ref|WP_005343722.1|	hypothetical protein partial [[Eubacterium] hallii] 
gi|491485983|ref|WP_005343724.1|	MULTISPECIES: cysteinyl-tRNA synthetase [Eubacterium] 
gi|491485985|ref|WP_005343726.1|	MULTISPECIES: ribonuclease III [Eubacterium] 
gi|491485987|ref|WP_005343728.1|	RNA methyltransferase [[Eubacterium] hallii] 
gi|491485988|ref|WP_005343729.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485990|ref|WP_005343731.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485993|ref|WP_005343734.1|	restriction endonuclease subunit M [[Eubacterium] hallii] 
gi|491485995|ref|WP_005343736.1|	type I restriction endonuclease subunit S [[Eubacterium] hallii] 
gi|491485996|ref|WP_005343737.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491485998|ref|WP_005343739.1|	restriction endonuclease subunit R [[Eubacterium] hallii] 
gi|491485999|ref|WP_005343740.1|	MULTISPECIES: integrase [Eubacterium] 
gi|491486004|ref|WP_005343745.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486002|ref|WP_005343743.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486007|ref|WP_005343748.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486010|ref|WP_005343751.1|	shikimate kinase [[Eubacterium] hallii] 
gi|491486012|ref|WP_005343753.1|	sorbitol-6-phosphate 2-dehydrogenase [[Eubacterium] hallii] 
gi|491486013|ref|WP_005343754.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486016|ref|WP_005343757.1|	PTS sorbitol transporter subunit IIC [[Eubacterium] hallii] 
gi|491486018|ref|WP_005343759.1|	MULTISPECIES: PTS sorbitol transporter subunit IIB [Eubacterium] 
gi|491486019|ref|WP_005343760.1|	PTS sorbitol transporter subunit IIA [[Eubacterium] hallii] 
gi|491486021|ref|WP_005343762.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486023|ref|WP_005343764.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486025|ref|WP_005343766.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486027|ref|WP_005343768.1|	glutaminyl-tRNA synthetase [[Eubacterium] hallii] 
gi|491486030|ref|WP_005343771.1|	ferredoxin-NADP(+) reductase subunit alpha [[Eubacterium] hallii] 
gi|491486031|ref|WP_005343772.1|	dihydropyrimidine dehydrogenase subunit A [[Eubacterium] hallii] 
gi|491486032|ref|WP_005343773.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486033|ref|WP_005343774.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486036|ref|WP_005343777.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491486048|ref|WP_005343789.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486050|ref|WP_005343791.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486051|ref|WP_005343792.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486053|ref|WP_005343794.1|	MULTISPECIES: amino acid carrier protein [Eubacterium] 
gi|491486055|ref|WP_005343796.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491486056|ref|WP_005343797.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486058|ref|WP_005343799.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491486060|ref|WP_005343801.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486062|ref|WP_005343803.1|	glutamate synthase [[Eubacterium] hallii] 
gi|491486064|ref|WP_005343805.1|	glutamate synthase subunit beta [[Eubacterium] hallii] 
gi|491486065|ref|WP_005343806.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486067|ref|WP_005343808.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486069|ref|WP_005343810.1|	SAM-dependent methyltransferase [[Eubacterium] hallii] 
gi|491486071|ref|WP_005343812.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486073|ref|WP_005343814.1|	septum formation inhibitor Maf [[Eubacterium] hallii] 
gi|491486089|ref|WP_005343830.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486096|ref|WP_005343837.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486098|ref|WP_005343839.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491486107|ref|WP_005343848.1|	MULTISPECIES: DNA polymerase IV [Eubacterium] 
gi|491486114|ref|WP_005343855.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486116|ref|WP_005343857.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486117|ref|WP_005343858.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486119|ref|WP_005343860.1|	DeoR family transcriptional regulator [[Eubacterium] hallii] 
gi|491486121|ref|WP_005343862.1|	pyruvate formate lyase-activating protein [[Eubacterium] hallii] 
gi|491486123|ref|WP_005343864.1|	pyruvate formate-lyase [[Eubacterium] hallii] 
gi|491486125|ref|WP_005343866.1|	MULTISPECIES: transaldolase [Eubacterium] 
gi|491486132|ref|WP_005343873.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486134|ref|WP_005343875.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486135|ref|WP_005343876.1|	MULTISPECIES: Rrf2 family transcriptional regulator [Eubacterium] 
gi|491486137|ref|WP_005343878.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486139|ref|WP_005343880.1|	MULTISPECIES: cysteine desulfurase [Eubacterium] 
gi|491486140|ref|WP_005343881.1|	MULTISPECIES: FeS cluster assembly scaffold IscU [Eubacterium] 
gi|491486143|ref|WP_005343884.1|	MULTISPECIES: hypothetical protein [Eubacterium] 
gi|491486144|ref|WP_005343885.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486145|ref|WP_005343886.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486146|ref|WP_005343887.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486147|ref|WP_005343888.1|	MULTISPECIES: NAD-dependent deacetylase [Eubacterium] 
gi|491486148|ref|WP_005343889.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486149|ref|WP_005343890.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486150|ref|WP_005343891.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486153|ref|WP_005343894.1|	inorganic pyrophosphatase [[Eubacterium] hallii] 
gi|491486155|ref|WP_005343896.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486157|ref|WP_005343898.1|	MULTISPECIES: preprotein translocase SecA [Eubacterium] 
gi|491486159|ref|WP_005343900.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486168|ref|WP_005343909.1|	hypothetical protein partial [[Eubacterium] hallii] 
gi|491486174|ref|WP_005343915.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486176|ref|WP_005343917.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486178|ref|WP_005343919.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486180|ref|WP_005343921.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486181|ref|WP_005343922.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486184|ref|WP_005343925.1|	hypothetical protein [[Eubacterium] hallii] 
gi|491486185|ref|WP_005343926.1|	single-stranded DNA-binding protein [[Eubacterium] hallii] 
gi|491486191|ref|WP_005343932.1|	hypothetical protein [[Eubacterium] hallii] 
