gi|491563919|ref|WP_005421505.1|	hypothetical protein partial [[Ruminococcus] obeum] 
gi|491564017|ref|WP_005421603.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564018|ref|WP_005421604.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491564019|ref|WP_005421605.1|	peroxiredoxin [[Ruminococcus] obeum] 
gi|491564020|ref|WP_005421606.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564021|ref|WP_005421607.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564022|ref|WP_005421608.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564023|ref|WP_005421609.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564024|ref|WP_005421610.1|	rubredoxin [[Ruminococcus] obeum] 
gi|491564025|ref|WP_005421611.1|	MULTISPECIES: short-chain dehydrogenase [Clostridiales] 
gi|491564026|ref|WP_005421612.1|	MULTISPECIES: thiol-disulfide isomerase [Clostridiales] 
gi|491564027|ref|WP_005421613.1|	MULTISPECIES: sulfurtransferase [Clostridiales] 
gi|491564028|ref|WP_005421614.1|	NADH dehydrogenase [[Ruminococcus] obeum] 
gi|491564029|ref|WP_005421615.1|	Crp/Fnr family transcriptional regulator [[Ruminococcus] obeum] 
gi|491564030|ref|WP_005421616.1|	thioredoxin [[Ruminococcus] obeum] 
gi|491564031|ref|WP_005421617.1|	thioredoxin reductase [[Ruminococcus] obeum] 
gi|491564032|ref|WP_005421618.1|	hypothetical protein partial [[Ruminococcus] obeum] 
gi|491564033|ref|WP_005421619.1|	transcriptional regulator [[Ruminococcus] obeum] 
gi|491564034|ref|WP_005421620.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564035|ref|WP_005421621.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564036|ref|WP_005421622.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564037|ref|WP_005421623.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564038|ref|WP_005421624.1|	integrase [[Ruminococcus] obeum] 
gi|491564039|ref|WP_005421625.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564040|ref|WP_005421626.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564041|ref|WP_005421627.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564042|ref|WP_005421628.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564043|ref|WP_005421629.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564044|ref|WP_005421630.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564045|ref|WP_005421631.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564046|ref|WP_005421632.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564047|ref|WP_005421633.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564048|ref|WP_005421634.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564049|ref|WP_005421635.1|	peptidase [[Ruminococcus] obeum] 
gi|491564050|ref|WP_005421636.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564051|ref|WP_005421637.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564052|ref|WP_005421638.1|	conjugal transfer protein TraG [[Ruminococcus] obeum] 
gi|491564053|ref|WP_005421639.1|	conjugative transfer protein [[Ruminococcus] obeum] 
gi|491564054|ref|WP_005421640.1|	membrane protein [[Ruminococcus] obeum] 
gi|491564055|ref|WP_005421641.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564056|ref|WP_005421642.1|	conjugal transfer protein TraE [[Ruminococcus] obeum] 
gi|491564057|ref|WP_005421643.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564058|ref|WP_005421644.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564059|ref|WP_005421645.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564060|ref|WP_005421646.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564061|ref|WP_005421647.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564062|ref|WP_005421648.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564063|ref|WP_005421649.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564064|ref|WP_005421650.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564065|ref|WP_005421651.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564066|ref|WP_005421652.1|	integrase [[Ruminococcus] obeum] 
gi|491564067|ref|WP_005421653.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564068|ref|WP_005421654.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564069|ref|WP_005421655.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564070|ref|WP_005421656.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564071|ref|WP_005421657.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564072|ref|WP_005421658.1|	rlx protein [[Ruminococcus] obeum] 
gi|491564073|ref|WP_005421659.1|	mobilization protein [[Ruminococcus] obeum] 
gi|491564074|ref|WP_005421660.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564075|ref|WP_005421661.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564076|ref|WP_005421662.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564077|ref|WP_005421663.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564079|ref|WP_005421665.1|	ABC transporter [[Ruminococcus] obeum] 
gi|491564080|ref|WP_005421666.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564082|ref|WP_005421668.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564084|ref|WP_005421670.1|	transposase [[Ruminococcus] obeum] 
gi|491564086|ref|WP_005421672.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564088|ref|WP_005421674.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564090|ref|WP_005421676.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564092|ref|WP_005421678.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564093|ref|WP_005421679.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564094|ref|WP_005421680.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564095|ref|WP_005421681.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564096|ref|WP_005421682.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564098|ref|WP_005421684.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564099|ref|WP_005421685.1|	transcriptional regulator [[Ruminococcus] obeum] 
gi|491564101|ref|WP_005421687.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564104|ref|WP_005421690.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564106|ref|WP_005421692.1|	CopG family transcriptional regulator [[Ruminococcus] obeum] 
gi|491564108|ref|WP_005421694.1|	integrase [[Ruminococcus] obeum] 
gi|491564109|ref|WP_005421695.1|	methionyl-tRNA synthetase [[Ruminococcus] obeum] 
gi|491564111|ref|WP_005421697.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564113|ref|WP_005421699.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564116|ref|WP_005421702.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|488658856|ref|WP_002587820.1|	MULTISPECIES: XRE family transcriptional regulator [Clostridiales] 
gi|491564120|ref|WP_005421706.1|	DNA methyltransferase [[Ruminococcus] obeum] 
gi|491564127|ref|WP_005421713.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564129|ref|WP_005421715.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564131|ref|WP_005421717.1|	type I restriction endonuclease [[Ruminococcus] obeum] 
gi|491564133|ref|WP_005421719.1|	restriction endonuclease [[Ruminococcus] obeum] 
gi|491564134|ref|WP_005421720.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564135|ref|WP_005421721.1|	cell filamentation protein [[Ruminococcus] obeum] 
gi|491564136|ref|WP_005421722.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564138|ref|WP_005421724.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564139|ref|WP_005421725.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564141|ref|WP_005421727.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564143|ref|WP_005421729.1|	hisitidine kinase [[Ruminococcus] obeum] 
gi|491564144|ref|WP_005421730.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564146|ref|WP_005421732.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564148|ref|WP_005421734.1|	peptidase T [[Ruminococcus] obeum] 
gi|491564150|ref|WP_005421736.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564151|ref|WP_005421737.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564153|ref|WP_005421739.1|	peptidyl-prolyl cis-trans isomerase [[Ruminococcus] obeum] 
gi|491564154|ref|WP_005421740.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564156|ref|WP_005421742.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564158|ref|WP_005421744.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564160|ref|WP_005421746.1|	DNA-binding protein [[Ruminococcus] obeum] 
gi|491564161|ref|WP_005421747.1|	formate acetyltransferase [[Ruminococcus] obeum] 
gi|491564163|ref|WP_005421749.1|	MULTISPECIES: pyruvate formate lyase-activating protein [Clostridiales] 
gi|491564165|ref|WP_005421751.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564167|ref|WP_005421753.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491564168|ref|WP_005421754.1|	cytosine permease [[Ruminococcus] obeum] 
gi|491564170|ref|WP_005421756.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564171|ref|WP_005421757.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564172|ref|WP_005421758.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564173|ref|WP_005421759.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564175|ref|WP_005421761.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564177|ref|WP_005421763.1|	ABC transporter substrate-binding protein [[Ruminococcus] obeum] 
gi|491564179|ref|WP_005421765.1|	lactose ABC transporter permease [[Ruminococcus] obeum] 
gi|491564180|ref|WP_005421766.1|	lactose ABC transporter permease [[Ruminococcus] obeum] 
gi|491564182|ref|WP_005421768.1|	beta-galactosidase [[Ruminococcus] obeum] 
gi|491564184|ref|WP_005421770.1|	beta-galactosidase [[Ruminococcus] obeum] 
gi|491564186|ref|WP_005421772.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564187|ref|WP_005421773.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564189|ref|WP_005421775.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564191|ref|WP_005421777.1|	exonuclease SbcD [[Ruminococcus] obeum] 
gi|491564193|ref|WP_005421779.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564195|ref|WP_005421781.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564199|ref|WP_005421785.1|	multidrug transporter MatE [[Ruminococcus] obeum] 
gi|491564201|ref|WP_005421787.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564213|ref|WP_005421799.1|	hypothetical protein partial [[Ruminococcus] obeum] 
gi|491564214|ref|WP_005421800.1|	transposase [[Ruminococcus] obeum] 
gi|491564215|ref|WP_005421801.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564216|ref|WP_005421802.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564217|ref|WP_005421803.1|	hypothetical protein partial [[Ruminococcus] obeum] 
gi|491564221|ref|WP_005421807.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564223|ref|WP_005421809.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564225|ref|WP_005421811.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564227|ref|WP_005421813.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564234|ref|WP_005421820.1|	hypothetical protein partial [[Ruminococcus] obeum] 
gi|491564241|ref|WP_005421827.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564243|ref|WP_005421829.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564245|ref|WP_005421831.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564221|ref|WP_005421807.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564227|ref|WP_005421813.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564249|ref|WP_005421835.1|	RNAase [[Ruminococcus] obeum] 
gi|491564251|ref|WP_005421837.1|	hypothetical protein partial [[Ruminococcus] obeum] 
gi|491564253|ref|WP_005421839.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564255|ref|WP_005421841.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564395|ref|WP_005421981.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564396|ref|WP_005421982.1|	arabinose isomerase [[Ruminococcus] obeum] 
gi|491564263|ref|WP_005421849.1|	sugar ABC transporter substrate-binding protein [[Ruminococcus] obeum] 
gi|491564265|ref|WP_005421851.1|	L-rhamnose mutarotase [[Ruminococcus] obeum] 
gi|491564273|ref|WP_005421859.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564275|ref|WP_005421861.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564276|ref|WP_005421862.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564278|ref|WP_005421864.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491564279|ref|WP_005421865.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564282|ref|WP_005421868.1|	1,4-alpha-glucan branching protein [[Ruminococcus] obeum] 
gi|491564284|ref|WP_005421870.1|	MULTISPECIES: transcriptional regulator [Clostridiales] 
gi|491564285|ref|WP_005421871.1|	translation elongation factor G [[Ruminococcus] obeum] 
gi|491564287|ref|WP_005421873.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564292|ref|WP_005421878.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564294|ref|WP_005421880.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564295|ref|WP_005421881.1|	MULTISPECIES: ATPase [Clostridiales] 
gi|491564298|ref|WP_005421884.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564300|ref|WP_005421886.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564302|ref|WP_005421888.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564304|ref|WP_005421890.1|	MULTISPECIES: cysteine desulfurase [Clostridiales] 
gi|491564305|ref|WP_005421891.1|	membrane protein [[Ruminococcus] obeum] 
gi|491564308|ref|WP_005421894.1|	preprotein translocase subunit TatB [[Ruminococcus] obeum] 
gi|491564310|ref|WP_005421896.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564312|ref|WP_005421898.1|	transcription elongation factor GreA [[Ruminococcus] obeum] 
gi|491564314|ref|WP_005421900.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564315|ref|WP_005421901.1|	MULTISPECIES: Na/Pi cotransporter [Clostridiales] 
gi|491564319|ref|WP_005421905.1|	MULTISPECIES: ArsR family transcriptional regulator [Clostridiales] 
gi|491564325|ref|WP_005421911.1|	histidine kinase [[Ruminococcus] obeum] 
gi|491564327|ref|WP_005421913.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564329|ref|WP_005421915.1|	glucosamine-6-phosphate deaminase [[Ruminococcus] obeum] 
gi|491564331|ref|WP_005421917.1|	AraC family transcriptional regulator [[Ruminococcus] obeum] 
gi|491564330|ref|WP_005421916.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564333|ref|WP_005421919.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564334|ref|WP_005421920.1|	nucleotidyltransferase [[Ruminococcus] obeum] 
gi|491564335|ref|WP_005421921.1|	mucin desulfatase [[Ruminococcus] obeum] 
gi|491564336|ref|WP_005421922.1|	MULTISPECIES: ABC transporter permease [Clostridiales] 
gi|491564338|ref|WP_005421924.1|	MULTISPECIES: ABC transporter permease [Clostridiales] 
gi|491564340|ref|WP_005421926.1|	ABC transporter substrate-binding protein [[Ruminococcus] obeum] 
gi|491564345|ref|WP_005421931.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564341|ref|WP_005421927.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564343|ref|WP_005421929.1|	MULTISPECIES: UDP-galactose-4-epimerase [Clostridiales] 
gi|491564347|ref|WP_005421933.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564349|ref|WP_005421935.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564353|ref|WP_005421939.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491564351|ref|WP_005421937.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564355|ref|WP_005421941.1|	ATPase AAA [[Ruminococcus] obeum] 
gi|491564362|ref|WP_005421948.1|	excinuclease ABC subunit C [[Ruminococcus] obeum] 
gi|491564370|ref|WP_005421956.1|	HPr kinase [[Ruminococcus] obeum] 
gi|491564372|ref|WP_005421958.1|	glucokinase [[Ruminococcus] obeum] 
gi|491564374|ref|WP_005421960.1|	penicillin-binding protein [[Ruminococcus] obeum] 
gi|491564376|ref|WP_005421962.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491564378|ref|WP_005421964.1|	peptidylprolyl isomerase [[Ruminococcus] obeum] 
gi|491564380|ref|WP_005421966.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564382|ref|WP_005421968.1|	ATP-binding protein [[Ruminococcus] obeum] 
gi|491564384|ref|WP_005421970.1|	O-sialoglycoprotein endopeptidase [[Ruminococcus] obeum] 
gi|491564386|ref|WP_005421972.1|	MULTISPECIES: alanine acetyltransferase [Clostridiales] 
gi|491564388|ref|WP_005421974.1|	ribonuclease Z [[Ruminococcus] obeum] 
gi|491564389|ref|WP_005421975.1|	O-sialoglycoprotein endopeptidase [[Ruminococcus] obeum] 
gi|491564394|ref|WP_005421980.1|	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [[Ruminococcus] obeum] 
gi|491564403|ref|WP_005421989.1|	hypothetical protein partial [[Ruminococcus] obeum] 
gi|491564405|ref|WP_005421991.1|	transposase [[Ruminococcus] obeum] 
gi|491564415|ref|WP_005422001.1|	cobalt ABC transporter [[Ruminococcus] obeum] 
gi|491564416|ref|WP_005422002.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564417|ref|WP_005422003.1|	cobalt transporter CbiM [[Ruminococcus] obeum] 
gi|491564419|ref|WP_005422005.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564421|ref|WP_005422007.1|	peptidase [[Ruminococcus] obeum] 
gi|491564422|ref|WP_005422008.1|	ABC transporter [[Ruminococcus] obeum] 
gi|491564424|ref|WP_005422010.1|	peptide ABC transporter ATP-binding protein [[Ruminococcus] obeum] 
gi|491564426|ref|WP_005422012.1|	ABC transporter substrate-binding protein [[Ruminococcus] obeum] 
gi|491564428|ref|WP_005422014.1|	nickel ABC transporter permease [[Ruminococcus] obeum] 
gi|491564429|ref|WP_005422015.1|	nickel ABC transporter permease [[Ruminococcus] obeum] 
gi|491564431|ref|WP_005422017.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564442|ref|WP_005422028.1|	hypothetical protein partial [[Ruminococcus] obeum] 
gi|491564443|ref|WP_005422029.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564444|ref|WP_005422030.1|	reverse transcriptase [[Ruminococcus] obeum] 
gi|491564445|ref|WP_005422031.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564446|ref|WP_005422032.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564447|ref|WP_005422033.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564448|ref|WP_005422034.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564450|ref|WP_005422036.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564452|ref|WP_005422038.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564454|ref|WP_005422040.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564456|ref|WP_005422042.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564457|ref|WP_005422043.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564459|ref|WP_005422045.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564461|ref|WP_005422047.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564463|ref|WP_005422049.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564465|ref|WP_005422051.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564467|ref|WP_005422053.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564469|ref|WP_005422055.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564470|ref|WP_005422056.1|	pilus biosynthesis protein [[Ruminococcus] obeum] 
gi|491564472|ref|WP_005422058.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564473|ref|WP_005422059.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564475|ref|WP_005422061.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564477|ref|WP_005422063.1|	XRE family transcriptional regulator [[Ruminococcus] obeum] 
gi|491564478|ref|WP_005422064.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564480|ref|WP_005422066.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564482|ref|WP_005422068.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564484|ref|WP_005422070.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564485|ref|WP_005422071.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564487|ref|WP_005422073.1|	xylan 1,4-beta-xylosidase [[Ruminococcus] obeum] 
gi|491564489|ref|WP_005422075.1|	beta-glucosidase [[Ruminococcus] obeum] 
gi|491564490|ref|WP_005422076.1|	sodium:melibiose symporter [[Ruminococcus] obeum] 
gi|491564491|ref|WP_005422077.1|	hypothetical protein [[Ruminococcus] obeum] 
gi|491564492|ref|WP_005422078.1|	hypothetical protein [[Ruminococcus] obeum] 
