gi|489933481|ref|WP_003836795.1|	hypothetical protein partial [Bifidobacterium dentium] 
gi|489933566|ref|WP_003836879.1|	molecular chaperone GroES [Bifidobacterium dentium] 
gi|489933568|ref|WP_003836881.1|	1-deoxy-D-xylulose-5-phosphate synthase [Bifidobacterium dentium] 
gi|489933570|ref|WP_003836883.1|	multidrug ABC transporter substrate-binding protein [Bifidobacterium dentium] 
gi|489933572|ref|WP_003836885.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933574|ref|WP_003836887.1|	macrolide ABC transporter ATP-binding protein [Bifidobacterium dentium] 
gi|489933575|ref|WP_003836888.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933577|ref|WP_003836890.1|	transposase [Bifidobacterium dentium] 
gi|489933579|ref|WP_003836892.1|	peptidase [Bifidobacterium dentium] 
gi|489933581|ref|WP_003836894.1|	oxidoreductase [Bifidobacterium dentium] 
gi|489933583|ref|WP_003836896.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933585|ref|WP_003836898.1|	ABC transporter substrate-binding protein [Bifidobacterium dentium] 
gi|489933587|ref|WP_003836900.1|	ABC transporter permease [Bifidobacterium dentium] 
gi|489933588|ref|WP_003836901.1|	methionine ABC transporter ATP-binding protein [Bifidobacterium dentium] 
gi|489933590|ref|WP_003836903.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933592|ref|WP_003836905.1|	cysteine ABC transporter permease [Bifidobacterium dentium] 
gi|489933594|ref|WP_003836907.1|	amino acid ABC transporter substrate-binding protein [Bifidobacterium dentium] 
gi|489933596|ref|WP_003836909.1|	amino acid ABC transporter ATP-binding protein [Bifidobacterium dentium] 
gi|489933598|ref|WP_003836911.1|	cystathionine beta-lyase [Bifidobacterium dentium] 
gi|489933600|ref|WP_003836913.1|	aminotransferase [Bifidobacterium dentium] 
gi|489933602|ref|WP_003836915.1|	methionine ABC transporter permease [Bifidobacterium dentium] 
gi|489933603|ref|WP_003836916.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933605|ref|WP_003836918.1|	ABC transporter ATP-binding protein [Bifidobacterium dentium] 
gi|489933607|ref|WP_003836920.1|	metal ABC transporter substrate-binding protein [Bifidobacterium dentium] 
gi|489933609|ref|WP_003836922.1|	2-dehydropantoate 2-reductase [Bifidobacterium dentium] 
gi|489933611|ref|WP_003836924.1|	amino acid ABC transporter substrate-binding protein [Bifidobacterium dentium] 
gi|489933612|ref|WP_003836925.1|	glutamine ABC transporter ATP-binding protein [Bifidobacterium dentium] 
gi|489933614|ref|WP_003836927.1|	amino acid ABC transporter permease [Bifidobacterium dentium] 
gi|489933615|ref|WP_003836928.1|	polar amino acid ABC transporter permease [Bifidobacterium dentium] 
gi|489933616|ref|WP_003836929.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933618|ref|WP_003836931.1|	GTP-binding protein [Bifidobacterium dentium] 
gi|489933620|ref|WP_003836933.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933622|ref|WP_003836935.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933623|ref|WP_003836936.1|	membrane protein [Bifidobacterium dentium] 
gi|489933624|ref|WP_003836937.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933625|ref|WP_003836938.1|	citrate transporter [Bifidobacterium dentium] 
gi|489933627|ref|WP_003836940.1|	DNA primase [Bifidobacterium dentium] 
gi|489933629|ref|WP_003836942.1|	deoxyguanosinetriphosphate triphosphohydrolase [Bifidobacterium dentium] 
gi|489933631|ref|WP_003836944.1|	alanine racemase [Bifidobacterium dentium] 
gi|489933633|ref|WP_003836946.1|	amino acid permease [Bifidobacterium dentium] 
gi|489933635|ref|WP_003836948.1|	histone acetyltransferase [Bifidobacterium dentium] 
gi|489933638|ref|WP_003836951.1|	S-ribosylhomocysteinase [Bifidobacterium dentium] 
gi|489933639|ref|WP_003836952.1|	ATP-dependent DNA helicase RecQ [Bifidobacterium dentium] 
gi|489933640|ref|WP_003836953.1|	cystathionine gamma-synthase [Bifidobacterium dentium] 
gi|489933642|ref|WP_003836955.1|	cystathionine beta-synthase [Bifidobacterium dentium] 
gi|489933644|ref|WP_003836957.1|	recombinase RecR [Bifidobacterium dentium] 
gi|489933646|ref|WP_003836959.1|	histidine kinase [Bifidobacterium dentium] 
gi|489933649|ref|WP_003836962.1|	peptide ABC transporter ATPase [Bifidobacterium dentium] 
gi|489933651|ref|WP_003836964.1|	diguanylate cyclase [Bifidobacterium dentium] 
gi|489933653|ref|WP_003836966.1|	ABC transporter permease [Bifidobacterium dentium] 
gi|489933655|ref|WP_003836968.1|	ABC transporter permease [Bifidobacterium dentium] 
gi|489933656|ref|WP_003836969.1|	ABC transporter substrate-binding protein [Bifidobacterium dentium] 
gi|489933658|ref|WP_003836971.1|	phosphopantothenoylcysteine decarboxylase [Bifidobacterium dentium] 
gi|489933660|ref|WP_003836973.1|	pantothenate kinase [Bifidobacterium dentium] 
gi|489933662|ref|WP_003836975.1|	ABC transporter substrate-binding protein [Bifidobacterium dentium] 
gi|489933664|ref|WP_003836977.1|	ABC transporter substrate-binding protein [Bifidobacterium dentium] 
gi|489933666|ref|WP_003836979.1|	alpha-L-arabinofuranosidase [Bifidobacterium dentium] 
gi|489933668|ref|WP_003836981.1|	beta-galactosidase [Bifidobacterium dentium] 
gi|489933669|ref|WP_003836982.1|	ABC transporter permease [Bifidobacterium dentium] 
gi|489933672|ref|WP_003836985.1|	ABC transporter permease [Bifidobacterium dentium] 
gi|489933674|ref|WP_003836987.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933675|ref|WP_003836988.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933677|ref|WP_003836990.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933678|ref|WP_003836991.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933679|ref|WP_003836992.1|	serine/threonine transporter SstT [Bifidobacterium dentium] 
gi|489933682|ref|WP_003836995.1|	23S rRNA pseudouridylate synthase [Bifidobacterium dentium] 
gi|489933684|ref|WP_003836997.1|	glucosamine--fructose-6-phosphate aminotransferase [Bifidobacterium dentium] 
gi|489933685|ref|WP_003836998.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933687|ref|WP_003837000.1|	arginine ABC transporter ATP-binding protein [Bifidobacterium dentium] 
gi|489933688|ref|WP_003837001.1|	ABC transporter permease [Bifidobacterium dentium] 
gi|489933690|ref|WP_003837003.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933692|ref|WP_003837005.1|	ABC transporter substrate-binding protein [Bifidobacterium dentium] 
gi|489933693|ref|WP_003837006.1|	ABC transporter substrate-binding protein [Bifidobacterium dentium] 
gi|489933695|ref|WP_003837008.1|	single-stranded DNA-binding protein [Bifidobacterium dentium] 
gi|489933697|ref|WP_003837010.1|	amidase [Bifidobacterium dentium] 
gi|489933699|ref|WP_003837012.1|	cell division protein FtsX [Bifidobacterium dentium] 
gi|489933700|ref|WP_003837013.1|	cell division protein FtsE [Bifidobacterium dentium] 
gi|489933702|ref|WP_003837015.1|	peptide chain release factor 2 [Bifidobacterium dentium] 
gi|489933703|ref|WP_003837016.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933705|ref|WP_003837018.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933707|ref|WP_003837020.1|	2,3,4,5-tetrahydropyridine-2,6-carboxylate N-succinyltransferase [Bifidobacterium dentium] 
gi|489933710|ref|WP_003837023.1|	50S rRNA methyltransferase [Bifidobacterium dentium] 
gi|489933713|ref|WP_003837026.1|	type II citrate synthase [Bifidobacterium dentium] 
gi|489933715|ref|WP_003837028.1|	methionine aminopeptidase [Bifidobacterium dentium] 
gi|489933717|ref|WP_003837030.1|	membrane protein [Bifidobacterium dentium] 
gi|489933720|ref|WP_003837033.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933718|ref|WP_003837031.1|	peptidase M13 [Bifidobacterium dentium] 
gi|489933721|ref|WP_003837034.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933724|ref|WP_003837037.1|	prolyl-tRNA synthetase [Bifidobacterium dentium] 
gi|489933725|ref|WP_003837038.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933726|ref|WP_003837039.1|	ATP-dependent endonuclease [Bifidobacterium dentium] 
gi|489933728|ref|WP_003837041.1|	HAD family hydrolase [Bifidobacterium dentium] 
gi|489933730|ref|WP_003837043.1|	oligoribonuclease [Bifidobacterium dentium] 
gi|489933731|ref|WP_003837044.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933732|ref|WP_003837045.1|	alpha-amylase [Bifidobacterium dentium] 
gi|489933735|ref|WP_003837048.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933733|ref|WP_003837046.1|	LacI family transcription regulator [Bifidobacterium dentium] 
gi|489933736|ref|WP_003837049.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933738|ref|WP_003837051.1|	CTP synthase [Bifidobacterium dentium] 
gi|489933740|ref|WP_003837053.1|	inosine-5`-monophosphate dehydrogenase [Bifidobacterium dentium] 
gi|489933741|ref|WP_003837054.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933743|ref|WP_003837056.1|	peptidase [Bifidobacterium dentium] 
gi|489933745|ref|WP_003837058.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933746|ref|WP_003837059.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933748|ref|WP_003837061.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933750|ref|WP_003837063.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933752|ref|WP_003837065.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933754|ref|WP_003837067.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933756|ref|WP_003837069.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933757|ref|WP_003837070.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933759|ref|WP_003837072.1|	integrase [Bifidobacterium dentium] 
gi|489933762|ref|WP_003837075.1|	UDP-N-acetylmuramyl pentapeptide phosphotransferase [Bifidobacterium dentium] 
gi|489933765|ref|WP_003837078.1|	translation factor Sua5 [Bifidobacterium dentium] 
gi|489933767|ref|WP_003837080.1|	amino acid ABC transporter ATPase [Bifidobacterium dentium] 
gi|489933770|ref|WP_003837083.1|	branched-chain amino acid ABC transporter ATP-binding protein [Bifidobacterium dentium] 
gi|489933771|ref|WP_003837084.1|	branched-chain amino acid ABC transporter permease [Bifidobacterium dentium] 
gi|489933773|ref|WP_003837086.1|	ABC transporter permease [Bifidobacterium dentium] 
gi|489933774|ref|WP_003837087.1|	branched-chain amino acid ABC transporter substrate-binding protein [Bifidobacterium dentium] 
gi|489933776|ref|WP_003837088.1|	N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase [Bifidobacterium dentium] 
gi|489933778|ref|WP_003837090.1|	peptide chain release factor 1 [Bifidobacterium dentium] 
gi|489933779|ref|WP_003837091.1|	50S ribosomal protein L31 [Bifidobacterium dentium] 
gi|489933782|ref|WP_003837094.1|	integrase [Bifidobacterium dentium] 
gi|489933784|ref|WP_003837096.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933786|ref|WP_003837098.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933789|ref|WP_003837101.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933792|ref|WP_003837104.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933793|ref|WP_003837105.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933795|ref|WP_003837107.1|	tail protein [Bifidobacterium dentium] 
gi|489933797|ref|WP_003837109.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933799|ref|WP_003837111.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933802|ref|WP_003837114.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933803|ref|WP_003837115.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933804|ref|WP_003837116.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933805|ref|WP_003837117.1|	phage capsid protein [Bifidobacterium dentium] 
gi|489933806|ref|WP_003837118.1|	phage portal protein [Bifidobacterium dentium] 
gi|489933807|ref|WP_003837119.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933808|ref|WP_003837120.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933809|ref|WP_003837121.1|	HNH endonuclease [Bifidobacterium dentium] 
gi|489933810|ref|WP_003837122.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933811|ref|WP_003837123.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933812|ref|WP_003837124.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933813|ref|WP_003837125.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933814|ref|WP_003837126.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933815|ref|WP_003837127.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933816|ref|WP_003837128.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933817|ref|WP_003837129.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933818|ref|WP_003837130.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933819|ref|WP_003837131.1|	DNA-binding protein [Bifidobacterium dentium] 
gi|489933820|ref|WP_003837132.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933821|ref|WP_003837133.1|	NagC family transcriptional regulator [Bifidobacterium dentium] 
gi|489933822|ref|WP_003837134.1|	xylulokinase [Bifidobacterium dentium] 
gi|489933823|ref|WP_003837135.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933824|ref|WP_003837136.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933825|ref|WP_003837137.1|	ABC transporter permease [Bifidobacterium dentium] 
gi|489933826|ref|WP_003837138.1|	xylose ABC transporter ATP-binding protein [Bifidobacterium dentium] 
gi|489933829|ref|WP_003837141.1|	ABC transporter substrate-binding protein [Bifidobacterium dentium] 
gi|489933827|ref|WP_003837139.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933830|ref|WP_003837142.1|	acetyltransferase [Bifidobacterium dentium] 
gi|489933832|ref|WP_003837144.1|	beta-xylosidase [Bifidobacterium dentium] 
gi|489933834|ref|WP_003837146.1|	thiamine ABC transporter ATP-binding protein [Bifidobacterium dentium] 
gi|489933836|ref|WP_003837148.1|	sugar ABC transporter permease [Bifidobacterium dentium] 
gi|489933838|ref|WP_003837150.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933840|ref|WP_003837152.1|	sugar ABC transporter substrate-binding protein [Bifidobacterium dentium] 
gi|489933839|ref|WP_003837151.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933843|ref|WP_003837155.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933841|ref|WP_003837153.1|	LacI family transcription regulator [Bifidobacterium dentium] 
gi|489933846|ref|WP_003837158.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933848|ref|WP_003837160.1|	xylose isomerase [Bifidobacterium dentium] 
gi|489933850|ref|WP_003837162.1|	O-acetylhomoserine aminocarboxypropyltransferase [Bifidobacterium dentium] 
gi|489933853|ref|WP_003837165.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933855|ref|WP_003837167.1|	amidohydrolase [Bifidobacterium dentium] 
gi|489933856|ref|WP_003837168.1|	peptide deformylase [Bifidobacterium dentium] 
gi|489933858|ref|WP_003837170.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933859|ref|WP_003837171.1|	beta-lactamase [Bifidobacterium dentium] 
gi|489933861|ref|WP_003837173.1|	ABC transporter ATP-binding protein [Bifidobacterium dentium] 
gi|489933863|ref|WP_003837175.1|	acyl-CoA thioesterase [Bifidobacterium dentium] 
gi|489933865|ref|WP_003837177.1|	membrane protein [Bifidobacterium dentium] 
gi|489933866|ref|WP_003837178.1|	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase [Bifidobacterium dentium] 
gi|489933868|ref|WP_003837180.1|	dihydropteroate synthase [Bifidobacterium dentium] 
gi|489933870|ref|WP_003837182.1|	GTP cyclohydrolase [Bifidobacterium dentium] 
gi|489933872|ref|WP_003837184.1|	ATPase AAA [Bifidobacterium dentium] 
gi|489933874|ref|WP_003837186.1|	hypoxanthine phosphoribosyltransferase [Bifidobacterium dentium] 
gi|489933875|ref|WP_003837187.1|	tRNA(Ile)-lysidine synthetase [Bifidobacterium dentium] 
gi|489933876|ref|WP_003837188.1|	D-alanyl-D-alanine carboxypeptidase [Bifidobacterium dentium] 
gi|489933877|ref|WP_003837189.1|	ABC transporter permease [Bifidobacterium dentium] 
gi|489933878|ref|WP_003837190.1|	ABC transporter [Bifidobacterium dentium] 
gi|489933880|ref|WP_003837192.1|	N-acetylglucosaminyltransferase [Bifidobacterium dentium] 
gi|489933882|ref|WP_003837194.1|	membrane protein [Bifidobacterium dentium] 
gi|489933884|ref|WP_003837196.1|	glycosyl transferase [Bifidobacterium dentium] 
gi|489933887|ref|WP_003837199.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933888|ref|WP_003837200.1|	L-1,2-propanediol oxidoreductase [Bifidobacterium dentium] 
gi|489933890|ref|WP_003837202.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933893|ref|WP_003837205.1|	sortase [Bifidobacterium dentium] 
gi|489933895|ref|WP_003837207.1|	peptidase [Bifidobacterium dentium] 
gi|489933897|ref|WP_003837209.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933899|ref|WP_003837211.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933900|ref|WP_003837212.1|	tRNA (guanine-N(7)-)-methyltransferase [Bifidobacterium dentium] 
gi|489933902|ref|WP_003837214.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933904|ref|WP_003837216.1|	UDP-glucose 4-epimerase [Bifidobacterium dentium] 
gi|489933906|ref|WP_003837218.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933908|ref|WP_003837220.1|	phosphotyrosine protein phosphatase [Bifidobacterium dentium] 
gi|489933910|ref|WP_003837222.1|	diacylglycerol kinase [Bifidobacterium dentium] 
gi|489933912|ref|WP_003837224.1|	thymidylate synthase [Bifidobacterium dentium] 
gi|489933914|ref|WP_003837226.1|	peroxiredoxin [Bifidobacterium dentium] 
gi|489933916|ref|WP_003837228.1|	universal stress protein [Bifidobacterium dentium] 
gi|489933918|ref|WP_003837230.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933920|ref|WP_003837232.1|	amidase [Bifidobacterium dentium] 
gi|489933921|ref|WP_003837233.1|	phosphoserine aminotransferase [Bifidobacterium dentium] 
gi|489933923|ref|WP_003837235.1|	mannose-6-phosphate isomerase [Bifidobacterium dentium] 
gi|489933924|ref|WP_003837236.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933925|ref|WP_003837237.1|	ATPase [Bifidobacterium dentium] 
gi|489933926|ref|WP_003837238.1|	PhoU family transcriptional regulator [Bifidobacterium dentium] 
gi|489933928|ref|WP_003837240.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933929|ref|WP_003837241.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933931|ref|WP_003837243.1|	phosphoglyceromutase [Bifidobacterium dentium] 
gi|489933932|ref|WP_003837244.1|	1,4-dihydroxy-2-naphthoate prenyltransferase [Bifidobacterium dentium] 
gi|489933934|ref|WP_003837246.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933936|ref|WP_003837248.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933938|ref|WP_003837250.1|	GNAT family acetyltransferase [Bifidobacterium dentium] 
gi|489933940|ref|WP_003837252.1|	lysyl-tRNA synthetase [Bifidobacterium dentium] 
gi|489933941|ref|WP_003837253.1|	beta-glucosidase [Bifidobacterium dentium] 
gi|489933943|ref|WP_003837255.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933944|ref|WP_003837256.1|	histidine kinase [Bifidobacterium dentium] 
gi|489933945|ref|WP_003837257.1|	LytTR family transcriptional regulator [Bifidobacterium dentium] 
gi|489933947|ref|WP_003837259.1|	MFS transporter [Bifidobacterium dentium] 
gi|489933948|ref|WP_003837260.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933949|ref|WP_003837261.1|	iron ABC transporter ATP-binding protein [Bifidobacterium dentium] 
gi|489933950|ref|WP_003837262.1|	ABC transporter [Bifidobacterium dentium] 
gi|489933951|ref|WP_003837263.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933952|ref|WP_003837264.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933953|ref|WP_003837265.1|	PspC family transcriptional regulator [Bifidobacterium dentium] 
gi|489933954|ref|WP_003837266.1|	histidine kinase [Bifidobacterium dentium] 
gi|489933955|ref|WP_003837267.1|	LuxR family transcriptional regulator [Bifidobacterium dentium] 
gi|489933956|ref|WP_003837268.1|	GntR family transcriptional regulator [Bifidobacterium dentium] 
gi|489933957|ref|WP_003837269.1|	4-aminobutyrate aminotransferase [Bifidobacterium dentium] 
gi|489933958|ref|WP_003837270.1|	amino acid ABC transporter permease [Bifidobacterium dentium] 
gi|489933959|ref|WP_003837271.1|	phosphotransferase [Bifidobacterium dentium] 
gi|489933960|ref|WP_003837272.1|	membrane protein [Bifidobacterium dentium] 
gi|489933961|ref|WP_003837273.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933962|ref|WP_003837274.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933963|ref|WP_003837275.1|	sugar ABC transporter permease [Bifidobacterium dentium] 
gi|489933964|ref|WP_003837276.1|	ABC transporter permease [Bifidobacterium dentium] 
gi|489933966|ref|WP_003837278.1|	sugar-binding protein [Bifidobacterium dentium] 
gi|489933967|ref|WP_003837279.1|	alpha-galactosidase [Bifidobacterium dentium] 
gi|489933969|ref|WP_003837281.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933971|ref|WP_003837283.1|	seryl-tRNA synthetase [Bifidobacterium dentium] 
gi|489933973|ref|WP_003837285.1|	DeoR family transcriptional regulator [Bifidobacterium dentium] 
gi|489933974|ref|WP_003837286.1|	transcription antiterminator BglG [Bifidobacterium dentium] 
gi|489933976|ref|WP_003837288.1|	PTS mannose transporter subunit IIABC [Bifidobacterium dentium] 
gi|489933977|ref|WP_003837289.1|	phosphoglucomutase [Bifidobacterium dentium] 
gi|489933978|ref|WP_003837290.1|	chemotaxis protein CheY [Bifidobacterium dentium] 
gi|489933979|ref|WP_003837291.1|	histidine kinase [Bifidobacterium dentium] 
gi|489933981|ref|WP_003837293.1|	ribonuclease H [Bifidobacterium dentium] 
gi|489933984|ref|WP_003837296.1|	ribose 5-phosphate isomerase [Bifidobacterium dentium] 
gi|489933986|ref|WP_003837298.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489933988|ref|WP_003837300.1|	DNA repair protein RadA [Bifidobacterium dentium] 
gi|489933990|ref|WP_003837302.1|	S-adenosyl-L-homocysteine hydrolase [Bifidobacterium dentium] 
gi|489933991|ref|WP_003837303.1|	cytosine deaminase [Bifidobacterium dentium] 
gi|489933992|ref|WP_003837304.1|	cupin [Bifidobacterium dentium] 
gi|489933995|ref|WP_003837307.1|	amino acid ABC transporter substrate-binding protein [Bifidobacterium dentium] 
gi|489933997|ref|WP_003837309.1|	ABC transporter permease [Bifidobacterium dentium] 
gi|489933999|ref|WP_003837311.1|	ABC transporter [Bifidobacterium dentium] 
gi|489934001|ref|WP_003837313.1|	FAD synthase [Bifidobacterium dentium] 
gi|489934003|ref|WP_003837315.1|	tRNA pseudouridine synthase B [Bifidobacterium dentium] 
gi|489934005|ref|WP_003837317.1|	ribosome-binding factor A [Bifidobacterium dentium] 
gi|489934006|ref|WP_003837318.1|	translation initiation factor IF-2 [Bifidobacterium dentium] 
gi|489934007|ref|WP_003837319.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934008|ref|WP_003837320.1|	transcription elongation factor NusA [Bifidobacterium dentium] 
gi|489934009|ref|WP_003837321.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934011|ref|WP_003837323.1|	transglutaminase [Bifidobacterium dentium] 
gi|489934012|ref|WP_003837324.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934014|ref|WP_003837326.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934016|ref|WP_003837328.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934019|ref|WP_003837331.1|	hypothetical protein [Bifidobacterium dentium] 
gi|489934020|ref|WP_003837332.1|	50S ribosomal protein L17 [Bifidobacterium dentium] 
