WP_000027050.1	MULTISPECIES: class A broad-spectrum beta-lactamase TEM-116 [Bacteria] 
WP_002569174.1	MULTISPECIES: conjugal transfer protein [Clostridiales] 
WP_002569175.1	MULTISPECIES: hypothetical protein [Firmicutes] 
WP_002569176.1	MULTISPECIES: cell surface protein [Firmicutes] 
WP_002569177.1	MULTISPECIES: hypothetical protein [Firmicutes] 
WP_002569178.1	MULTISPECIES: DNA topoisomerase III [Firmicutes] 
WP_002569179.1	MULTISPECIES: antirestriction protein ArdA [Firmicutes] 
WP_002569180.1	MULTISPECIES: hypothetical protein [Firmicutes] 
WP_002569181.1	MULTISPECIES: hypothetical protein [Firmicutes] 
WP_002569183.1	MULTISPECIES: hypothetical protein [Firmicutes] 
WP_002569184.1	MULTISPECIES: endonuclease [Firmicutes] 
WP_002569185.1	MULTISPECIES: mobilization protein [Terrabacteria group] 
WP_002569186.1	MULTISPECIES: transcriptional regulator [Terrabacteria group] 
WP_002569187.1	MULTISPECIES: 23S rRNA methyltransferase [Firmicutes] 
WP_002569188.1	MULTISPECIES: DNA-directed RNA polymerase sigma-70 factor [Terrabacteria group] 
WP_002569189.1	MULTISPECIES: transcriptional regulator [Firmicutes] 
WP_002569190.1	MULTISPECIES: recombinase [Firmicutes] 
WP_002569233.1	MULTISPECIES: hypothetical protein [Terrabacteria group] 
WP_002570974.1	MULTISPECIES: transcriptional regulator [Lachnospiraceae] 
WP_002570989.1	MULTISPECIES: chloramphenicol O-acetyltransferase CatP [Clostridiales] 
WP_002578893.1	MULTISPECIES: GntR family transcriptional regulator [Clostridiales] 
WP_002588768.1	MULTISPECIES: hypothetical protein [Firmicutes] 
WP_002593334.1	MULTISPECIES: TnpV protein [Clostridiales] 
WP_002594258.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_002594259.1	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
WP_002594808.1	MULTISPECIES: GatB/Yqey domain protein [Firmicutes] 
WP_002595174.1	MULTISPECIES: membrane protein [Firmicutes] 
WP_002596253.1	MULTISPECIES: hypothetical protein [Firmicutes] 
WP_002596254.1	MULTISPECIES: hypothetical protein [Firmicutes] 
WP_002596255.1	MULTISPECIES: hypothetical protein [Firmicutes] 
WP_002596256.1	MULTISPECIES: recombinase [Firmicutes] 
WP_002596257.1	MULTISPECIES: chromosome partitioning protein ParB [Firmicutes] 
WP_002596258.1	MULTISPECIES: hypothetical protein [Firmicutes] 
WP_002596259.1	MULTISPECIES: stage II sporulation protein R [Firmicutes] 
WP_002596316.1	MULTISPECIES: transcriptional regulator [Lachnospiraceae] 
WP_002596328.1	MULTISPECIES: RelE/StbE family addiction module toxin [Clostridiales] 
WP_002670777.1	MULTISPECIES: Replication protein O [Bacteria] 
WP_002860780.1	MULTISPECIES: mobilization protein [Bacteria] 
WP_003060348.1	RNA polymerase sigma factor [Tyzzerella nexilis] 
WP_003426158.1	MULTISPECIES: hypothetical protein [Firmicutes] 
WP_003497809.1	MULTISPECIES: 50S ribosomal protein L36 [Clostridiales] 
WP_003830746.1	MULTISPECIES: rop protein partial [Firmicutes] 
WP_004058840.1	MULTISPECIES: thioredoxin [Clostridiales] 
WP_004221472.1	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
WP_004607272.1	MULTISPECIES: 30S ribosomal protein S11 [Lachnospiraceae] 
WP_004607300.1	MULTISPECIES: 30S ribosomal protein S10 [Clostridiales] 
WP_004610981.1	hypothetical protein [Tyzzerella nexilis] 
WP_004610982.1	hypothetical protein [Tyzzerella nexilis] 
WP_004610983.1	hypothetical protein [Tyzzerella nexilis] 
WP_004610984.1	MULTISPECIES: transcriptional regulator [Clostridiales] 
WP_004610985.1	transcriptional regulator partial [Tyzzerella nexilis] 
WP_004610987.1	transposase [Tyzzerella nexilis] 
WP_004610989.1	hypothetical protein [Tyzzerella nexilis] 
WP_004610990.1	TnpV protein [Tyzzerella nexilis] 
WP_004610991.1	23S rRNA (uracil-5-)-methyltransferase RumA [Tyzzerella nexilis] 
WP_004610992.1	hypothetical protein [Tyzzerella nexilis] 
WP_004610993.1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [Tyzzerella nexilis] 
WP_004610995.1	ATP-dependent DNA helicase PcrA [Tyzzerella nexilis] 
WP_004610997.1	membrane protein [Tyzzerella nexilis] 
WP_004610998.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611000.1	TrpR YerC/YecD [Tyzzerella nexilis] 
WP_004611001.1	phosphatase [Tyzzerella nexilis] 
WP_004611002.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611003.1	nitrate ABC transporter substrate-binding protein [Tyzzerella nexilis] 
WP_004611004.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611005.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611006.1	alpha/beta hydrolase [Tyzzerella nexilis] 
WP_004611007.1	adenine permease [Tyzzerella nexilis] 
WP_004611008.1	phosphoenolpyruvate--protein phosphotransferase [Tyzzerella nexilis] 
WP_004611009.1	PTS galactitol transporter subunit IIC [Tyzzerella nexilis] 
WP_004611012.1	1-phosphofructokinase [Tyzzerella nexilis] 
WP_004611013.1	DeoR family transcriptional regulator [Tyzzerella nexilis] 
WP_004611015.1	Rrf2 family transcriptional regulator [Tyzzerella nexilis] 
WP_004611016.1	Rrf2 family transcriptional regulator [Tyzzerella nexilis] 
WP_004611017.1	cold-shock protein [Tyzzerella nexilis] 
WP_004611018.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611020.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611022.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611024.1	phenylacetate--CoA ligase [Tyzzerella nexilis] 
WP_004611025.1	amino acid-binding protein [Tyzzerella nexilis] 
WP_004611026.1	indolepyruvate oxidoreductase [Tyzzerella nexilis] 
WP_004611033.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611034.1	transcriptional regulator [Tyzzerella nexilis] 
WP_004611038.1	sodium:melibiose symporter [Tyzzerella nexilis] 
WP_004611039.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611040.1	xylulokinase [Tyzzerella nexilis] 
WP_004611041.1	fucose isomerase [Tyzzerella nexilis] 
WP_004611042.1	DUF4867 domain-containing protein [Tyzzerella nexilis] 
WP_004611043.1	AraC family transcriptional regulator [Tyzzerella nexilis] 
WP_004611044.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611045.1	DUF368 domain-containing protein [Tyzzerella nexilis] 
WP_004611046.1	histidinol-phosphate transaminase [Tyzzerella nexilis] 
WP_004611047.1	aspartate aminotransferase [Tyzzerella nexilis] 
WP_004611048.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611051.1	N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase [Tyzzerella nexilis] 
WP_004611052.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611054.1	transcription termination factor Rho [Tyzzerella nexilis] 
WP_004611055.1	malate dehydrogenase [Tyzzerella nexilis] 
WP_004611056.1	TIGR01212 family radical SAM protein [Tyzzerella nexilis] 
WP_004611057.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611058.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611059.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611061.1	hypothetical protein partial [Tyzzerella nexilis] 
WP_004611062.1	tRNA threonylcarbamoyladenosine dehydratase [Tyzzerella nexilis] 
WP_004611063.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611064.1	flavin reductase [Tyzzerella nexilis] 
WP_004611065.1	inorganic pyrophosphatase [Tyzzerella nexilis] 
WP_004611066.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611070.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611071.1	membrane protein [Tyzzerella nexilis] 
WP_004611072.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611076.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611077.1	sodium-independent anion transporter [Tyzzerella nexilis] 
WP_004611078.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611079.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611080.1	molybdopterin-guanine dinucleotide biosynthesis protein MobA [Tyzzerella nexilis] 
WP_004611081.1	aldehyde oxidase [Tyzzerella nexilis] 
WP_004611082.1	(2Fe-2S)-binding protein [Tyzzerella nexilis] 
WP_004611083.1	molybdopterin dehydrogenase [Tyzzerella nexilis] 
WP_004611084.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611086.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611087.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611088.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611089.1	two-component sensor histidine kinase [Tyzzerella nexilis] 
WP_004611091.1	DNA-binding response regulator [Tyzzerella nexilis] 
WP_004611092.1	amidophosphoribosyltransferase [Tyzzerella nexilis] 
WP_004611093.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611096.1	delta-lactam-biosynthetic de-N-acetylase [Tyzzerella nexilis] 
WP_004611097.1	ZIP family metal transporter [Tyzzerella nexilis] 
WP_004611098.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611099.1	transcription-repair coupling factor [Tyzzerella nexilis] 
WP_004611101.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611102.1	glyoxalase [Tyzzerella nexilis] 
WP_004611103.1	haloacid dehalogenase [Tyzzerella nexilis] 
WP_004611104.1	sporulation sigma factor SigG [Tyzzerella nexilis] 
WP_004611105.1	MBL fold hydrolase [Tyzzerella nexilis] 
WP_004611106.1	sporulation sigma factor SigE [Tyzzerella nexilis] 
WP_004611110.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611112.1	UDP-N-acetylmuramoylalanine--D-glutamate ligase [Tyzzerella nexilis] 
WP_004611114.1	peptidoglycan glycosyltransferase [Tyzzerella nexilis] 
WP_004611116.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611117.1	16S rRNA (cytosine(1402)-N(4))-methyltransferase [Tyzzerella nexilis] 
WP_004611119.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611120.1	dihydroxyacetone kinase [Tyzzerella nexilis] 
WP_004611121.1	cell division protein [Tyzzerella nexilis] 
WP_004611122.1	asparagine synthetase B [Tyzzerella nexilis] 
WP_004611123.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611125.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611126.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611127.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611128.1	metal-binding protein [Tyzzerella nexilis] 
WP_004611130.1	hypothetical protein partial [Tyzzerella nexilis] 
WP_004611132.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611135.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611136.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611137.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611138.1	sugar translocase [Tyzzerella nexilis] 
WP_004611139.1	glycosyl transferase [Tyzzerella nexilis] 
WP_004611140.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611141.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611142.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611143.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611147.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611148.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611149.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611152.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611153.1	glycosyl transferase [Tyzzerella nexilis] 
WP_004611154.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611155.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611156.1	aminotransferase DegT [Tyzzerella nexilis] 
WP_004611157.1	acetyltransferase [Tyzzerella nexilis] 
WP_004611158.1	oxidoreductase [Tyzzerella nexilis] 
WP_004611159.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611161.1	UDP-N-acetyl glucosamine 2-epimerase [Tyzzerella nexilis] 
WP_004611162.1	UDP-N-acetyl-D-glucosamine dehydrogenase [Tyzzerella nexilis] 
WP_004611163.1	glycosyl transferase [Tyzzerella nexilis] 
WP_004611164.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611165.1	glycosyltransferase WbuB [Tyzzerella nexilis] 
WP_004611166.1	glycosyl transferase [Tyzzerella nexilis] 
WP_004611169.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611170.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611172.1	nucleotidyltransferase [Tyzzerella nexilis] 
WP_004611174.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611175.1	membrane protein [Tyzzerella nexilis] 
WP_004611176.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611177.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611178.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611180.1	rod shape-determining protein [Tyzzerella nexilis] 
WP_004611181.1	ABC-ATPase UvrA [Tyzzerella nexilis] 
WP_004611182.1	excinuclease ABC subunit B [Tyzzerella nexilis] 
WP_004611184.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611187.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611190.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611191.1	dihydroorotate dehydrogenase [Tyzzerella nexilis] 
WP_004611192.1	dihydroorotate dehydrogenase [Tyzzerella nexilis] 
WP_004611193.1	orotidine 5'-phosphate decarboxylase [Tyzzerella nexilis] 
WP_004611196.1	integrase [Tyzzerella nexilis] 
WP_004611197.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611198.1	hypothetical protein partial [Tyzzerella nexilis] 
WP_004611200.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611204.1	homoserine O-succinyltransferase [Tyzzerella nexilis] 
WP_004611205.1	AI-2E family transporter [Tyzzerella nexilis] 
WP_004611207.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611209.1	dihydroxyacetone kinase [Tyzzerella nexilis] 
WP_004611210.1	dihydroxyacetone kinase subunit L [Tyzzerella nexilis] 
WP_004611211.1	dihydroxyacetone kinase subunit DhaK [Tyzzerella nexilis] 
WP_004611212.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611214.1	aspartate--ammonia ligase [Tyzzerella nexilis] 
WP_004611215.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611217.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611218.1	DNA-binding transcriptional regulator [Tyzzerella nexilis] 
WP_004611219.1	glutamine--tRNA ligase [Tyzzerella nexilis] 
WP_004611222.1	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB [Tyzzerella nexilis] 
WP_004611223.1	ribonuclease III [Tyzzerella nexilis] 
WP_004611225.1	serine acetyltransferase [Tyzzerella nexilis] 
WP_004611226.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611227.1	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [Tyzzerella nexilis] 
WP_004611228.1	glutamate dehydrogenase [Tyzzerella nexilis] 
WP_004611229.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611230.1	coenzyme PQQ synthesis protein [Tyzzerella nexilis] 
WP_004611231.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611232.1	oligopeptide transporter OPT family [Tyzzerella nexilis] 
WP_004611233.1	potassium transporter TrkH [Tyzzerella nexilis] 
WP_004611234.1	potassium transporter TrkA [Tyzzerella nexilis] 
WP_004611235.1	DNA-binding response regulator [Tyzzerella nexilis] 
WP_004611236.1	histidine kinase [Tyzzerella nexilis] 
WP_004611237.1	histidine kinase [Tyzzerella nexilis] 
WP_004611238.1	potassium transporter KtrA [Tyzzerella nexilis] 
WP_004611239.1	K+-transporting ATPase subunit B [Tyzzerella nexilis] 
WP_004611243.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611244.1	DNA-binding response regulator [Tyzzerella nexilis] 
WP_004611246.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611252.1	phosphocarrier protein HPr [Tyzzerella nexilis] 
WP_004611254.1	putative DNA modification/repair radical SAM protein [Tyzzerella nexilis] 
WP_004611255.1	ATP-binding protein [Tyzzerella nexilis] 
WP_004611256.1	endoribonuclease L-PSP [Tyzzerella nexilis] 
WP_004611259.1	glycogen debranching protein [Tyzzerella nexilis] 
WP_004611260.1	molecular chaperone DnaJ [Tyzzerella nexilis] 
WP_004611264.1	heat-inducible transcription repressor HrcA partial [Tyzzerella nexilis] 
WP_004611267.1	alpha-hydroxy-acid oxidizing enzyme [Tyzzerella nexilis] 
WP_004611268.1	coproporphyrinogen III oxidase [Tyzzerella nexilis] 
WP_004611269.1	elongation factor 4 [Tyzzerella nexilis] 
WP_004611271.1	DNA polymerase III subunit delta [Tyzzerella nexilis] 
WP_004611273.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611274.1	two-component sensor histidine kinase [Tyzzerella nexilis] 
WP_004611275.1	DNA-binding response regulator [Tyzzerella nexilis] 
WP_004611276.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611277.1	membrane protein [Tyzzerella nexilis] 
WP_004611281.1	N-acetyltransferase GCN5 [Tyzzerella nexilis] 
WP_004611282.1	N-acetyl-gamma-glutamyl-phosphate reductase [Tyzzerella nexilis] 
WP_004611284.1	gamma-glutamyl-phosphate reductase [Tyzzerella nexilis] 
WP_004611285.1	glutamate 5-kinase [Tyzzerella nexilis] 
WP_004611286.1	argininosuccinate synthase [Tyzzerella nexilis] 
WP_004611287.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611288.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611289.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611290.1	sodium-dependent tryptophan transporter [Tyzzerella nexilis] 
WP_004611291.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611292.1	spore coat protein F [Tyzzerella nexilis] 
WP_004611293.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611294.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611295.1	gamma-glutamyl-gamma-aminobutyrate hydrolase [Tyzzerella nexilis] 
WP_004611296.1	peptidase [Tyzzerella nexilis] 
WP_004611297.1	heme ABC transporter ATP-binding protein [Tyzzerella nexilis] 
WP_004611301.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611302.1	ABC transporter ATP-binding protein [Tyzzerella nexilis] 
WP_004611304.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611306.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611310.1	MATE family efflux transporter [Tyzzerella nexilis] 
WP_004611311.1	glyoxal reductase [Tyzzerella nexilis] 
WP_004611312.1	galactoside O-acetyltransferase [Tyzzerella nexilis] 
WP_004611313.1	nitrate ABC transporter ATP-binding protein [Tyzzerella nexilis] 
WP_004611318.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611319.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611324.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611325.1	glyoxalase [Tyzzerella nexilis] 
WP_004611327.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611329.1	hypothetical protein partial [Tyzzerella nexilis] 
WP_004611331.1	glycyl-radical enzyme activating protein [Tyzzerella nexilis] 
WP_004611332.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611333.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611334.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611337.1	transposase [Tyzzerella nexilis] 
WP_004611338.1	elongation factor Ts [Tyzzerella nexilis] 
WP_004611344.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611345.1	arginine--tRNA ligase [Tyzzerella nexilis] 
WP_004611346.1	deoxyribonuclease IV [Tyzzerella nexilis] 
WP_004611347.1	GntR family transcriptional regulator [Tyzzerella nexilis] 
WP_004611348.1	ABC transporter [Tyzzerella nexilis] 
WP_004611349.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611350.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611351.1	branched-chain amino acid ABC transporter permease [Tyzzerella nexilis] 
WP_004611355.1	elongation factor P [Tyzzerella nexilis] 
WP_004611358.1	C4-dicarboxylate ABC transporter [Tyzzerella nexilis] 
WP_004611359.1	C4-dicarboxylate ABC transporter permease [Tyzzerella nexilis] 
WP_004611360.1	C4-dicarboxylate ABC transporter substrate-binding protein [Tyzzerella nexilis] 
WP_004611362.1	MFS transporter [Tyzzerella nexilis] 
WP_004611363.1	shikimate dehydrogenase [Tyzzerella nexilis] 
WP_004611365.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611366.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611367.1	2,4-dienoyl-CoA reductase [Tyzzerella nexilis] 
WP_004611370.1	LysR family transcriptional regulator [Tyzzerella nexilis] 
WP_004611371.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611372.1	alpha-galactosidase [Tyzzerella nexilis] 
WP_004611373.1	two-component sensor histidine kinase [Tyzzerella nexilis] 
WP_004611374.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611375.1	beta-galactosidase [Tyzzerella nexilis] 
WP_004611376.1	lactose ABC transporter permease [Tyzzerella nexilis] 
WP_004611377.1	lactose ABC transporter permease [Tyzzerella nexilis] 
WP_004611379.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611380.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611383.1	IMP dehydrogenase [Tyzzerella nexilis] 
WP_004611385.1	molecular chaperone GroEL [Tyzzerella nexilis] 
WP_004611386.1	molecular chaperone GroES [Tyzzerella nexilis] 
WP_004611387.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611388.1	transcriptional repressor CodY [Tyzzerella nexilis] 
WP_004611389.1	DNA topoisomerase I [Tyzzerella nexilis] 
WP_004611390.1	DNA processing protein DprA [Tyzzerella nexilis] 
WP_004611391.1	magnesium chelatase subunit ChlI [Tyzzerella nexilis] 
WP_004611394.1	peptidase U32 [Tyzzerella nexilis] 
WP_004611395.1	O-methyltransferase [Tyzzerella nexilis] 
WP_004611397.1	transcriptional repressor [Tyzzerella nexilis] 
WP_004611398.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611399.1	crossover junction endodeoxyribonuclease RuvA [Tyzzerella nexilis] 
WP_004611400.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611401.1	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB [Tyzzerella nexilis] 
WP_004611402.1	PTS sugar transporter [Tyzzerella nexilis] 
WP_004611404.1	cysteine desulfurase [Tyzzerella nexilis] 
WP_004611405.1	16S rRNA methyltransferase [Tyzzerella nexilis] 
WP_004611406.1	50S ribosomal protein L11 methyltransferase [Tyzzerella nexilis] 
WP_004611409.1	membrane protein [Tyzzerella nexilis] 
WP_004611410.1	ATPase [Tyzzerella nexilis] 
WP_004611411.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611412.1	exonuclease sbcCD subunit D [Tyzzerella nexilis] 
WP_004611413.1	flagellar protein FliB [Tyzzerella nexilis] 
WP_004611414.1	iron hydrogenase [Tyzzerella nexilis] 
WP_004611417.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611418.1	ATPase AAA [Tyzzerella nexilis] 
WP_004611419.1	uracil permease [Tyzzerella nexilis] 
WP_004611422.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611423.1	TrpB-like pyridoxal-phosphate dependent enzyme [Tyzzerella nexilis] 
WP_004611428.1	TetR family transcriptional regulator [Tyzzerella nexilis] 
WP_004611430.1	membrane protein [Tyzzerella nexilis] 
WP_004611431.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611433.1	adenylosuccinate synthetase [Tyzzerella nexilis] 
WP_004611436.1	glycine/betaine ABC transporter ATP-binding protein [Tyzzerella nexilis] 
WP_004611441.1	hydrogenase [Tyzzerella nexilis] 
WP_004611444.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611445.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611450.1	ABC transporter [Tyzzerella nexilis] 
WP_004611451.1	ABC transporter [Tyzzerella nexilis] 
WP_004611452.1	ABC transporter ATP-binding protein [Tyzzerella nexilis] 
WP_004611453.1	cobalt ABC transporter [Tyzzerella nexilis] 
WP_004611454.1	membrane protein [Tyzzerella nexilis] 
WP_004611457.1	ABC transporter ATP-binding protein [Tyzzerella nexilis] 
WP_004611458.1	ABC transporter ATP-binding protein [Tyzzerella nexilis] 
WP_004611459.1	TetR family transcriptional regulator [Tyzzerella nexilis] 
WP_004611466.1	MULTISPECIES: hypothetical protein [Firmicutes] 
WP_004611469.1	transposase [Tyzzerella nexilis] 
WP_004611473.1	BioY family transporter [Tyzzerella nexilis] 
WP_004611475.1	ammonia permease [Tyzzerella nexilis] 
WP_004611480.1	L(+)-tartrate dehydratase subunit beta [Tyzzerella nexilis] 
WP_004611481.1	methionine adenosyltransferase [Tyzzerella nexilis] 
WP_004611483.1	DNA-binding response regulator [Tyzzerella nexilis] 
WP_004611485.1	potassium transporter Trk [Tyzzerella nexilis] 
WP_004611486.1	RNA methyltransferase [Tyzzerella nexilis] 
WP_004611487.1	hypothetical protein [Tyzzerella nexilis] 
WP_004611488.1	carbamoyl phosphate synthase large subunit [Tyzzerella nexilis] 
WP_004611489.1	carbamoyl phosphate synthase small subunit [Tyzzerella nexilis] 
WP_004611490.1	amidophosphoribosyltransferase [Tyzzerella nexilis] 
