gi|493484097|ref|WP_006438921.1|	membrane protein [[Clostridium] hiranonis] 
gi|493484124|ref|WP_006438947.1|	RNA-binding protein [[Clostridium] hiranonis] 
gi|493484125|ref|WP_006438948.1|	hypothetical protein partial [[Clostridium] hiranonis] 
gi|493484126|ref|WP_006438949.1|	hypothetical protein partial [[Clostridium] hiranonis] 
gi|493484127|ref|WP_006438950.1|	peptide chain release factor 2 [[Clostridium] hiranonis] 
gi|493484128|ref|WP_006438951.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484129|ref|WP_006438952.1|	amidohydrolase [[Clostridium] hiranonis] 
gi|493484130|ref|WP_006438953.1|	ATPase [[Clostridium] hiranonis] 
gi|493484131|ref|WP_006438954.1|	glycoprotease [[Clostridium] hiranonis] 
gi|493484132|ref|WP_006438955.1|	30S ribosomal protein S18 [[Clostridium] hiranonis] 
gi|493484133|ref|WP_006438956.1|	O-sialoglycoprotein endopeptidase [[Clostridium] hiranonis] 
gi|493484134|ref|WP_006438957.1|	multidrug transporter MatE [[Clostridium] hiranonis] 
gi|493484135|ref|WP_006438958.1|	thiamine ABC transporter substrate-binding protein [[Clostridium] hiranonis] 
gi|493484136|ref|WP_006438959.1|	REX family transcriptional regulator [[Clostridium] hiranonis] 
gi|493484137|ref|WP_006438960.1|	ferredoxin [[Clostridium] hiranonis] 
gi|493484138|ref|WP_006438961.1|	ATP-binding protein [[Clostridium] hiranonis] 
gi|493484139|ref|WP_006438962.1|	glutamate dehydrogenase [[Clostridium] hiranonis] 
gi|493484140|ref|WP_006438963.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484141|ref|WP_006438964.1|	cell wall hydrolase [[Clostridium] hiranonis] 
gi|493484142|ref|WP_006438965.1|	aspartate carbamoyltransferase [[Clostridium] hiranonis] 
gi|493484143|ref|WP_006438966.1|	diguanylate cyclase [[Clostridium] hiranonis] 
gi|493484144|ref|WP_006438967.1|	diguanylate cyclase [[Clostridium] hiranonis] 
gi|493484145|ref|WP_006438968.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484146|ref|WP_006438969.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484147|ref|WP_006438970.1|	8-oxoguanine DNA glycosylase [[Clostridium] hiranonis] 
gi|493484148|ref|WP_006438971.1|	co-chaperonin GroES [[Clostridium] hiranonis] 
gi|493484149|ref|WP_006438972.1|	molecular chaperone GroEL [[Clostridium] hiranonis] 
gi|493484150|ref|WP_006438973.1|	membrane protein [[Clostridium] hiranonis] 
gi|493484151|ref|WP_006438974.1|	GMP synthase [[Clostridium] hiranonis] 
gi|493484152|ref|WP_006438975.1|	GMP synthase [[Clostridium] hiranonis] 
gi|493484153|ref|WP_006438976.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484154|ref|WP_006438977.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484155|ref|WP_006438978.1|	ABC transporter ATP-binding protein [[Clostridium] hiranonis] 
gi|493484156|ref|WP_006438979.1|	fructose-bisphosphate aldolase [[Clostridium] hiranonis] 
gi|493484157|ref|WP_006438980.1|	pyruvate formate-lyase [[Clostridium] hiranonis] 
gi|493484158|ref|WP_006438981.1|	pyruvate formate lyase-activating protein [[Clostridium] hiranonis] 
gi|493484159|ref|WP_006438982.1|	DeoR family transcriptional regulator [[Clostridium] hiranonis] 
gi|493484160|ref|WP_006438983.1|	oxidoreductase [[Clostridium] hiranonis] 
gi|493484161|ref|WP_006438984.1|	peptidase [[Clostridium] hiranonis] 
gi|493484162|ref|WP_006438985.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484163|ref|WP_006438986.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484164|ref|WP_006438987.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484165|ref|WP_006438988.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484166|ref|WP_006438989.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484167|ref|WP_006438990.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484168|ref|WP_006438991.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484169|ref|WP_006438992.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484170|ref|WP_006438993.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484171|ref|WP_006438994.1|	bile acid-CoA ligase [[Clostridium] hiranonis] 
gi|493484172|ref|WP_006438995.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484173|ref|WP_006438996.1|	bile acid 7-alpha dehydratase [[Clostridium] hiranonis] 
gi|493484174|ref|WP_006438997.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484175|ref|WP_006438998.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484176|ref|WP_006438999.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484177|ref|WP_006439000.1|	NADH-dependent flavin oxidoreductase [[Clostridium] hiranonis] 
gi|493484178|ref|WP_006439001.1|	ribokinase [[Clostridium] hiranonis] 
gi|493484179|ref|WP_006439002.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484180|ref|WP_006439003.1|	(4Fe-4S)-binding protein [[Clostridium] hiranonis] 
gi|493484181|ref|WP_006439004.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484182|ref|WP_006439005.1|	hypothetical protein partial [[Clostridium] hiranonis] 
gi|493484183|ref|WP_006439006.1|	toxin RelE [[Clostridium] hiranonis] 
gi|493484184|ref|WP_006439007.1|	transferase [[Clostridium] hiranonis] 
gi|493484185|ref|WP_006439008.1|	chemotaxis protein CheY [[Clostridium] hiranonis] 
gi|493484186|ref|WP_006439009.1|	histidine kinase [[Clostridium] hiranonis] 
gi|493484187|ref|WP_006439010.1|	molecular chaperone [[Clostridium] hiranonis] 
gi|493484188|ref|WP_006439011.1|	cell dividion protein FtsZ [[Clostridium] hiranonis] 
gi|493484189|ref|WP_006439012.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484190|ref|WP_006439013.1|	DNA methylase N-4 [[Clostridium] hiranonis] 
gi|493484191|ref|WP_006439014.1|	DNA adenine methylase [[Clostridium] hiranonis] 
gi|493484192|ref|WP_006439015.1|	DNA methyltransferase [[Clostridium] hiranonis] 
gi|493484193|ref|WP_006439016.1|	type II restriction endonuclease [[Clostridium] hiranonis] 
gi|493484194|ref|WP_006439017.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484195|ref|WP_006439018.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484196|ref|WP_006439019.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484197|ref|WP_006439020.1|	2,4-dienoyl-CoA reductase [[Clostridium] hiranonis] 
gi|493484198|ref|WP_006439021.1|	LysR family transcriptional regulator [[Clostridium] hiranonis] 
gi|493484199|ref|WP_006439022.1|	shikimate 5-dehydrogenase [[Clostridium] hiranonis] 
gi|493484200|ref|WP_006439023.1|	MFS transporter [[Clostridium] hiranonis] 
gi|493484201|ref|WP_006439024.1|	3-dehydroquinate dehydratase [[Clostridium] hiranonis] 
gi|493484202|ref|WP_006439025.1|	C4-dicarboxylate ABC transporter substrate-binding protein [[Clostridium] hiranonis] 
gi|493484203|ref|WP_006439026.1|	C4-dicarboxylate ABC transporter permease [[Clostridium] hiranonis] 
gi|493484204|ref|WP_006439027.1|	TRAP transporter [[Clostridium] hiranonis] 
gi|493484205|ref|WP_006439028.1|	arginase [[Clostridium] hiranonis] 
gi|493484206|ref|WP_006439029.1|	siroheme synthase [[Clostridium] hiranonis] 
gi|493484209|ref|WP_006439031.1|	transposase [[Clostridium] hiranonis] 
gi|493484210|ref|WP_006439032.1|	type 11 methyltransferase [[Clostridium] hiranonis] 
gi|493484211|ref|WP_006439033.1|	hypothetical protein partial [[Clostridium] hiranonis] 
gi|493484212|ref|WP_006439034.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484213|ref|WP_006439035.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484214|ref|WP_006439036.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484215|ref|WP_006439037.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484216|ref|WP_006439038.1|	cytochrome C2 [[Clostridium] hiranonis] 
gi|493484217|ref|WP_006439039.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484218|ref|WP_006439040.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484219|ref|WP_006439041.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484220|ref|WP_006439042.1|	phosphohydrolase [[Clostridium] hiranonis] 
gi|493484221|ref|WP_006439043.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484222|ref|WP_006439044.1|	DNA topoisomerase [[Clostridium] hiranonis] 
gi|493484223|ref|WP_006439045.1|	deoxyuridine 5'-triphosphate nucleotidohydrolase [[Clostridium] hiranonis] 
gi|493484224|ref|WP_006439046.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484225|ref|WP_006439047.1|	ABC transporter substrate-binding protein [[Clostridium] hiranonis] 
gi|493484226|ref|WP_006439048.1|	ABC transporter substrate-binding protein [[Clostridium] hiranonis] 
gi|493484227|ref|WP_006439049.1|	ABC transporter [[Clostridium] hiranonis] 
gi|493484228|ref|WP_006439050.1|	ABC transporter [[Clostridium] hiranonis] 
gi|493484229|ref|WP_006439051.1|	RNA polymerase sigma factor SigI [[Clostridium] hiranonis] 
gi|493484230|ref|WP_006439052.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484231|ref|WP_006439053.1|	carbohydrate kinase [[Clostridium] hiranonis] 
gi|493484232|ref|WP_006439054.1|	peptidase [[Clostridium] hiranonis] 
gi|493484233|ref|WP_006439055.1|	peptidase [[Clostridium] hiranonis] 
gi|493484234|ref|WP_006439056.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484235|ref|WP_006439057.1|	iron hydrogenase [[Clostridium] hiranonis] 
gi|493484236|ref|WP_006439058.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484237|ref|WP_006439059.1|	DNA polymerase IV [[Clostridium] hiranonis] 
gi|493484238|ref|WP_006439060.1|	multidrug transporter MatE [[Clostridium] hiranonis] 
gi|493484239|ref|WP_006439061.1|	30S ribosomal protein S1 [[Clostridium] hiranonis] 
gi|493484240|ref|WP_006439062.1|	hydrolase [[Clostridium] hiranonis] 
gi|493484241|ref|WP_006439063.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484242|ref|WP_006439064.1|	thioesterase [[Clostridium] hiranonis] 
gi|493484243|ref|WP_006439065.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484244|ref|WP_006439066.1|	prolyl-tRNA synthetase [[Clostridium] hiranonis] 
gi|493484245|ref|WP_006439067.1|	fumarate hydratase [[Clostridium] hiranonis] 
gi|493484246|ref|WP_006439068.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484247|ref|WP_006439069.1|	type I restriction endonuclease EcoEI subunit S [[Clostridium] hiranonis] 
gi|493484248|ref|WP_006439070.1|	DNA polymerase III subunit epsilon [[Clostridium] hiranonis] 
gi|493484249|ref|WP_006439071.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484250|ref|WP_006439072.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484251|ref|WP_006439073.1|	butyrate kinase [[Clostridium] hiranonis] 
gi|493484252|ref|WP_006439074.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484253|ref|WP_006439075.1|	quinolinate synthetase [[Clostridium] hiranonis] 
gi|493484254|ref|WP_006439076.1|	L-aspartate oxidase [[Clostridium] hiranonis] 
gi|493484255|ref|WP_006439077.1|	nicotinate-nucleotide pyrophosphorylase [[Clostridium] hiranonis] 
gi|493484256|ref|WP_006439078.1|	oligoendopeptidase F [[Clostridium] hiranonis] 
gi|493484257|ref|WP_006439079.1|	glycine reductase complex protein [[Clostridium] hiranonis] 
gi|493484258|ref|WP_006439080.1|	thioredoxin reductase [[Clostridium] hiranonis] 
gi|493484259|ref|WP_006439081.1|	thioredoxin [[Clostridium] hiranonis] 
gi|493484260|ref|WP_006439082.1|	beta-aspartyl peptidase [[Clostridium] hiranonis] 
gi|493484261|ref|WP_006439083.1|	glycine/sarcosine/betaine reductase complex protein A [[Clostridium] hiranonis] 
gi|493484262|ref|WP_006439084.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484263|ref|WP_006439085.1|	beta-aspartate methyltransferase [[Clostridium] hiranonis] 
gi|493484264|ref|WP_006439086.1|	glycine reductase complex protein B subunit gamma [[Clostridium] hiranonis] 
gi|493484265|ref|WP_006439087.1|	glycine/sarcosine/betaine reductase complex protein C subunit beta [[Clostridium] hiranonis] 
gi|493484266|ref|WP_006439088.1|	glycine/sarcosine/betaine reductase complex protein C subunit alpha [[Clostridium] hiranonis] 
gi|493484267|ref|WP_006439089.1|	inosine 5'-monophosphate dehydrogenase [[Clostridium] hiranonis] 
gi|493484268|ref|WP_006439090.1|	xanthine phosphoribosyltransferase [[Clostridium] hiranonis] 
gi|493484269|ref|WP_006439091.1|	PTS sugar transporter [[Clostridium] hiranonis] 
gi|493484270|ref|WP_006439092.1|	PTS fructose transporter subunit IIA [[Clostridium] hiranonis] 
gi|493484271|ref|WP_006439093.1|	PTS galactitol transporter subunit IIB [[Clostridium] hiranonis] 
gi|493484272|ref|WP_006439094.1|	PTS galactitol transporter subunit IIC [[Clostridium] hiranonis] 
gi|493484273|ref|WP_006439095.1|	sorbitol dehydrogenase [[Clostridium] hiranonis] 
gi|493484274|ref|WP_006439096.1|	iditol 2-dehydrogenase [[Clostridium] hiranonis] 
gi|493484275|ref|WP_006439097.1|	phosphoglucomutase [[Clostridium] hiranonis] 
gi|493484277|ref|WP_006439099.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484279|ref|WP_006439100.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484280|ref|WP_006439101.1|	DNA topoisomerase III [[Clostridium] hiranonis] 
gi|493484281|ref|WP_006439102.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484282|ref|WP_006439103.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484283|ref|WP_006439104.1|	cupin [[Clostridium] hiranonis] 
gi|493484284|ref|WP_006439105.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484285|ref|WP_006439106.1|	metal-dependent hydrolase [[Clostridium] hiranonis] 
gi|493484286|ref|WP_006439107.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484287|ref|WP_006439108.1|	membrane protein [[Clostridium] hiranonis] 
gi|493484288|ref|WP_006439109.1|	asparaginyl-tRNA synthetase [[Clostridium] hiranonis] 
gi|493484289|ref|WP_006439110.1|	AraC family transcriptional regulator [[Clostridium] hiranonis] 
gi|493484290|ref|WP_006439111.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484291|ref|WP_006439112.1|	LysR family transcriptional regulator [[Clostridium] hiranonis] 
gi|493484292|ref|WP_006439113.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484293|ref|WP_006439114.1|	N-acetylmannosamine-6-phosphate 2-epimerase [[Clostridium] hiranonis] 
gi|493484294|ref|WP_006439115.1|	N-acetylneuraminate lyase [[Clostridium] hiranonis] 
gi|493484295|ref|WP_006439116.1|	sodium:solute symporter [[Clostridium] hiranonis] 
gi|493484296|ref|WP_006439117.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484297|ref|WP_006439118.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484298|ref|WP_006439119.1|	RpiR family transcriptional regulator [[Clostridium] hiranonis] 
gi|493484299|ref|WP_006439120.1|	thioesterase [[Clostridium] hiranonis] 
gi|493484300|ref|WP_006439121.1|	copper homeostasis protein CutC [[Clostridium] hiranonis] 
gi|493484301|ref|WP_006439122.1|	glycerol kinase [[Clostridium] hiranonis] 
gi|493484302|ref|WP_006439123.1|	sodium ABC transporter ATP-binding protein [[Clostridium] hiranonis] 
gi|493484303|ref|WP_006439124.1|	sodium ABC transporter permease [[Clostridium] hiranonis] 
gi|493484304|ref|WP_006439125.1|	GntR family transcriptional regulator [[Clostridium] hiranonis] 
gi|493484305|ref|WP_006439126.1|	ABC transporter [[Clostridium] hiranonis] 
gi|493484306|ref|WP_006439127.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484307|ref|WP_006439128.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484308|ref|WP_006439129.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484309|ref|WP_006439130.1|	MerR family transcriptional regulator [[Clostridium] hiranonis] 
gi|493484310|ref|WP_006439131.1|	multidrug transporter MatE [[Clostridium] hiranonis] 
gi|493484311|ref|WP_006439132.1|	RNase H [[Clostridium] hiranonis] 
gi|493484312|ref|WP_006439133.1|	tryptophan transporter [[Clostridium] hiranonis] 
gi|493484313|ref|WP_006439134.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484314|ref|WP_006439135.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484315|ref|WP_006439136.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484316|ref|WP_006439137.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484317|ref|WP_006439138.1|	aldehyde dehydrogenase [[Clostridium] hiranonis] 
gi|493484318|ref|WP_006439139.1|	transporter [[Clostridium] hiranonis] 
gi|493484319|ref|WP_006439140.1|	membrane protein [[Clostridium] hiranonis] 
gi|493484320|ref|WP_006439141.1|	membrane protein [[Clostridium] hiranonis] 
gi|493484321|ref|WP_006439142.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484322|ref|WP_006439143.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484323|ref|WP_006439144.1|	GTP cyclohydrolase I [[Clostridium] hiranonis] 
gi|493484324|ref|WP_006439145.1|	dihydropteroate synthase [[Clostridium] hiranonis] 
gi|493484325|ref|WP_006439146.1|	dienelactone hydrolase [[Clostridium] hiranonis] 
gi|493484326|ref|WP_006439147.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484328|ref|WP_006439149.1|	DNA primase [[Clostridium] hiranonis] 
gi|493484330|ref|WP_006439151.1|	RNA polymerase sigma factor RpoD [[Clostridium] hiranonis] 
gi|493484332|ref|WP_006439152.1|	SAM-dependent methyltransferase [[Clostridium] hiranonis] 
gi|493484333|ref|WP_006439153.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484334|ref|WP_006439154.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484335|ref|WP_006439155.1|	GntR family transcriptional regulator [[Clostridium] hiranonis] 
gi|493484336|ref|WP_006439156.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484337|ref|WP_006439157.1|	purine nucleoside phosphorylase [[Clostridium] hiranonis] 
gi|493484338|ref|WP_006439158.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484339|ref|WP_006439159.1|	macrolide ABC transporter ATP-binding protein [[Clostridium] hiranonis] 
gi|493484340|ref|WP_006439160.1|	ABC transporter permease [[Clostridium] hiranonis] 
gi|493484341|ref|WP_006439161.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484342|ref|WP_006439162.1|	membrane protein [[Clostridium] hiranonis] 
gi|493484343|ref|WP_006439163.1|	membrane protein [[Clostridium] hiranonis] 
gi|493484344|ref|WP_006439164.1|	glyceraldehyde-3-phosphate dehydrogenase [[Clostridium] hiranonis] 
gi|493484345|ref|WP_006439165.1|	membrane protein [[Clostridium] hiranonis] 
gi|493484346|ref|WP_006439166.1|	2-hydroxyglutaryl-CoA dehydratase [[Clostridium] hiranonis] 
gi|493484347|ref|WP_006439167.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484348|ref|WP_006439168.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484349|ref|WP_006439169.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484350|ref|WP_006439170.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484351|ref|WP_006439171.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484352|ref|WP_006439172.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484353|ref|WP_006439173.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484354|ref|WP_006439174.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484355|ref|WP_006439175.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484356|ref|WP_006439176.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484357|ref|WP_006439177.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484358|ref|WP_006439178.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484359|ref|WP_006439179.1|	ABC transporter ATP-binding protein [[Clostridium] hiranonis] 
gi|493484360|ref|WP_006439180.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484361|ref|WP_006439181.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484362|ref|WP_006439182.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484363|ref|WP_006439183.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484364|ref|WP_006439184.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484365|ref|WP_006439185.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484366|ref|WP_006439186.1|	ABC transporter ATP-binding protein [[Clostridium] hiranonis] 
gi|493484367|ref|WP_006439187.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484368|ref|WP_006439188.1|	amino acid ABC transporter substrate-binding protein [[Clostridium] hiranonis] 
gi|493484369|ref|WP_006439189.1|	amino acid ABC transporter permease [[Clostridium] hiranonis] 
gi|493484370|ref|WP_006439190.1|	amino acid ABC transporter ATPase [[Clostridium] hiranonis] 
gi|493484371|ref|WP_006439191.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484372|ref|WP_006439192.1|	peptidylprolyl isomerase [[Clostridium] hiranonis] 
gi|493484374|ref|WP_006439193.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484375|ref|WP_006439194.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484376|ref|WP_006439195.1|	carbonate dehydratase [[Clostridium] hiranonis] 
gi|493484377|ref|WP_006439196.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484378|ref|WP_006439197.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484379|ref|WP_006439198.1|	ABC transporter [[Clostridium] hiranonis] 
gi|493484380|ref|WP_006439199.1|	ABC transporter [[Clostridium] hiranonis] 
gi|493484381|ref|WP_006439200.1|	membrane protein [[Clostridium] hiranonis] 
gi|493484382|ref|WP_006439201.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484383|ref|WP_006439202.1|	preprotein translocase subunit TatB [[Clostridium] hiranonis] 
gi|493484384|ref|WP_006439203.1|	membrane protein [[Clostridium] hiranonis] 
gi|493484385|ref|WP_006439204.1|	cysteine desulfurase [[Clostridium] hiranonis] 
gi|493484386|ref|WP_006439205.1|	cell surface protein [[Clostridium] hiranonis] 
gi|493484387|ref|WP_006439206.1|	2-hydroxyglutaryl-CoA dehydratase [[Clostridium] hiranonis] 
gi|493484388|ref|WP_006439207.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484389|ref|WP_006439208.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484390|ref|WP_006439209.1|	peptide synthetase [[Clostridium] hiranonis] 
gi|493484391|ref|WP_006439210.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484392|ref|WP_006439211.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484393|ref|WP_006439212.1|	multidrug ABC transporter ATP-binding protein [[Clostridium] hiranonis] 
gi|493484394|ref|WP_006439213.1|	GntR family transcriptional regulator [[Clostridium] hiranonis] 
gi|493484395|ref|WP_006439214.1|	D-alanine--D-alanine ligase [[Clostridium] hiranonis] 
gi|493484396|ref|WP_006439215.1|	damage-inducible protein CinA [[Clostridium] hiranonis] 
gi|493484397|ref|WP_006439216.1|	hydrolase [[Clostridium] hiranonis] 
gi|493484398|ref|WP_006439217.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484399|ref|WP_006439218.1|	ATPase AAA [[Clostridium] hiranonis] 
gi|493484400|ref|WP_006439219.1|	membrane protein [[Clostridium] hiranonis] 
gi|493484401|ref|WP_006439220.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484402|ref|WP_006439221.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484403|ref|WP_006439222.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484404|ref|WP_006439223.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484405|ref|WP_006439224.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484406|ref|WP_006439225.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484407|ref|WP_006439226.1|	hypothetical protein [[Clostridium] hiranonis] 
gi|493484408|ref|WP_006439227.1|	ATP-dependent Clp protease ATP-binding protein [[Clostridium] hiranonis] 
gi|493484409|ref|WP_006439228.1|	methionine ABC transporter ATP-binding protein [[Clostridium] hiranonis] 
gi|493484410|ref|WP_006439229.1|	methionine ABC transporter permease [[Clostridium] hiranonis] 
