gi|495665869|ref|WP_008390448.1|	hypothetical protein partial [Clostridium sp. SS2/1] 
gi|495665977|ref|WP_008390556.1|	transcription termination factor Rho [Clostridium sp. SS2/1] 
gi|495665979|ref|WP_008390558.1|	RNA polymerase sigma70 [Clostridium sp. SS2/1] 
gi|495665980|ref|WP_008390559.1|	MULTISPECIES: histidine kinase [Clostridiales] 
gi|495665983|ref|WP_008390562.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495665985|ref|WP_008390564.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495665986|ref|WP_008390565.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495665988|ref|WP_008390567.1|	MULTISPECIES: haloacid dehalogenase [Clostridiales] 
gi|495665990|ref|WP_008390569.1|	MULTISPECIES: homoserine O-succinyltransferase [Clostridiales] 
gi|495665992|ref|WP_008390571.1|	DNA ligase [Clostridium sp. SS2/1] 
gi|495665994|ref|WP_008390573.1|	MULTISPECIES: pseudouridylate synthase [Clostridiales] 
gi|495665996|ref|WP_008390575.1|	MULTISPECIES: metallo-beta-lactamase [Clostridiales] 
gi|495665998|ref|WP_008390577.1|	MULTISPECIES: acetyltransferase [Clostridiales] 
gi|495665999|ref|WP_008390578.1|	MULTISPECIES: 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [Clostridiales] 
gi|495666002|ref|WP_008390581.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666003|ref|WP_008390582.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666005|ref|WP_008390584.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666007|ref|WP_008390586.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666009|ref|WP_008390588.1|	peptidase [Clostridium sp. SS2/1] 
gi|495666010|ref|WP_008390589.1|	transposase [Clostridium sp. SS2/1] 
gi|495666012|ref|WP_008390591.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666014|ref|WP_008390593.1|	haloacid dehalogenase [Clostridium sp. SS2/1] 
gi|495666016|ref|WP_008390595.1|	single-stranded DNA exonuclease [Clostridium sp. SS2/1] 
gi|495666018|ref|WP_008390597.1|	MULTISPECIES: preprotein translocase subunit SecD [Clostridiales] 
gi|495666019|ref|WP_008390598.1|	radical SAM protein [Clostridium sp. SS2/1] 
gi|495666020|ref|WP_008390599.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666021|ref|WP_008390600.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666022|ref|WP_008390601.1|	MULTISPECIES: histidinol phosphatase [Clostridiales] 
gi|495666023|ref|WP_008390602.1|	MULTISPECIES: preprotein translocase subunit YajC [Clostridiales] 
gi|495666024|ref|WP_008390603.1|	MULTISPECIES: queuine tRNA-ribosyltransferase [Clostridiales] 
gi|495666025|ref|WP_008390604.1|	MULTISPECIES: chorismate synthase [Clostridiales] 
gi|495666026|ref|WP_008390605.1|	MULTISPECIES: S1 RNA binding domain protein [Clostridiales] 
gi|495666027|ref|WP_008390606.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666028|ref|WP_008390607.1|	MULTISPECIES: kinase [Clostridiales] 
gi|495666029|ref|WP_008390608.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666030|ref|WP_008390609.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666031|ref|WP_008390610.1|	peptidase [Clostridium sp. SS2/1] 
gi|495666032|ref|WP_008390611.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666033|ref|WP_008390612.1|	MULTISPECIES: threonine synthase [Clostridiales] 
gi|495666034|ref|WP_008390613.1|	MULTISPECIES: amidohydrolase [Clostridiales] 
gi|495666035|ref|WP_008390614.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666036|ref|WP_008390615.1|	phosphoglycerate mutase [Clostridium sp. SS2/1] 
gi|495666037|ref|WP_008390616.1|	MULTISPECIES: thioesterase [Clostridiales] 
gi|495666038|ref|WP_008390617.1|	MULTISPECIES: membrane protein [Clostridiales] 
gi|495666039|ref|WP_008390618.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666040|ref|WP_008390619.1|	MULTISPECIES: phospho-2-dehydro-3-deoxyheptonate aldolase [Clostridiales] 
gi|495666041|ref|WP_008390620.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666042|ref|WP_008390621.1|	MULTISPECIES: NUDIX hydrolase [Clostridiales] 
gi|495666043|ref|WP_008390622.1|	MULTISPECIES: ribonuclease [Clostridiales] 
gi|495666044|ref|WP_008390623.1|	MULTISPECIES: cyclomaltodextrinase [Clostridiales] 
gi|495666045|ref|WP_008390624.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666046|ref|WP_008390625.1|	macrolide ABC transporter ATP-binding protein [Clostridium sp. SS2/1] 
gi|495666048|ref|WP_008390627.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666050|ref|WP_008390629.1|	MULTISPECIES: transposase [Clostridiales] 
gi|495666052|ref|WP_008390631.1|	MULTISPECIES: DNA-binding protein [Clostridiales] 
gi|495666054|ref|WP_008390633.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666055|ref|WP_008390634.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666057|ref|WP_008390636.1|	MULTISPECIES: carbonate dehydratase [Clostridiales] 
gi|495666058|ref|WP_008390637.1|	MULTISPECIES: prolyl-tRNA synthetase [Clostridiales] 
gi|495666059|ref|WP_008390638.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666060|ref|WP_008390639.1|	MULTISPECIES: peptidoglycan-binding protein [Clostridiales] 
gi|495666061|ref|WP_008390640.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666062|ref|WP_008390641.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666063|ref|WP_008390642.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666064|ref|WP_008390643.1|	MULTISPECIES: diacylglycerol kinase [Clostridiales] 
gi|495666065|ref|WP_008390644.1|	MULTISPECIES: thymidylate synthase [Clostridiales] 
gi|495666067|ref|WP_008390646.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666068|ref|WP_008390647.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666069|ref|WP_008390648.1|	MULTISPECIES: histidinol-phosphate aminotransferase [Clostridiales] 
gi|495666070|ref|WP_008390649.1|	MULTISPECIES: aspartate aminotransferase [Clostridiales] 
gi|495666071|ref|WP_008390650.1|	MULTISPECIES: tryptophan synthase subunit alpha [Clostridiales] 
gi|495666072|ref|WP_008390651.1|	MULTISPECIES: tryptophan synthase subunit beta [Clostridiales] 
gi|495666073|ref|WP_008390652.1|	MULTISPECIES: N-(5'-phosphoribosyl)anthranilate isomerase [Clostridiales] 
gi|495666074|ref|WP_008390653.1|	indole-3-glycerol phosphate synthase [Clostridium sp. SS2/1] 
gi|495666076|ref|WP_008390655.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666078|ref|WP_008390657.1|	anthranilate synthase subunit I [Clostridium sp. SS2/1] 
gi|495666079|ref|WP_008390658.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666081|ref|WP_008390660.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666083|ref|WP_008390662.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666085|ref|WP_008390664.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666087|ref|WP_008390666.1|	ankyrin [Clostridium sp. SS2/1] 
gi|495666089|ref|WP_008390668.1|	TetR family transcriptional regulator [Clostridium sp. SS2/1] 
gi|495666091|ref|WP_008390670.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666093|ref|WP_008390672.1|	transposase [Clostridium sp. SS2/1] 
gi|495666094|ref|WP_008390673.1|	MULTISPECIES: homoserine dehydrogenase [Clostridiales] 
gi|495666095|ref|WP_008390674.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666096|ref|WP_008390675.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666097|ref|WP_008390676.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666099|ref|WP_008390678.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666101|ref|WP_008390680.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666102|ref|WP_008390681.1|	phosphoesterase [Clostridium sp. SS2/1] 
gi|495666103|ref|WP_008390682.1|	MULTISPECIES: CTP synthetase [Clostridiales] 
gi|495666104|ref|WP_008390683.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666105|ref|WP_008390684.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666106|ref|WP_008390685.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666107|ref|WP_008390686.1|	MULTISPECIES: ABC transporter [Clostridiales] 
gi|495666108|ref|WP_008390687.1|	MULTISPECIES: GntR family transcriptional regulator [Clostridiales] 
gi|495666109|ref|WP_008390688.1|	MULTISPECIES: dihydroxyacetone kinase [Clostridiales] 
gi|495666110|ref|WP_008390689.1|	MULTISPECIES: dihydroxyacetone kinase subunit K [Clostridiales] 
gi|495666112|ref|WP_008390691.1|	MULTISPECIES: xylose isomerase [Clostridiales] 
gi|495666114|ref|WP_008390693.1|	MULTISPECIES: ribose 5-phosphate isomerase [Clostridiales] 
gi|495666116|ref|WP_008390695.1|	MULTISPECIES: hydrolase [Clostridiales] 
gi|495666118|ref|WP_008390697.1|	MULTISPECIES: hydrolase [Clostridiales] 
gi|495666120|ref|WP_008390699.1|	MULTISPECIES: cupin [Clostridiales] 
gi|495666122|ref|WP_008390701.1|	MULTISPECIES: PTS sugar transporter [Clostridiales] 
gi|495666124|ref|WP_008390703.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666126|ref|WP_008390705.1|	MULTISPECIES: PTS sugar transporter [Clostridiales] 
gi|495666127|ref|WP_008390706.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666128|ref|WP_008390707.1|	MULTISPECIES: PTS sugar transporter [Clostridiales] 
gi|495666130|ref|WP_008390709.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666132|ref|WP_008390711.1|	hydrolase [Clostridium sp. SS2/1] 
gi|495665895|ref|WP_008390474.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666144|ref|WP_008390723.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495665894|ref|WP_008390473.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495665895|ref|WP_008390474.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666159|ref|WP_008390738.1|	hydrolase [Clostridium sp. SS2/1] 
gi|495666160|ref|WP_008390739.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666162|ref|WP_008390741.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666164|ref|WP_008390743.1|	MULTISPECIES: methionine aminopeptidase [Clostridiales] 
gi|495666165|ref|WP_008390744.1|	membrane protein [Clostridium sp. SS2/1] 
gi|495666166|ref|WP_008390745.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666167|ref|WP_008390746.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666168|ref|WP_008390747.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666169|ref|WP_008390748.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666170|ref|WP_008390749.1|	transposase IS116/IS110/IS902 family [Clostridium sp. SS2/1] 
gi|495666171|ref|WP_008390750.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666172|ref|WP_008390751.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666173|ref|WP_008390752.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666175|ref|WP_008390754.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666177|ref|WP_008390756.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666178|ref|WP_008390757.1|	MULTISPECIES: integrase [Clostridiales] 
gi|495666179|ref|WP_008390758.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666180|ref|WP_008390759.1|	ATP-dependent OLD family endonuclease [Clostridium sp. SS2/1] 
gi|495666181|ref|WP_008390760.1|	radical SAM protein [Clostridium sp. SS2/1] 
gi|495666182|ref|WP_008390761.1|	phosphoesterase [Clostridium sp. SS2/1] 
gi|495666183|ref|WP_008390762.1|	3-methyladenine DNA glycosylase [Clostridium sp. SS2/1] 
gi|495666184|ref|WP_008390763.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666185|ref|WP_008390764.1|	threonyl-tRNA synthetase [Clostridium sp. SS2/1] 
gi|495666186|ref|WP_008390765.1|	DNA-binding protein [Clostridium sp. SS2/1] 
gi|495666187|ref|WP_008390766.1|	MULTISPECIES: prevent-host-death protein [Clostridiales] 
gi|495666189|ref|WP_008390768.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666192|ref|WP_008390771.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666194|ref|WP_008390773.1|	iron transporter FeoB [Clostridium sp. SS2/1] 
gi|495666197|ref|WP_008390776.1|	MULTISPECIES: cytochrome C biosynthesis protein [Clostridiales] 
gi|495666199|ref|WP_008390778.1|	MULTISPECIES: ATP-dependent Lon protease [Clostridiales] 
gi|495666200|ref|WP_008390779.1|	acyltransferase [Clostridium sp. SS2/1] 
gi|495666202|ref|WP_008390781.1|	MULTISPECIES: choloylglycine hydrolase [Clostridiales] 
gi|495666203|ref|WP_008390782.1|	fusaric acid resistance protein [Clostridium sp. SS2/1] 
gi|495666206|ref|WP_008390785.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666208|ref|WP_008390787.1|	MULTISPECIES: cation transporter [Clostridiales] 
gi|495666210|ref|WP_008390789.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666211|ref|WP_008390790.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666213|ref|WP_008390792.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666215|ref|WP_008390794.1|	rRNA methyltransferase [Clostridium sp. SS2/1] 
gi|495666216|ref|WP_008390795.1|	peptidylprolyl isomerase [Clostridium sp. SS2/1] 
gi|495666218|ref|WP_008390797.1|	L-sorbose 1-phosphate reductase [Clostridium sp. SS2/1] 
gi|495666220|ref|WP_008390799.1|	LysR family transcriptional regulator [Clostridium sp. SS2/1] 
gi|495666222|ref|WP_008390801.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666224|ref|WP_008390803.1|	MULTISPECIES: 2-ketoisovalerate ferredoxin oxidoreductase subunit alpha [Clostridiales] 
gi|495666226|ref|WP_008390805.1|	MULTISPECIES: ferredoxin [Clostridiales] 
gi|495666227|ref|WP_008390806.1|	pyruvate synthase [Clostridium sp. SS2/1] 
gi|495666228|ref|WP_008390807.1|	spermidine/putrescine ABC transporter substrate-binding protein [Clostridium sp. SS2/1] 
gi|495666230|ref|WP_008390809.1|	spermidine/putrescine ABC transporter permease [Clostridium sp. SS2/1] 
gi|495666231|ref|WP_008390810.1|	MULTISPECIES: ABC transporter permease [Clostridiales] 
gi|495666232|ref|WP_008390811.1|	transporter [Clostridium sp. SS2/1] 
gi|495666233|ref|WP_008390812.1|	transposase [Clostridium sp. SS2/1] 
gi|495666234|ref|WP_008390813.1|	transposase [Clostridium sp. SS2/1] 
gi|495666235|ref|WP_008390814.1|	MerR family transcripitonal regulator [Clostridium sp. SS2/1] 
gi|495666236|ref|WP_008390815.1|	2-hydroxyglutaryl-CoA dehydratase [Clostridium sp. SS2/1] 
gi|495666237|ref|WP_008390816.1|	2-hydroxyglutaryl-CoA dehydratase [Clostridium sp. SS2/1] 
gi|495666238|ref|WP_008390817.1|	MULTISPECIES: uracil permease [Clostridiales] 
gi|495666239|ref|WP_008390818.1|	MULTISPECIES: succinyl-CoA:3-ketoacid-CoA transferase [Clostridiales] 
gi|495666240|ref|WP_008390819.1|	MULTISPECIES: acetoacetate:butyrate CoA transferase [Clostridiales] 
gi|495666241|ref|WP_008390820.1|	enoyl-CoA hydratase [Clostridium sp. SS2/1] 
gi|495666242|ref|WP_008390821.1|	MULTISPECIES: pyruvate formate lyase-activating protein [Clostridiales] 
gi|495666243|ref|WP_008390822.1|	MULTISPECIES: formate acetyltransferase [Clostridiales] 
gi|495666244|ref|WP_008390823.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666245|ref|WP_008390824.1|	DNA methylase [Clostridium sp. SS2/1] 
gi|495666246|ref|WP_008390825.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666247|ref|WP_008390826.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666249|ref|WP_008390828.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666251|ref|WP_008390830.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666253|ref|WP_008390832.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666254|ref|WP_008390833.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666255|ref|WP_008390834.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666256|ref|WP_008390835.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666257|ref|WP_008390836.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666258|ref|WP_008390837.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666259|ref|WP_008390838.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666260|ref|WP_008390839.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666261|ref|WP_008390840.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666262|ref|WP_008390841.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666263|ref|WP_008390842.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666266|ref|WP_008390845.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666267|ref|WP_008390846.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666269|ref|WP_008390848.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666271|ref|WP_008390850.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666273|ref|WP_008390852.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666275|ref|WP_008390854.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666277|ref|WP_008390856.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666279|ref|WP_008390858.1|	MULTISPECIES: phage portal protein [Clostridiales] 
gi|495666280|ref|WP_008390859.1|	MULTISPECIES: terminase [Clostridiales] 
gi|495666281|ref|WP_008390860.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666282|ref|WP_008390861.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666283|ref|WP_008390862.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666284|ref|WP_008390863.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666285|ref|WP_008390864.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666286|ref|WP_008390865.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666287|ref|WP_008390866.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666288|ref|WP_008390867.1|	MULTISPECIES: phage tail protein [Clostridiales] 
gi|495666289|ref|WP_008390868.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666291|ref|WP_008390870.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666293|ref|WP_008390872.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666296|ref|WP_008390875.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666297|ref|WP_008390876.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666299|ref|WP_008390878.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666301|ref|WP_008390880.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666302|ref|WP_008390881.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666303|ref|WP_008390882.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666304|ref|WP_008390883.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666305|ref|WP_008390884.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666306|ref|WP_008390885.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666307|ref|WP_008390886.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666308|ref|WP_008390887.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666309|ref|WP_008390888.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666310|ref|WP_008390889.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666312|ref|WP_008390891.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666314|ref|WP_008390893.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666316|ref|WP_008390895.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666317|ref|WP_008390896.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666319|ref|WP_008390898.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666321|ref|WP_008390900.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666323|ref|WP_008390902.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666325|ref|WP_008390904.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666326|ref|WP_008390905.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666327|ref|WP_008390906.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666328|ref|WP_008390907.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666329|ref|WP_008390908.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666330|ref|WP_008390909.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666331|ref|WP_008390910.1|	histidine kinase [Clostridium sp. SS2/1] 
gi|495666332|ref|WP_008390911.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666333|ref|WP_008390912.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666334|ref|WP_008390913.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666336|ref|WP_008390915.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666339|ref|WP_008390918.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666341|ref|WP_008390920.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666342|ref|WP_008390921.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666344|ref|WP_008390923.1|	hypothetical protein [Clostridium sp. SS2/1] 
gi|495666346|ref|WP_008390925.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495666349|ref|WP_008390928.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
