gi|490742429|ref|WP_004604737.1|	hypothetical protein partial [[Clostridium] scindens] 
gi|488632548|ref|WP_002569233.1|	MULTISPECIES: chorismate synthase [Bacteria] 
gi|488632549|ref|WP_002569234.1|	MULTISPECIES: ATP-binding protein [Firmicutes] 
gi|490742513|ref|WP_004604821.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742514|ref|WP_004604822.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488632552|ref|WP_002569237.1|	MULTISPECIES: relaxase [Firmicutes] 
gi|490742515|ref|WP_004604823.1|	MULTISPECIES: mobilization protein [Clostridiales] 
gi|490742516|ref|WP_004604824.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489600895|ref|WP_003505336.1|	MULTISPECIES: transcriptional regulator [Firmicutes] 
gi|489600897|ref|WP_003505338.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489600959|ref|WP_003505400.1|	MULTISPECIES: methyltransferase [Firmicutes] 
gi|490742517|ref|WP_004604825.1|	MULTISPECIES: transcriptional regulator [Clostridiales] 
gi|489600961|ref|WP_003505402.1|	MULTISPECIES: tetracycline resistance protein tetM [Firmicutes] 
gi|489600962|ref|WP_003505403.1|	MULTISPECIES: phosphotransferase [Firmicutes] 
gi|490742518|ref|WP_004604826.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742519|ref|WP_004604827.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742520|ref|WP_004604828.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742521|ref|WP_004604829.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742522|ref|WP_004604830.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742523|ref|WP_004604831.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742524|ref|WP_004604832.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742525|ref|WP_004604833.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742526|ref|WP_004604834.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742527|ref|WP_004604835.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742528|ref|WP_004604836.1|	dolichol monophosphate mannose synthase [[Clostridium] scindens] 
gi|490742529|ref|WP_004604837.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742530|ref|WP_004604838.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490742531|ref|WP_004604839.1|	MULTISPECIES: GNAT family acetyltransferase [Lachnospiraceae] 
gi|490742532|ref|WP_004604840.1|	GNAT family acetyltraansferase [[Clostridium] scindens] 
gi|490742533|ref|WP_004604841.1|	acetyltransferase [[Clostridium] scindens] 
gi|490742534|ref|WP_004604842.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742535|ref|WP_004604843.1|	resolvase [[Clostridium] scindens] 
gi|490742536|ref|WP_004604844.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742537|ref|WP_004604845.1|	virulence-associated protein E [[Clostridium] scindens] 
gi|490742538|ref|WP_004604846.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742539|ref|WP_004604847.1|	hypothetical protein partial [[Clostridium] scindens] 
gi|490742540|ref|WP_004604848.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742541|ref|WP_004604849.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742542|ref|WP_004604850.1|	general secretion pathway protein [[Clostridium] scindens] 
gi|490742543|ref|WP_004604851.1|	hypothetical protein partial [[Clostridium] scindens] 
gi|490742544|ref|WP_004604852.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490742545|ref|WP_004604853.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742596|ref|WP_004604904.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742597|ref|WP_004604905.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742598|ref|WP_004604906.1|	MULTISPECIES: lactose ABC transporter permease [Lachnospiraceae] 
gi|490742599|ref|WP_004604907.1|	lactose ABC transporter permease [[Clostridium] scindens] 
gi|490742600|ref|WP_004604908.1|	MULTISPECIES: ABC transporter substrate-binding protein [Lachnospiraceae] 
gi|490742602|ref|WP_004604910.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742601|ref|WP_004604909.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742603|ref|WP_004604911.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742604|ref|WP_004604912.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742605|ref|WP_004604913.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742606|ref|WP_004604914.1|	beta-galactosidase [[Clostridium] scindens] 
gi|490742607|ref|WP_004604915.1|	MULTISPECIES: UDP-glucose 4-epimerase [Lachnospiraceae] 
gi|490742608|ref|WP_004604916.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742609|ref|WP_004604917.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742610|ref|WP_004604918.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742611|ref|WP_004604919.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742612|ref|WP_004604920.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742613|ref|WP_004604921.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742614|ref|WP_004604922.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742615|ref|WP_004604923.1|	serine recombinase [[Clostridium] scindens] 
gi|490742546|ref|WP_004604854.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742547|ref|WP_004604855.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742548|ref|WP_004604856.1|	serine recombinase [[Clostridium] scindens] 
gi|490742549|ref|WP_004604857.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742550|ref|WP_004604858.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742551|ref|WP_004604859.1|	ABC transporter [[Clostridium] scindens] 
gi|490742552|ref|WP_004604860.1|	molybdate ABC transporter permease [[Clostridium] scindens] 
gi|490742553|ref|WP_004604861.1|	molybdenum ABC transporter substrate-binding protein [[Clostridium] scindens] 
gi|490742554|ref|WP_004604862.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742555|ref|WP_004604863.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742556|ref|WP_004604864.1|	molybdopterin-binding protein [[Clostridium] scindens] 
gi|490742557|ref|WP_004604865.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742558|ref|WP_004604866.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742559|ref|WP_004604867.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490742560|ref|WP_004604868.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742561|ref|WP_004604869.1|	MULTISPECIES: polyketide cyclase [Lachnospiraceae] 
gi|490742562|ref|WP_004604870.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742563|ref|WP_004604871.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742564|ref|WP_004604872.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742565|ref|WP_004604873.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742566|ref|WP_004604874.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742567|ref|WP_004604875.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742568|ref|WP_004604876.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742569|ref|WP_004604877.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742570|ref|WP_004604878.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742571|ref|WP_004604879.1|	CRISPR-associated protein Cas2 [[Clostridium] scindens] 
gi|490742572|ref|WP_004604880.1|	CRISPR-associated protein Cas1 [[Clostridium] scindens] 
gi|490742573|ref|WP_004604881.1|	CRISPR-associated protein Cas4 [[Clostridium] scindens] 
gi|490742574|ref|WP_004604882.1|	CRISPR-associated protein [[Clostridium] scindens] 
gi|490742575|ref|WP_004604883.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742576|ref|WP_004604884.1|	MULTISPECIES: CRISPR-associated protein Cas5 [Lachnospiraceae] 
gi|490742577|ref|WP_004604885.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742578|ref|WP_004604886.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490742579|ref|WP_004604887.1|	hisitidine kinase [[Clostridium] scindens] 
gi|490742580|ref|WP_004604888.1|	alpha-L-fucosidase [[Clostridium] scindens] 
gi|490742581|ref|WP_004604889.1|	MULTISPECIES: sugar ABC transporter permease [Lachnospiraceae] 
gi|490742582|ref|WP_004604890.1|	transposase [[Clostridium] scindens] 
gi|490742583|ref|WP_004604891.1|	sugar ABC transporter permease [[Clostridium] scindens] 
gi|490742584|ref|WP_004604892.1|	ABC transporter substrate-binding protein [[Clostridium] scindens] 
gi|490742585|ref|WP_004604893.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742586|ref|WP_004604894.1|	MULTISPECIES: kojibiose phosphorylase [Lachnospiraceae] 
gi|490742587|ref|WP_004604895.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742588|ref|WP_004604896.1|	MULTISPECIES: histidine kinase [Lachnospiraceae] 
gi|490742589|ref|WP_004604897.1|	MULTISPECIES: cytochrome C oxidase subunit IV [Lachnospiraceae] 
gi|490742590|ref|WP_004604898.1|	oxidoreductase [[Clostridium] scindens] 
gi|490742591|ref|WP_004604899.1|	fucose isomerase [[Clostridium] scindens] 
gi|490742592|ref|WP_004604900.1|	MULTISPECIES: AraC family transcriptional regulator [Lachnospiraceae] 
gi|490742593|ref|WP_004604901.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742594|ref|WP_004604902.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490742595|ref|WP_004604903.1|	hypothetical protein partial [[Clostridium] scindens] 
gi|490742616|ref|WP_004604924.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742617|ref|WP_004604925.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742618|ref|WP_004604926.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742619|ref|WP_004604927.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742620|ref|WP_004604928.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742621|ref|WP_004604929.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490742622|ref|WP_004604930.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742623|ref|WP_004604931.1|	transposase [[Clostridium] scindens] 
gi|490742624|ref|WP_004604932.1|	LysR family transcriptional regulator [[Clostridium] scindens] 
gi|490742625|ref|WP_004604933.1|	MULTISPECIES: sodium:proton antiporter [Lachnospiraceae] 
gi|490742626|ref|WP_004604934.1|	sodium:proton antiporter [[Clostridium] scindens] 
gi|490742627|ref|WP_004604935.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742628|ref|WP_004604936.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490742629|ref|WP_004604937.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490742630|ref|WP_004604938.1|	MULTISPECIES: oxidoreductase [Lachnospiraceae] 
gi|490742631|ref|WP_004604939.1|	C4-dicarboxylate ABC transporter [[Clostridium] scindens] 
gi|490742632|ref|WP_004604940.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742633|ref|WP_004604941.1|	MULTISPECIES: ABC transporter ATP-binding protein [Lachnospiraceae] 
gi|490742634|ref|WP_004604942.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742635|ref|WP_004604943.1|	MULTISPECIES: transcriptional regulator [Lachnospiraceae] 
gi|490742636|ref|WP_004604944.1|	peptide ABC transporter ATP-binding protein [[Clostridium] scindens] 
gi|490742637|ref|WP_004604945.1|	ABC transporter permease [[Clostridium] scindens] 
gi|490742638|ref|WP_004604946.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490742639|ref|WP_004604947.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742640|ref|WP_004604948.1|	ArsR family transcriptional regulator [[Clostridium] scindens] 
gi|490742641|ref|WP_004604949.1|	membrane protein [[Clostridium] scindens] 
gi|490742642|ref|WP_004604950.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742643|ref|WP_004604951.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742644|ref|WP_004604952.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742645|ref|WP_004604953.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742646|ref|WP_004604954.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742647|ref|WP_004604955.1|	transcriptional regulator [[Clostridium] scindens] 
gi|490742648|ref|WP_004604956.1|	D-ribose transporter ATP binding protein [[Clostridium] scindens] 
gi|490742649|ref|WP_004604957.1|	ribose ABC transporter permease [[Clostridium] scindens] 
gi|490742650|ref|WP_004604958.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742651|ref|WP_004604959.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742652|ref|WP_004604960.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742653|ref|WP_004604961.1|	carbohydrate kinase [[Clostridium] scindens] 
gi|490742654|ref|WP_004604962.1|	L-xylulose 5-phosphate 3-epimerase [[Clostridium] scindens] 
gi|490742655|ref|WP_004604963.1|	oxidoreductase [[Clostridium] scindens] 
gi|490742656|ref|WP_004604964.1|	L-ribulose-5-phosphate 4-epimerase [[Clostridium] scindens] 
gi|490742657|ref|WP_004604965.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742658|ref|WP_004604966.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742659|ref|WP_004604967.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742660|ref|WP_004604968.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742661|ref|WP_004604969.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742662|ref|WP_004604970.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742663|ref|WP_004604971.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742664|ref|WP_004604972.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742665|ref|WP_004604973.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742666|ref|WP_004604974.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742667|ref|WP_004604975.1|	MerR family transcriptional regulator [[Clostridium] scindens] 
gi|490742680|ref|WP_004604988.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742679|ref|WP_004604987.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742681|ref|WP_004604989.1|	sensory histidine kinase [[Clostridium] scindens] 
gi|490742682|ref|WP_004604990.1|	MULTISPECIES: histidine kinase [Lachnospiraceae] 
gi|490742683|ref|WP_004604991.1|	inosine 5'-monophosphate dehydrogenase [[Clostridium] scindens] 
gi|490742684|ref|WP_004604992.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742685|ref|WP_004604993.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490742686|ref|WP_004604994.1|	endonuclease IV [[Clostridium] scindens] 
gi|490742687|ref|WP_004604995.1|	MULTISPECIES: methyltransferase [Lachnospiraceae] 
gi|490742688|ref|WP_004604996.1|	MULTISPECIES: membrane protein [Lachnospiraceae] 
gi|490742689|ref|WP_004604997.1|	MULTISPECIES: pyridoxamine 5-phosphate oxidase [Lachnospiraceae] 
gi|490742690|ref|WP_004604998.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490742691|ref|WP_004604999.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742692|ref|WP_004605000.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742693|ref|WP_004605001.1|	MULTISPECIES: transporter [Lachnospiraceae] 
gi|490742694|ref|WP_004605002.1|	iron hydrogenase [[Clostridium] scindens] 
gi|490742695|ref|WP_004605003.1|	diguanylate cyclase [[Clostridium] scindens] 
gi|490742696|ref|WP_004605004.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742697|ref|WP_004605005.1|	MULTISPECIES: thiamine biosynthesis protein ThiF [Lachnospiraceae] 
gi|490742698|ref|WP_004605006.1|	MULTISPECIES: thiazole synthase [Lachnospiraceae] 
gi|490742699|ref|WP_004605007.1|	MULTISPECIES: thiamine biosynthesis protein ThiH [Lachnospiraceae] 
gi|490742700|ref|WP_004605008.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742701|ref|WP_004605009.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490742702|ref|WP_004605010.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490742703|ref|WP_004605011.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742704|ref|WP_004605012.1|	proton-coupled thiamine transporter YuaJ [[Clostridium] scindens] 
gi|490742705|ref|WP_004605013.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490742706|ref|WP_004605014.1|	glutamate synthase [[Clostridium] scindens] 
gi|490742707|ref|WP_004605015.1|	MULTISPECIES: glutamate synthase subunit beta [Lachnospiraceae] 
gi|490742708|ref|WP_004605016.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742709|ref|WP_004605017.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742710|ref|WP_004605018.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742711|ref|WP_004605019.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742712|ref|WP_004605020.1|	30S ribosomal protein S2 [[Clostridium] scindens] 
gi|490742713|ref|WP_004605021.1|	elongation factor Ts [[Clostridium] scindens] 
gi|490742714|ref|WP_004605022.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742715|ref|WP_004605023.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742716|ref|WP_004605024.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742717|ref|WP_004605025.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742718|ref|WP_004605026.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742720|ref|WP_004605028.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742719|ref|WP_004605027.1|	hypothetical protein partial [[Clostridium] scindens] 
gi|490742668|ref|WP_004604976.1|	hypothetical protein partial [[Clostridium] scindens] 
gi|490742669|ref|WP_004604977.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742670|ref|WP_004604978.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742671|ref|WP_004604979.1|	MULTISPECIES: phosphohydrolase [Lachnospiraceae] 
gi|490742672|ref|WP_004604980.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490742673|ref|WP_004604981.1|	MFS transporter [[Clostridium] scindens] 
gi|490742674|ref|WP_004604982.1|	AraC family transcriptional regulator [[Clostridium] scindens] 
gi|490742675|ref|WP_004604983.1|	AraC family transcriptional regulator [[Clostridium] scindens] 
gi|490742676|ref|WP_004604984.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490742677|ref|WP_004604985.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742678|ref|WP_004604986.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742721|ref|WP_004605029.1|	hypothetical protein partial [[Clostridium] scindens] 
gi|490742722|ref|WP_004605030.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742723|ref|WP_004605031.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742724|ref|WP_004605032.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742725|ref|WP_004605033.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742726|ref|WP_004605034.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742727|ref|WP_004605035.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742728|ref|WP_004605036.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742729|ref|WP_004605037.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742730|ref|WP_004605038.1|	hypothetical protein [[Clostridium] scindens] 
gi|490742731|ref|WP_004605039.1|	molecular chaperone [[Clostridium] scindens] 
gi|490742732|ref|WP_004605040.1|	hypothetical protein [[Clostridium] scindens] 
