gi|489629876|ref|WP_003534316.1|	hypothetical protein partial [Erysipelatoclostridium ramosum] 
gi|489629977|ref|WP_003534417.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489629978|ref|WP_003534418.1|	MULTISPECIES: XRE family transcriptional regulator [Firmicutes] 
gi|489629979|ref|WP_003534419.1|	MULTISPECIES: cell division protein DivIVA [Erysipelotrichaceae] 
gi|489629980|ref|WP_003534420.1|	MULTISPECIES: recombinase RecU [Firmicutes] 
gi|489629981|ref|WP_003534421.1|	penicillin-binding protein [Erysipelatoclostridium ramosum] 
gi|489629982|ref|WP_003534422.1|	endonuclease III [Erysipelatoclostridium ramosum] 
gi|489629984|ref|WP_003534424.1|	replication protein DnaD [Erysipelatoclostridium ramosum] 
gi|489629986|ref|WP_003534426.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489629988|ref|WP_003534428.1|	zinc metallopeptidase [Erysipelatoclostridium ramosum] 
gi|489629989|ref|WP_003534429.1|	integration host factor [Erysipelatoclostridium ramosum] 
gi|489629991|ref|WP_003534431.1|	stage IV sporulation protein A [Erysipelatoclostridium ramosum] 
gi|489629993|ref|WP_003534433.1|	MULTISPECIES: AraC family transcriptional regulator [Erysipelotrichaceae] 
gi|489629995|ref|WP_003534435.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489629997|ref|WP_003534437.1|	MULTISPECIES: rubrerythrin [Firmicutes] 
gi|489629999|ref|WP_003534439.1|	alpha-galactosidase [Erysipelatoclostridium ramosum] 
gi|489630001|ref|WP_003534441.1|	sugar:sodium symporter [Erysipelatoclostridium ramosum] 
gi|489630003|ref|WP_003534443.1|	MULTISPECIES: PTS glucose transporter subunit IIA [Erysipelotrichaceae] 
gi|489630005|ref|WP_003534445.1|	MULTISPECIES: diaminopimelate aminotransferase [Firmicutes] 
gi|489630007|ref|WP_003534447.1|	ROK family transcriptional regulator [Erysipelatoclostridium ramosum] 
gi|489630008|ref|WP_003534448.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630010|ref|WP_003534450.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630012|ref|WP_003534452.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630014|ref|WP_003534454.1|	beta-galactosidase [Erysipelatoclostridium ramosum] 
gi|489630015|ref|WP_003534455.1|	multidrug transporter MatE [Erysipelatoclostridium ramosum] 
gi|489630018|ref|WP_003534458.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489630021|ref|WP_003534461.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630023|ref|WP_003534463.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489630025|ref|WP_003534465.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630027|ref|WP_003534467.1|	glucokinase [Erysipelatoclostridium ramosum] 
gi|489630028|ref|WP_003534468.1|	MULTISPECIES: galactokinase [Erysipelotrichaceae] 
gi|489630029|ref|WP_003534469.1|	MULTISPECIES: aldose 1-epimerase [Erysipelotrichaceae] 
gi|489630030|ref|WP_003534470.1|	galactose-1-phosphate uridylyltransferase [Erysipelatoclostridium ramosum] 
gi|489630031|ref|WP_003534471.1|	MULTISPECIES: UDP-glucose 4-epimerase [Firmicutes] 
gi|489630032|ref|WP_003534472.1|	MULTISPECIES: transcriptional regulator [Firmicutes] 
gi|489630033|ref|WP_003534473.1|	MULTISPECIES: ferritin [Erysipelotrichaceae] 
gi|489630034|ref|WP_003534474.1|	MULTISPECIES: peroxiredoxin [Firmicutes] 
gi|489630035|ref|WP_003534475.1|	thioredoxin reductase [Erysipelatoclostridium ramosum] 
gi|489630036|ref|WP_003534476.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630037|ref|WP_003534477.1|	MULTISPECIES: dehydrogenase [Firmicutes] 
gi|489630038|ref|WP_003534478.1|	MULTISPECIES: integrase [Erysipelotrichaceae] 
gi|489630039|ref|WP_003534479.1|	transposase [Erysipelatoclostridium ramosum] 
gi|489630041|ref|WP_003534481.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630042|ref|WP_003534482.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630043|ref|WP_003534483.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630044|ref|WP_003534484.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630045|ref|WP_003534485.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630046|ref|WP_003534486.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489630047|ref|WP_003534487.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630048|ref|WP_003534488.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489630049|ref|WP_003534489.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630050|ref|WP_003534490.1|	MULTISPECIES: phenylalanyl-tRNA synthetase [Erysipelotrichaceae] 
gi|489630052|ref|WP_003534492.1|	MULTISPECIES: phenylalanyl-tRNA synthase subunit alpha [Firmicutes] 
gi|489630053|ref|WP_003534493.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630054|ref|WP_003534494.1|	rRNA methyltransferase [Erysipelatoclostridium ramosum] 
gi|489630057|ref|WP_003534497.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489630059|ref|WP_003534499.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630062|ref|WP_003534502.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630063|ref|WP_003534503.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630065|ref|WP_003534505.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630067|ref|WP_003534507.1|	6-phosphofructokinase [Erysipelatoclostridium ramosum] 
gi|489630069|ref|WP_003534509.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630071|ref|WP_003534511.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630074|ref|WP_003534514.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630075|ref|WP_003534515.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630076|ref|WP_003534516.1|	dihydrodipicolinate reductase [Erysipelatoclostridium ramosum] 
gi|489630077|ref|WP_003534517.1|	MULTISPECIES: formamidopyrimidine-DNA glycosylase [Erysipelotrichaceae] 
gi|489630078|ref|WP_003534518.1|	MULTISPECIES: DNA polymerase I [Firmicutes] 
gi|489630079|ref|WP_003534519.1|	DNA polymerase III subunit alpha [Erysipelatoclostridium ramosum] 
gi|489630080|ref|WP_003534520.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630081|ref|WP_003534521.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630082|ref|WP_003534522.1|	MULTISPECIES: 23S rRNA methyltransferase [Firmicutes] 
gi|489630083|ref|WP_003534523.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630084|ref|WP_003534524.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630085|ref|WP_003534525.1|	MULTISPECIES: stage V sporulation protein D [Firmicutes] 
gi|489630086|ref|WP_003534526.1|	MULTISPECIES: penicillin-binding protein [Firmicutes] 
gi|489630087|ref|WP_003534527.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630089|ref|WP_003534529.1|	MULTISPECIES: 16S rRNA methyltransferase [Firmicutes] 
gi|489630091|ref|WP_003534531.1|	cell division protein MraZ [Erysipelatoclostridium ramosum] 
gi|489630093|ref|WP_003534533.1|	MULTISPECIES: 50S ribosomal protein L32 [Firmicutes] 
gi|489630096|ref|WP_003534536.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630097|ref|WP_003534537.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630099|ref|WP_003534539.1|	MULTISPECIES: glycerol-3-phosphate dehydrogenase [Firmicutes] 
gi|489630101|ref|WP_003534541.1|	MULTISPECIES: GTP-binding protein Der [Firmicutes] 
gi|489630103|ref|WP_003534543.1|	cytidylate kinase [Erysipelatoclostridium ramosum] 
gi|489630105|ref|WP_003534545.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489630107|ref|WP_003534547.1|	MULTISPECIES: 4Fe-4S ferredoxin [Firmicutes] 
gi|489630109|ref|WP_003534549.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630111|ref|WP_003534551.1|	transcriptional regulator [Erysipelatoclostridium ramosum] 
gi|489630113|ref|WP_003534553.1|	MULTISPECIES: methylglyoxal synthase [Erysipelotrichaceae] 
gi|489630115|ref|WP_003534555.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630117|ref|WP_003534557.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630119|ref|WP_003534559.1|	MULTISPECIES: peptidase [Firmicutes] 
gi|489630121|ref|WP_003534561.1|	MULTISPECIES: histidine kinase [Firmicutes] 
gi|489630123|ref|WP_003534563.1|	hisitidine kinase [Erysipelatoclostridium ramosum] 
gi|489630125|ref|WP_003534565.1|	MULTISPECIES: phosphate starvation protein PhoH [Firmicutes] 
gi|489630127|ref|WP_003534567.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630128|ref|WP_003534568.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630130|ref|WP_003534570.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630133|ref|WP_003534573.1|	MULTISPECIES: 30S ribosomal protein S21 [Firmicutes] 
gi|489630135|ref|WP_003534575.1|	MULTISPECIES: 3-deoxy-7-phosphoheptulonate synthase [Erysipelotrichaceae] 
gi|489630137|ref|WP_003534577.1|	transcriptional regulator [Erysipelatoclostridium ramosum] 
gi|489630139|ref|WP_003534579.1|	MULTISPECIES: TetR family transcriptional regulator [Erysipelotrichaceae] 
gi|489630140|ref|WP_003534580.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630141|ref|WP_003534581.1|	MULTISPECIES: hydrolase [Firmicutes] 
gi|489630142|ref|WP_003534582.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630145|ref|WP_003534585.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630147|ref|WP_003534587.1|	aldo/keto reductase [Erysipelatoclostridium ramosum] 
gi|489630148|ref|WP_003534588.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630149|ref|WP_003534589.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630150|ref|WP_003534590.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630151|ref|WP_003534591.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630152|ref|WP_003534592.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489630155|ref|WP_003534595.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630156|ref|WP_003534596.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489630157|ref|WP_003534597.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630158|ref|WP_003534598.1|	transposase [Erysipelatoclostridium ramosum] 
gi|489630159|ref|WP_003534599.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630161|ref|WP_003534601.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489630163|ref|WP_003534603.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630167|ref|WP_003534607.1|	aldo/keto reductase [Erysipelatoclostridium ramosum] 
gi|489630169|ref|WP_003534609.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630171|ref|WP_003534611.1|	6-phospho-beta-glucosidase [Erysipelatoclostridium ramosum] 
gi|489630173|ref|WP_003534613.1|	MULTISPECIES: PTS lactose transporter subunit IIC [Firmicutes] 
gi|489630174|ref|WP_003534614.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630175|ref|WP_003534615.1|	MULTISPECIES: protein-tyrosine phosphatase [Firmicutes] 
gi|489630176|ref|WP_003534616.1|	phosphoesterase [Erysipelatoclostridium ramosum] 
gi|489630177|ref|WP_003534617.1|	PTS beta-glucoside transporter subunit IIABC [Erysipelatoclostridium ramosum] 
gi|489630179|ref|WP_003534619.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630181|ref|WP_003534621.1|	transcription antiterminator LicT [Erysipelatoclostridium ramosum] 
gi|489630183|ref|WP_003534623.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630185|ref|WP_003534625.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630187|ref|WP_003534627.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630189|ref|WP_003534629.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630191|ref|WP_003534631.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489630193|ref|WP_003534633.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630195|ref|WP_003534635.1|	alpha/beta hydrolase [Erysipelatoclostridium ramosum] 
gi|489630197|ref|WP_003534637.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489630199|ref|WP_003534639.1|	MULTISPECIES: cold-shock protein [Firmicutes] 
gi|489630201|ref|WP_003534641.1|	hydrolase [Erysipelatoclostridium ramosum] 
gi|489630203|ref|WP_003534643.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630205|ref|WP_003534645.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489630207|ref|WP_003534647.1|	beta-lactamase [Erysipelatoclostridium ramosum] 
gi|489630209|ref|WP_003534649.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630211|ref|WP_003534651.1|	MULTISPECIES: helicase [Erysipelotrichaceae] 
gi|489630214|ref|WP_003534654.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489630216|ref|WP_003534656.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630217|ref|WP_003534657.1|	MULTISPECIES: histidinol-phosphate aminotransferase [Firmicutes] 
gi|489630219|ref|WP_003534659.1|	MULTISPECIES: hydrolase [Firmicutes] 
gi|489630221|ref|WP_003534661.1|	MULTISPECIES: 6-phosphofructokinase [Erysipelotrichaceae] 
gi|489630222|ref|WP_003534662.1|	MULTISPECIES: alpha/beta hydrolase [Firmicutes] 
gi|489630223|ref|WP_003534663.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630227|ref|WP_003534667.1|	bacteriocin [Erysipelatoclostridium ramosum] 
gi|489630228|ref|WP_003534668.1|	MULTISPECIES: phosphoglyceromutase [Firmicutes] 
gi|489630229|ref|WP_003534669.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630230|ref|WP_003534670.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630231|ref|WP_003534671.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630232|ref|WP_003534672.1|	MULTISPECIES: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [Firmicutes] 
gi|489630234|ref|WP_003534674.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630236|ref|WP_003534676.1|	alpha/beta hydrolase [Erysipelatoclostridium ramosum] 
gi|489630238|ref|WP_003534678.1|	MULTISPECIES: permease [Firmicutes] 
gi|489630241|ref|WP_003534681.1|	magnesium-transporting ATPase [Erysipelatoclostridium ramosum] 
gi|489630243|ref|WP_003534683.1|	MULTISPECIES: copper homeostasis protein CutC [Erysipelotrichaceae] 
gi|489630244|ref|WP_003534684.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630245|ref|WP_003534685.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630246|ref|WP_003534686.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630247|ref|WP_003534687.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630249|ref|WP_003534689.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630250|ref|WP_003534690.1|	fructose-bisphosphate aldolase [Erysipelatoclostridium ramosum] 
gi|489630252|ref|WP_003534692.1|	MULTISPECIES: monooxygenase [Firmicutes] 
gi|489630253|ref|WP_003534693.1|	esterase [Erysipelatoclostridium ramosum] 
gi|489630255|ref|WP_003534695.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630257|ref|WP_003534697.1|	PTS mannose transporter subunit IID [Erysipelatoclostridium ramosum] 
gi|489630259|ref|WP_003534699.1|	MULTISPECIES: PTS sugar transporter [Erysipelotrichaceae] 
gi|489630261|ref|WP_003534701.1|	PTS mannose transporter subunit IIA [Erysipelatoclostridium ramosum] 
gi|489630263|ref|WP_003534703.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630265|ref|WP_003534705.1|	6-phospho-beta-glucosidase [Erysipelatoclostridium ramosum] 
gi|489630267|ref|WP_003534707.1|	PTS cellobiose transporter subunit IIC [Erysipelatoclostridium ramosum] 
gi|489630268|ref|WP_003534708.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630270|ref|WP_003534710.1|	transcriptional regulator [Erysipelatoclostridium ramosum] 
gi|489630272|ref|WP_003534712.1|	MerR family transcriptional regulator [Erysipelatoclostridium ramosum] 
gi|489630274|ref|WP_003534714.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489630276|ref|WP_003534716.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630278|ref|WP_003534718.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630280|ref|WP_003534720.1|	flavodoxin [Erysipelatoclostridium ramosum] 
gi|489630282|ref|WP_003534722.1|	MULTISPECIES: flavodoxin [Erysipelotrichaceae] 
gi|489630296|ref|WP_003534736.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630297|ref|WP_003534737.1|	carboxymuconolactone decarboxylase [Erysipelatoclostridium ramosum] 
gi|489630298|ref|WP_003534738.1|	membrane protein [Erysipelatoclostridium ramosum] 
gi|489630299|ref|WP_003534739.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630300|ref|WP_003534740.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630301|ref|WP_003534741.1|	phosphoglucosamine mutase [Erysipelatoclostridium ramosum] 
gi|489630302|ref|WP_003534742.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630303|ref|WP_003534743.1|	UDP-N-acetylglucosamine 2-epimerase [Erysipelatoclostridium ramosum] 
gi|489630305|ref|WP_003534745.1|	capsular polysaccharide biosynthesis protein Cap8F [Erysipelatoclostridium ramosum] 
gi|489630306|ref|WP_003534746.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630307|ref|WP_003534747.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630308|ref|WP_003534748.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630309|ref|WP_003534749.1|	capsular polysaccharide biosynthesis protein [Erysipelatoclostridium ramosum] 
gi|489630310|ref|WP_003534750.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630312|ref|WP_003534752.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630315|ref|WP_003534755.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630317|ref|WP_003534757.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630319|ref|WP_003534759.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630320|ref|WP_003534760.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630322|ref|WP_003534762.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630324|ref|WP_003534764.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630325|ref|WP_003534765.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630326|ref|WP_003534766.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630327|ref|WP_003534767.1|	fructose-bisphosphate aldolase [Erysipelatoclostridium ramosum] 
gi|489630328|ref|WP_003534768.1|	MULTISPECIES: glycyl radical-activating protein [Erysipelotrichaceae] 
gi|489630329|ref|WP_003534769.1|	pyruvate formate-lyase [Erysipelatoclostridium ramosum] 
gi|489630330|ref|WP_003534770.1|	DeoR family transcriptional regulator [Erysipelatoclostridium ramosum] 
gi|489630331|ref|WP_003534771.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489630333|ref|WP_003534773.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630335|ref|WP_003534775.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630337|ref|WP_003534777.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630338|ref|WP_003534778.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630340|ref|WP_003534780.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630342|ref|WP_003534782.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630344|ref|WP_003534784.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489630346|ref|WP_003534786.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630348|ref|WP_003534788.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630349|ref|WP_003534789.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630353|ref|WP_003534793.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630355|ref|WP_003534795.1|	transcriptional regulator [Erysipelatoclostridium ramosum] 
gi|489630356|ref|WP_003534796.1|	MULTISPECIES: MFS transporter [Firmicutes] 
gi|489630358|ref|WP_003534798.1|	aldehyde oxidase [Erysipelatoclostridium ramosum] 
gi|489630360|ref|WP_003534800.1|	MULTISPECIES: aminotransferase [Firmicutes] 
gi|489630362|ref|WP_003534802.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630364|ref|WP_003534804.1|	bacitracin ABC transporter ATP-binding protein [Erysipelatoclostridium ramosum] 
gi|489630366|ref|WP_003534806.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630367|ref|WP_003534807.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630369|ref|WP_003534809.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630372|ref|WP_003534812.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630374|ref|WP_003534814.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630376|ref|WP_003534816.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630378|ref|WP_003534818.1|	hypothetical protein [Erysipelatoclostridium ramosum] 
gi|489630380|ref|WP_003534820.1|	MULTISPECIES: serine acetyltransferase [Firmicutes] 
gi|489630382|ref|WP_003534822.1|	MULTISPECIES: glycosyltransferase [Firmicutes] 
gi|489630384|ref|WP_003534824.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489630386|ref|WP_003534826.1|	MULTISPECIES: aminotransferase [Erysipelotrichaceae] 
gi|489630388|ref|WP_003534828.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
gi|489630391|ref|WP_003534831.1|	MULTISPECIES: ABC transporter substrate-binding protein [Erysipelotrichaceae] 
gi|489630393|ref|WP_003534833.1|	MULTISPECIES: peptide ABC transporter ATP-binding protein [Firmicutes] 
gi|489630394|ref|WP_003534834.1|	MULTISPECIES: peptide ABC transporter ATP-binding protein [Firmicutes] 
gi|489630395|ref|WP_003534835.1|	MULTISPECIES: diguanylate cyclase [Firmicutes] 
gi|489630396|ref|WP_003534836.1|	peptide ABC transporter permease [Erysipelatoclostridium ramosum] 
gi|489630397|ref|WP_003534837.1|	MULTISPECIES: hypothetical protein [Erysipelotrichaceae] 
