gi|495643805|ref|WP_008368384.1|	hypothetical protein partial [Coprococcus comes] 
gi|495644132|ref|WP_008368711.1|	hypothetical protein [Coprococcus comes] 
gi|495644134|ref|WP_008368713.1|	hypothetical protein [Coprococcus comes] 
gi|495644136|ref|WP_008368715.1|	hypothetical protein [Coprococcus comes] 
gi|495644138|ref|WP_008368717.1|	hypothetical protein [Coprococcus comes] 
gi|495644140|ref|WP_008368719.1|	hypothetical protein [Coprococcus comes] 
gi|495644141|ref|WP_008368720.1|	hypothetical protein [Coprococcus comes] 
gi|495644143|ref|WP_008368722.1|	hypothetical protein [Coprococcus comes] 
gi|495644145|ref|WP_008368724.1|	hypothetical protein [Coprococcus comes] 
gi|495644147|ref|WP_008368726.1|	hypothetical protein [Coprococcus comes] 
gi|495644149|ref|WP_008368728.1|	hypothetical protein [Coprococcus comes] 
gi|495644151|ref|WP_008368730.1|	hypothetical protein [Coprococcus comes] 
gi|495644154|ref|WP_008368733.1|	hypothetical protein [Coprococcus comes] 
gi|495644156|ref|WP_008368735.1|	hypothetical protein [Coprococcus comes] 
gi|495644157|ref|WP_008368736.1|	hypothetical protein [Coprococcus comes] 
gi|495644159|ref|WP_008368738.1|	hypothetical protein [Coprococcus comes] 
gi|495644160|ref|WP_008368739.1|	hypothetical protein [Coprococcus comes] 
gi|495644162|ref|WP_008368741.1|	hypothetical protein [Coprococcus comes] 
gi|495644164|ref|WP_008368743.1|	hypothetical protein [Coprococcus comes] 
gi|495644165|ref|WP_008368744.1|	hypothetical protein [Coprococcus comes] 
gi|495644167|ref|WP_008368746.1|	hypothetical protein [Coprococcus comes] 
gi|495644169|ref|WP_008368748.1|	hypothetical protein [Coprococcus comes] 
gi|495644172|ref|WP_008368751.1|	aldo/keto reductase [Coprococcus comes] 
gi|495644174|ref|WP_008368753.1|	multidrug transporter MatE [Coprococcus comes] 
gi|495644176|ref|WP_008368755.1|	MULTISPECIES: amino acid carrier protein [Coprococcus] 
gi|495644178|ref|WP_008368757.1|	ornithine cyclodeaminase [Coprococcus comes] 
gi|495644180|ref|WP_008368759.1|	MULTISPECIES: dihydroxy-acid dehydratase [Coprococcus] 
gi|495644182|ref|WP_008368761.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|495644184|ref|WP_008368763.1|	hypothetical protein [Coprococcus comes] 
gi|495644186|ref|WP_008368765.1|	saccharopine dehydrogenase [Coprococcus comes] 
gi|495644188|ref|WP_008368767.1|	MULTISPECIES: C4-dicarboxylate ABC transporter [Coprococcus] 
gi|495644190|ref|WP_008368769.1|	oxidoreductase [Coprococcus comes] 
gi|495644192|ref|WP_008368771.1|	hypothetical protein [Coprococcus comes] 
gi|495644194|ref|WP_008368773.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|495644196|ref|WP_008368775.1|	hypothetical protein [Coprococcus comes] 
gi|495644198|ref|WP_008368777.1|	cobalt chelatase [Coprococcus comes] 
gi|495644201|ref|WP_008368780.1|	multidrug transporter MatE [Coprococcus comes] 
gi|495644203|ref|WP_008368782.1|	hypothetical protein [Coprococcus comes] 
gi|495644204|ref|WP_008368783.1|	sodium:proton antiporter [Coprococcus comes] 
gi|495644206|ref|WP_008368785.1|	hypothetical protein [Coprococcus comes] 
gi|495644208|ref|WP_008368787.1|	aminotransferase [Coprococcus comes] 
gi|495644210|ref|WP_008368789.1|	K+-dependent Na+/Ca+ exchanger [Coprococcus comes] 
gi|495644211|ref|WP_008368790.1|	MULTISPECIES: NADPH-dependent FMN reductase [Coprococcus] 
gi|495644213|ref|WP_008368792.1|	hypothetical protein [Coprococcus comes] 
gi|495644215|ref|WP_008368794.1|	hypothetical protein [Coprococcus comes] 
gi|495644216|ref|WP_008368795.1|	PAP2 family phosphoesterase [Coprococcus comes] 
gi|495644218|ref|WP_008368797.1|	recombinase [Coprococcus comes] 
gi|495644220|ref|WP_008368799.1|	hypothetical protein [Coprococcus comes] 
gi|495644222|ref|WP_008368801.1|	hypothetical protein [Coprococcus comes] 
gi|495644224|ref|WP_008368803.1|	hypothetical protein [Coprococcus comes] 
gi|495644226|ref|WP_008368805.1|	hypothetical protein [Coprococcus comes] 
gi|495644228|ref|WP_008368807.1|	hypothetical protein [Coprococcus comes] 
gi|495644231|ref|WP_008368810.1|	hypothetical protein [Coprococcus comes] 
gi|495644233|ref|WP_008368812.1|	hypothetical protein [Coprococcus comes] 
gi|495644234|ref|WP_008368813.1|	hypothetical protein [Coprococcus comes] 
gi|495644236|ref|WP_008368815.1|	hypothetical protein [Coprococcus comes] 
gi|495644238|ref|WP_008368817.1|	hypothetical protein [Coprococcus comes] 
gi|495644240|ref|WP_008368819.1|	hypothetical protein [Coprococcus comes] 
gi|490752649|ref|WP_004614956.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|495644253|ref|WP_008368832.1|	hypothetical protein [Coprococcus comes] 
gi|495644255|ref|WP_008368834.1|	virulence-associated protein E [Coprococcus comes] 
gi|495644257|ref|WP_008368836.1|	hypothetical protein [Coprococcus comes] 
gi|495644258|ref|WP_008368837.1|	hypothetical protein [Coprococcus comes] 
gi|495644259|ref|WP_008368838.1|	hypothetical protein [Coprococcus comes] 
gi|490752642|ref|WP_004614949.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|495644260|ref|WP_008368839.1|	MULTISPECIES: DNA-binding protein [Clostridiales] 
gi|495644261|ref|WP_008368840.1|	hypothetical protein [Coprococcus comes] 
gi|490752638|ref|WP_004614945.1|	MULTISPECIES: transcriptional regulator [Clostridiales] 
gi|495644262|ref|WP_008368841.1|	histidine kinase [Coprococcus comes] 
gi|495644263|ref|WP_008368842.1|	ABC transporter ATP-binding protein [Coprococcus comes] 
gi|495644264|ref|WP_008368843.1|	hypothetical protein [Coprococcus comes] 
gi|495644265|ref|WP_008368844.1|	hypothetical protein [Coprococcus comes] 
gi|495644266|ref|WP_008368845.1|	hypothetical protein [Coprococcus comes] 
gi|495644268|ref|WP_008368847.1|	hypothetical protein [Coprococcus comes] 
gi|495644270|ref|WP_008368849.1|	transposase IS116/IS110/IS902 family [Coprococcus comes] 
gi|495644271|ref|WP_008368850.1|	hypothetical protein [Coprococcus comes] 
gi|495644274|ref|WP_008368853.1|	DNA-damage-inducible protein D [Coprococcus comes] 
gi|495644275|ref|WP_008368854.1|	hypothetical protein [Coprococcus comes] 
gi|495644277|ref|WP_008368856.1|	hypothetical protein [Coprococcus comes] 
gi|495644279|ref|WP_008368858.1|	RNA methyltransferase [Coprococcus comes] 
gi|495644280|ref|WP_008368859.1|	hypothetical protein [Coprococcus comes] 
gi|495644282|ref|WP_008368861.1|	hypothetical protein [Coprococcus comes] 
gi|495644283|ref|WP_008368862.1|	hypothetical protein [Coprococcus comes] 
gi|495644285|ref|WP_008368864.1|	hypothetical protein [Coprococcus comes] 
gi|495644287|ref|WP_008368866.1|	ABC transporter ATP-binding protein [Coprococcus comes] 
gi|495644290|ref|WP_008368869.1|	hypothetical protein [Coprococcus comes] 
gi|495644292|ref|WP_008368871.1|	transcriptional regulator [Coprococcus comes] 
gi|495644294|ref|WP_008368873.1|	RNA methyltransferase [Coprococcus comes] 
gi|495644295|ref|WP_008368874.1|	MULTISPECIES: hydrolase [Coprococcus] 
gi|495644298|ref|WP_008368877.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|495644300|ref|WP_008368879.1|	DNA mismatch repair protein MutS [Coprococcus comes] 
gi|495644301|ref|WP_008368880.1|	MULTISPECIES: PhoP family transcriptional regulator [Coprococcus] 
gi|495644304|ref|WP_008368883.1|	histidine kinase [Coprococcus comes] 
gi|495644306|ref|WP_008368885.1|	hypothetical protein [Coprococcus comes] 
gi|495644308|ref|WP_008368887.1|	hypothetical protein [Coprococcus comes] 
gi|495644309|ref|WP_008368888.1|	MULTISPECIES: ferredoxin [Coprococcus] 
gi|495644311|ref|WP_008368890.1|	hypothetical protein [Coprococcus comes] 
gi|495644314|ref|WP_008368893.1|	hypothetical protein [Coprococcus comes] 
gi|495644316|ref|WP_008368895.1|	hypothetical protein [Coprococcus comes] 
gi|495644318|ref|WP_008368897.1|	hypothetical protein [Coprococcus comes] 
gi|495644320|ref|WP_008368899.1|	MULTISPECIES: 50S ribosomal protein L9 [Coprococcus] 
gi|495644322|ref|WP_008368901.1|	DHH family phosphoesterase [Coprococcus comes] 
gi|495644324|ref|WP_008368903.1|	UDP-glucose 4-epimerase [Coprococcus comes] 
gi|495644326|ref|WP_008368905.1|	hypothetical protein [Coprococcus comes] 
gi|495644328|ref|WP_008368907.1|	MULTISPECIES: nucleotidyltransferase [Coprococcus] 
gi|495644330|ref|WP_008368909.1|	MULTISPECIES: 30S ribosomal protein S18 [Coprococcus] 
gi|495644332|ref|WP_008368911.1|	single-stranded DNA-binding protein [Coprococcus comes] 
gi|495644334|ref|WP_008368913.1|	MULTISPECIES: 30S ribosomal protein S6 [Coprococcus] 
gi|495644336|ref|WP_008368915.1|	hypothetical protein [Coprococcus comes] 
gi|495644338|ref|WP_008368917.1|	MULTISPECIES: sortase [Coprococcus] 
gi|495644339|ref|WP_008368918.1|	hypothetical protein [Coprococcus comes] 
gi|495644341|ref|WP_008368920.1|	MULTISPECIES: molecular chaperone DnaJ [Coprococcus] 
gi|495644343|ref|WP_008368922.1|	hypothetical protein [Coprococcus comes] 
gi|495644345|ref|WP_008368924.1|	hypothetical protein [Coprococcus comes] 
gi|495644347|ref|WP_008368926.1|	phosphate:sodium symporter [Coprococcus comes] 
gi|495644348|ref|WP_008368927.1|	acetyltransferase [Coprococcus comes] 
gi|495644350|ref|WP_008368929.1|	SAM-dependent methyltransferase [Coprococcus comes] 
gi|495644352|ref|WP_008368931.1|	hypothetical protein [Coprococcus comes] 
gi|495644354|ref|WP_008368933.1|	MULTISPECIES: glutamine amidotransferase [Coprococcus] 
gi|495644356|ref|WP_008368935.1|	MULTISPECIES: HAD family hydrolase [Coprococcus] 
gi|495644358|ref|WP_008368937.1|	hypothetical protein [Coprococcus comes] 
gi|495644360|ref|WP_008368939.1|	hypothetical protein [Coprococcus comes] 
gi|495644361|ref|WP_008368940.1|	hypothetical protein [Coprococcus comes] 
gi|495644363|ref|WP_008368942.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|495644365|ref|WP_008368944.1|	MULTISPECIES: 6-phosphofructokinase [Coprococcus] 
gi|495644367|ref|WP_008368946.1|	MULTISPECIES: DNA polymerase III subunit alpha [Coprococcus] 
gi|495644368|ref|WP_008368947.1|	hypothetical protein [Coprococcus comes] 
gi|495644370|ref|WP_008368949.1|	MULTISPECIES: transporter [Coprococcus] 
gi|495644372|ref|WP_008368951.1|	hypothetical protein [Coprococcus comes] 
gi|495644374|ref|WP_008368953.1|	MULTISPECIES: pyrrolidone-carboxylate peptidase [Coprococcus] 
gi|495644377|ref|WP_008368956.1|	hypothetical protein [Coprococcus comes] 
gi|495644379|ref|WP_008368958.1|	hypothetical protein [Coprococcus comes] 
gi|495644380|ref|WP_008368959.1|	MULTISPECIES: membrane protein [Coprococcus] 
gi|495644381|ref|WP_008368960.1|	MULTISPECIES: membrane protein [Coprococcus] 
gi|495644383|ref|WP_008368962.1|	hypothetical protein [Coprococcus comes] 
gi|495644386|ref|WP_008368965.1|	hypothetical protein [Coprococcus comes] 
gi|495644388|ref|WP_008368967.1|	MULTISPECIES: TetR family transcriptional regulator [Coprococcus] 
gi|495644390|ref|WP_008368969.1|	hypothetical protein [Coprococcus comes] 
gi|495644392|ref|WP_008368971.1|	MULTISPECIES: polyA polymerase [Coprococcus] 
gi|495644394|ref|WP_008368973.1|	MULTISPECIES: RNA-binding protein [Coprococcus] 
gi|495644396|ref|WP_008368975.1|	MULTISPECIES: acyl-ACP thioesterase [Coprococcus] 
gi|495644398|ref|WP_008368977.1|	cation diffusion facilitator family transporter [Coprococcus comes] 
gi|495644400|ref|WP_008368979.1|	stage II sporulation protein R [Coprococcus comes] 
gi|495644401|ref|WP_008368980.1|	MULTISPECIES: GntR family transcriptional regulator [Coprococcus] 
gi|495644403|ref|WP_008368982.1|	MULTISPECIES: 4-diphosphocytidyl-2C-methyl-D-erythritol kinase [Coprococcus] 
gi|495644405|ref|WP_008368984.1|	MULTISPECIES: peptidoglycan-binding protein [Coprococcus] 
gi|495644407|ref|WP_008368986.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|495644409|ref|WP_008368988.1|	1-acyl-sn-glycerol-3-phosphate acyltransferase [Coprococcus comes] 
gi|495644411|ref|WP_008368990.1|	MULTISPECIES: nicotinate phosphoribosyltransferase [Coprococcus] 
gi|495644413|ref|WP_008368992.1|	hypothetical protein [Coprococcus comes] 
gi|495644414|ref|WP_008368993.1|	hypothetical protein [Coprococcus comes] 
gi|495644416|ref|WP_008368995.1|	MULTISPECIES: HAD family hydrolase [Coprococcus] 
gi|495644418|ref|WP_008368997.1|	MULTISPECIES: septation protein spoVG [Coprococcus] 
gi|495644420|ref|WP_008368999.1|	hypothetical protein [Coprococcus comes] 
gi|495644422|ref|WP_008369001.1|	glucose-1-phosphate adenylyltransferase [Coprococcus comes] 
gi|495644423|ref|WP_008369002.1|	glucose-1-phosphate adenylyltransferase [Coprococcus comes] 
gi|495644426|ref|WP_008369005.1|	UDP-N-acetylmuramate--alanine ligase [Coprococcus comes] 
gi|495644427|ref|WP_008369006.1|	hypothetical protein [Coprococcus comes] 
gi|495644429|ref|WP_008369008.1|	MULTISPECIES: DNA replication protein DnaD [Coprococcus] 
gi|495644431|ref|WP_008369010.1|	DNA replication protein DnaC [Coprococcus comes] 
gi|495644433|ref|WP_008369012.1|	MULTISPECIES: phosphoribosylpyrophosphate synthetase [Coprococcus] 
gi|495644435|ref|WP_008369014.1|	hypothetical protein [Coprococcus comes] 
gi|495644436|ref|WP_008369015.1|	hypothetical protein [Coprococcus comes] 
gi|495644438|ref|WP_008369017.1|	hypothetical protein [Coprococcus comes] 
gi|495644440|ref|WP_008369019.1|	hypothetical protein [Coprococcus comes] 
gi|495644442|ref|WP_008369021.1|	hypothetical protein [Coprococcus comes] 
gi|495644444|ref|WP_008369023.1|	hypothetical protein [Coprococcus comes] 
gi|495644446|ref|WP_008369025.1|	hypothetical protein [Coprococcus comes] 
gi|495644448|ref|WP_008369027.1|	hypothetical protein [Coprococcus comes] 
gi|495644450|ref|WP_008369029.1|	hypothetical protein [Coprococcus comes] 
gi|495644451|ref|WP_008369030.1|	hypothetical protein partial [Coprococcus comes] 
gi|495644484|ref|WP_008369063.1|	hypothetical protein partial [Coprococcus comes] 
gi|495644486|ref|WP_008369065.1|	hypothetical protein partial [Coprococcus comes] 
gi|491477710|ref|WP_005335451.1|	MULTISPECIES: phosphatidylglycerophosphate synthase [Clostridiales] 
gi|495644493|ref|WP_008369072.1|	hypothetical protein [Coprococcus comes] 
gi|495644495|ref|WP_008369074.1|	hypothetical protein [Coprococcus comes] 
gi|495644497|ref|WP_008369076.1|	hypothetical protein [Coprococcus comes] 
gi|495644499|ref|WP_008369078.1|	hypothetical protein [Coprococcus comes] 
gi|495644500|ref|WP_008369079.1|	hypothetical protein [Coprococcus comes] 
gi|495644502|ref|WP_008369081.1|	hypothetical protein [Coprococcus comes] 
gi|495644504|ref|WP_008369083.1|	hypothetical protein [Coprococcus comes] 
gi|495644505|ref|WP_008369084.1|	XRE family transcriptional regulator [Coprococcus comes] 
gi|495644506|ref|WP_008369085.1|	hypothetical protein [Coprococcus comes] 
gi|495644507|ref|WP_008369086.1|	hypothetical protein [Coprococcus comes] 
gi|495644509|ref|WP_008369088.1|	hypothetical protein [Coprococcus comes] 
gi|495644511|ref|WP_008369090.1|	hypothetical protein [Coprococcus comes] 
gi|495644512|ref|WP_008369091.1|	hypothetical protein [Coprococcus comes] 
gi|495644514|ref|WP_008369093.1|	rRNA methyltransferase [Coprococcus comes] 
