WP_000456787.1	MULTISPECIES: methyltransferase [Terrabacteria group] 
WP_006570593.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570594.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570596.1	glycerol-3-phosphate ABC transporter ATP-binding protein [Pseudoflavonifractor capillosus] 
WP_006570597.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570598.1	sugar ABC transporter permease [Pseudoflavonifractor capillosus] 
WP_006570599.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570601.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570603.1	transporter [Pseudoflavonifractor capillosus] 
WP_006570604.1	two-component sensor histidine kinase [Pseudoflavonifractor capillosus] 
WP_006570607.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570610.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570612.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570613.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570614.1	CTP synthetase [Pseudoflavonifractor capillosus] 
WP_006570616.1	phosphohydrolase [Pseudoflavonifractor capillosus] 
WP_006570617.1	2,5-diketo-D-gluconic acid reductase [Pseudoflavonifractor capillosus] 
WP_006570618.1	phosphohydrolase [Pseudoflavonifractor capillosus] 
WP_006570619.1	isocitrate dehydrogenase [Pseudoflavonifractor capillosus] 
WP_006570620.1	aspartate--ammonia ligase [Pseudoflavonifractor capillosus] 
WP_006570622.1	TIGR04255 family protein [Pseudoflavonifractor capillosus] 
WP_006570625.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570626.1	membrane protein [Pseudoflavonifractor capillosus] 
WP_006570627.1	MBL fold hydrolase [Pseudoflavonifractor capillosus] 
WP_006570628.1	ABC transporter [Pseudoflavonifractor capillosus] 
WP_006570630.1	formate--tetrahydrofolate ligase [Pseudoflavonifractor capillosus] 
WP_006570632.1	uridine phosphorylase [Pseudoflavonifractor capillosus] 
WP_006570633.1	Trk system potassium transport protein TrkA [Pseudoflavonifractor capillosus] 
WP_006570634.1	potassium transporter KefA [Pseudoflavonifractor capillosus] 
WP_006570635.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570636.1	FMN-binding domain-containing protein [Pseudoflavonifractor capillosus] 
WP_006570638.1	sodium-translocating pyrophosphatase [Pseudoflavonifractor capillosus] 
WP_006570639.1	PTS glucose transporter subunit IIA [Pseudoflavonifractor capillosus] 
WP_006570640.1	transcription antiterminator BglG [Pseudoflavonifractor capillosus] 
WP_006570641.1	PTS galactitol transporter subunit IIC [Pseudoflavonifractor capillosus] 
WP_006570642.1	phosphoenolpyruvate--protein phosphotransferase [Pseudoflavonifractor capillosus] 
WP_006570644.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570645.1	ribonucleoside hydrolase [Pseudoflavonifractor capillosus] 
WP_006570646.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570647.1	ethanolamine utilization protein EutQ [Pseudoflavonifractor capillosus] 
WP_006570649.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570650.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570651.1	propanediol utilization phosphotransacylase [Pseudoflavonifractor capillosus] 
WP_006570652.1	ATP-binding protein [Pseudoflavonifractor capillosus] 
WP_006570654.1	acetaldehyde dehydrogenase (acetylating) [Pseudoflavonifractor capillosus] 
WP_006570655.1	microcompartment protein EutL [Pseudoflavonifractor capillosus] 
WP_006570656.1	ethanolamine ammonia-lyase small subunit [Pseudoflavonifractor capillosus] 
WP_006570657.1	ethanolamine transporter [Pseudoflavonifractor capillosus] 
WP_006570658.1	ethanolamine ammonia-lyase [Pseudoflavonifractor capillosus] 
WP_006570659.1	alcohol dehydrogenase [Pseudoflavonifractor capillosus] 
WP_006570664.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570665.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570666.1	stage V sporulation protein B [Pseudoflavonifractor capillosus] 
WP_006570669.1	pyridoxal kinase [Pseudoflavonifractor capillosus] 
WP_006570670.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570671.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570673.1	iron-sulfur cluster assembly scaffold protein [Pseudoflavonifractor capillosus] 
WP_006570676.1	AI-2E family transporter [Pseudoflavonifractor capillosus] 
WP_006570677.1	phosphopyruvate hydratase [Pseudoflavonifractor capillosus] 
WP_006570678.1	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [Pseudoflavonifractor capillosus] 
WP_006570679.1	triose-phosphate isomerase [Pseudoflavonifractor capillosus] 
WP_006570680.1	phosphoglycerate kinase [Pseudoflavonifractor capillosus] 
WP_006570682.1	tRNA (cytidine(34)-2'-O)-methyltransferase [Pseudoflavonifractor capillosus] 
WP_006570683.1	glutamate 5-kinase [Pseudoflavonifractor capillosus] 
WP_006570684.1	gamma-glutamyl-phosphate reductase [Pseudoflavonifractor capillosus] 
WP_006570685.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570687.1	ATPase [Pseudoflavonifractor capillosus] 
WP_006570688.1	restriction endonuclease subunit M [Pseudoflavonifractor capillosus] 
WP_006570689.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570690.1	NAD(+) synthase [Pseudoflavonifractor capillosus] 
WP_006570693.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570695.1	chromate transporter [Pseudoflavonifractor capillosus] 
WP_006570698.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570700.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570701.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570704.1	GntR family transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006570705.1	transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006570706.1	acetyltransferase [Pseudoflavonifractor capillosus] 
WP_006570707.1	ketol-acid reductoisomerase [Pseudoflavonifractor capillosus] 
WP_006570708.1	acetolactate synthase small subunit [Pseudoflavonifractor capillosus] 
WP_006570709.1	acetolactate synthase large subunit biosynthetic type [Pseudoflavonifractor capillosus] 
WP_006570711.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570713.1	FMN-binding domain-containing protein [Pseudoflavonifractor capillosus] 
WP_006570714.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570715.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570717.1	membrane protein [Pseudoflavonifractor capillosus] 
WP_006570718.1	gamma carbonic anhydrase family protein [Pseudoflavonifractor capillosus] 
WP_006570720.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570723.1	tellurium resistance protein [Pseudoflavonifractor capillosus] 
WP_006570724.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570725.1	threonine ammonia-lyase [Pseudoflavonifractor capillosus] 
WP_006570726.1	ribulose-phosphate 3-epimerase [Pseudoflavonifractor capillosus] 
WP_006570727.1	recombination protein RecR [Pseudoflavonifractor capillosus] 
WP_006570728.1	L-asparaginase 1 [Pseudoflavonifractor capillosus] 
WP_006570729.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570730.1	membrane protein [Pseudoflavonifractor capillosus] 
WP_006570731.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570733.1	GNAT family N-acetyltransferase [Pseudoflavonifractor capillosus] 
WP_006570735.1	hypothetical protein partial [Pseudoflavonifractor capillosus] 
WP_006570737.1	30S ribosomal protein S9 [Pseudoflavonifractor capillosus] 
WP_006570740.1	adenine nucleotide alpha hydrolase [Pseudoflavonifractor capillosus] 
WP_006570741.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570742.1	glycerol dehydrogenase [Pseudoflavonifractor capillosus] 
WP_006570745.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570746.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570747.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570748.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570751.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570752.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570753.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570755.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570756.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570757.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570758.1	coenzyme PQQ synthesis protein [Pseudoflavonifractor capillosus] 
WP_006570760.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570761.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570762.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570764.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570765.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570766.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570767.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570768.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570772.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570773.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570775.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570776.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570777.1	L-rhamnose isomerase [Pseudoflavonifractor capillosus] 
WP_006570778.1	lactaldehyde reductase [Pseudoflavonifractor capillosus] 
WP_006570779.1	rhamnulose-1-phosphate aldolase [Pseudoflavonifractor capillosus] 
WP_006570780.1	DNA methyltransferase [Pseudoflavonifractor capillosus] 
WP_006570781.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570783.1	MBL fold hydrolase [Pseudoflavonifractor capillosus] 
WP_006570784.1	rhomboid family intramembrane serine protease [Pseudoflavonifractor capillosus] 
WP_006570785.1	ZIP family metal transporter [Pseudoflavonifractor capillosus] 
WP_006570787.1	pseudouridine-5'-phosphate glycosidase [Pseudoflavonifractor capillosus] 
WP_006570788.1	MarR family transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006570790.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570791.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570792.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570794.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570796.1	polar amino acid ABC transporter ATP-binding protein [Pseudoflavonifractor capillosus] 
WP_006570797.1	polar amino acid ABC transporter permease [Pseudoflavonifractor capillosus] 
WP_006570801.1	sodium:proton antiporter [Pseudoflavonifractor capillosus] 
WP_006570803.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570805.1	GntR family transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006570806.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570809.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570810.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570812.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570813.1	dipicolinate synthase subunit B [Pseudoflavonifractor capillosus] 
WP_006570815.1	SAM-dependent methyltransferase [Pseudoflavonifractor capillosus] 
WP_006570817.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570819.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570820.1	diguanylate cyclase [Pseudoflavonifractor capillosus] 
WP_006570821.1	DNA-binding response regulator [Pseudoflavonifractor capillosus] 
WP_006570822.1	phosphate transport system regulatory protein PhoU [Pseudoflavonifractor capillosus] 
WP_006570823.1	phosphate ABC transporter ATP-binding protein [Pseudoflavonifractor capillosus] 
WP_006570824.1	phosphate ABC transporter permease protein PstA [Pseudoflavonifractor capillosus] 
WP_006570826.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570829.1	flavocytochrome c [Pseudoflavonifractor capillosus] 
WP_006570830.1	hydrolase [Pseudoflavonifractor capillosus] 
WP_006570832.1	RNA polymerase sigma-54 factor [Pseudoflavonifractor capillosus] 
WP_006570834.1	threonine--tRNA ligase [Pseudoflavonifractor capillosus] 
WP_006570837.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570838.1	DUF5044 domain-containing protein [Pseudoflavonifractor capillosus] 
WP_006570839.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570840.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570841.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570843.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570844.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570845.1	phage tail protein [Pseudoflavonifractor capillosus] 
WP_006570846.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570848.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570850.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570851.1	molybdopterin oxidoreductase [Pseudoflavonifractor capillosus] 
WP_006570853.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570854.1	type VI secretion protein [Pseudoflavonifractor capillosus] 
WP_006570855.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570856.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570857.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570858.1	cell surface protein [Pseudoflavonifractor capillosus] 
WP_006570859.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570860.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570861.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570862.1	terminase [Pseudoflavonifractor capillosus] 
WP_006570864.1	phosphoglucomutase [Pseudoflavonifractor capillosus] 
WP_006570865.1	50S rRNA methyltransferase [Pseudoflavonifractor capillosus] 
WP_006570866.1	MBL fold metallo-hydrolase [Pseudoflavonifractor capillosus] 
WP_006570870.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570871.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570873.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570879.1	phage tail protein [Pseudoflavonifractor capillosus] 
WP_006570881.1	calcium-translocating P-type ATPase PMCA-type [Pseudoflavonifractor capillosus] 
WP_006570883.1	transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006570884.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570886.1	aminoacyl-tRNA hydrolase [Pseudoflavonifractor capillosus] 
WP_006570887.1	ribose-phosphate pyrophosphokinase [Pseudoflavonifractor capillosus] 
WP_006570889.1	UDP-N-acetylglucosamine diphosphorylase [Pseudoflavonifractor capillosus] 
WP_006570890.1	phosphohydrolase [Pseudoflavonifractor capillosus] 
WP_006570893.1	GntR family transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006570894.1	ABC transporter [Pseudoflavonifractor capillosus] 
WP_006570895.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570897.1	FMN-binding domain-containing protein [Pseudoflavonifractor capillosus] 
WP_006570899.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570901.1	pyridoxal-5'-phosphate-dependent protein subunit beta [Pseudoflavonifractor capillosus] 
WP_006570903.1	dihydropyrimidinase [Pseudoflavonifractor capillosus] 
WP_006570905.1	membrane protein [Pseudoflavonifractor capillosus] 
WP_006570906.1	maltodextrin glucosidase [Pseudoflavonifractor capillosus] 
WP_006570907.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570908.1	xanthine dehydrogenase [Pseudoflavonifractor capillosus] 
WP_006570914.1	xanthine phosphoribosyltransferase [Pseudoflavonifractor capillosus] 
WP_006570917.1	BMP family ABC transporter substrate-binding protein [Pseudoflavonifractor capillosus] 
WP_006570920.1	branched-chain amino acid ABC transporter permease [Pseudoflavonifractor capillosus] 
WP_006570921.1	ABC transporter permease [Pseudoflavonifractor capillosus] 
WP_006570923.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570924.1	macrolide ABC transporter ATP-binding protein [Pseudoflavonifractor capillosus] 
WP_006570926.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570928.1	butyryl-CoA:acetate CoA-transferase [Pseudoflavonifractor capillosus] 
WP_006570929.1	membrane protein [Pseudoflavonifractor capillosus] 
WP_006570930.1	GNAT family N-acetyltransferase [Pseudoflavonifractor capillosus] 
WP_006570931.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570932.1	chromosome partitioning protein ParB [Pseudoflavonifractor capillosus] 
WP_006570933.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570935.1	sporulation initiation inhibitor Soj [Pseudoflavonifractor capillosus] 
WP_006570936.1	chromosome partitioning protein ParB [Pseudoflavonifractor capillosus] 
WP_006570937.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570938.1	serine--tRNA ligase [Pseudoflavonifractor capillosus] 
WP_006570940.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570941.1	16S rRNA methyltransferase G [Pseudoflavonifractor capillosus] 
WP_006570944.1	methylglyoxal synthase [Pseudoflavonifractor capillosus] 
WP_006570947.1	histidine--tRNA ligase [Pseudoflavonifractor capillosus] 
WP_006570950.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570952.1	amino acid decarboxylase [Pseudoflavonifractor capillosus] 
WP_006570954.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570955.1	DNA polymerase III subunit delta [Pseudoflavonifractor capillosus] 
WP_006570957.1	transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006570958.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570959.1	insertase [Pseudoflavonifractor capillosus] 
WP_006570960.1	membrane protein insertion efficiency factor YidD [Pseudoflavonifractor capillosus] 
WP_006570961.1	ribonuclease P protein component [Pseudoflavonifractor capillosus] 
WP_006570963.1	MULTISPECIES: 50S ribosomal protein L34 [Clostridiales] 
WP_006570968.1	DNA polymerase III subunit beta [Pseudoflavonifractor capillosus] 
WP_006570969.1	acyl-CoA thioester hydrolase [Pseudoflavonifractor capillosus] 
WP_006570970.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570971.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570973.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570974.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570976.1	DUF3298 domain-containing protein [Pseudoflavonifractor capillosus] 
WP_006570977.1	DNA gyrase subunit B [Pseudoflavonifractor capillosus] 
WP_006570978.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570979.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570980.1	DNA gyrase subunit A [Pseudoflavonifractor capillosus] 
WP_006570982.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570983.1	ribonuclease HI [Pseudoflavonifractor capillosus] 
WP_006570985.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570989.1	GPR endopeptidase [Pseudoflavonifractor capillosus] 
WP_006570991.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570992.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006570993.1	shikimate kinase [Pseudoflavonifractor capillosus] 
WP_006570994.1	helicase [Pseudoflavonifractor capillosus] 
WP_006570999.1	elongation factor 4 [Pseudoflavonifractor capillosus] 
WP_006571002.1	toxin-antitoxin system protein [Pseudoflavonifractor capillosus] 
WP_006571003.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571005.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571007.1	glycine--tRNA ligase [Pseudoflavonifractor capillosus] 
WP_006571008.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571010.1	peptidase M23 [Pseudoflavonifractor capillosus] 
WP_006571012.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571013.1	tRNA uridine(34) 5-carboxymethylaminomethyl synthesis enzyme MnmG [Pseudoflavonifractor capillosus] 
WP_006571015.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571016.1	tRNA(5-methylaminomethyl-2-thiouridine)-methyltransferase [Pseudoflavonifractor capillosus] 
WP_006571018.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571020.1	multidrug transporter MatE [Pseudoflavonifractor capillosus] 
WP_006571022.1	radical SAM protein [Pseudoflavonifractor capillosus] 
WP_006571024.1	MATE family efflux transporter [Pseudoflavonifractor capillosus] 
WP_006571025.1	sporulation protein [Pseudoflavonifractor capillosus] 
WP_006571026.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571027.1	hydrolase [Pseudoflavonifractor capillosus] 
WP_006571028.1	proton-coupled thiamine transporter YuaJ [Pseudoflavonifractor capillosus] 
WP_006571029.1	acetyltransferase [Pseudoflavonifractor capillosus] 
WP_006571030.1	RNA pseudouridine synthase [Pseudoflavonifractor capillosus] 
WP_006571031.1	signal peptidase II [Pseudoflavonifractor capillosus] 
WP_006571039.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571040.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571042.1	sugar isomerase [Pseudoflavonifractor capillosus] 
WP_006571043.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571045.1	phosphoenolpyruvate--protein phosphotransferase [Pseudoflavonifractor capillosus] 
WP_006571046.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571048.1	signal peptidase I [Pseudoflavonifractor capillosus] 
WP_006571049.1	signal peptidase I [Pseudoflavonifractor capillosus] 
WP_006571052.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571053.1	serine/threonine protein phosphatase [Pseudoflavonifractor capillosus] 
WP_006571054.1	metallophosphoesterase [Pseudoflavonifractor capillosus] 
WP_006571055.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571058.1	thioredoxin-disulfide reductase [Pseudoflavonifractor capillosus] 
WP_006571059.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571061.1	WYL domain-containing protein [Pseudoflavonifractor capillosus] 
WP_006571062.1	DNA-binding response regulator [Pseudoflavonifractor capillosus] 
WP_006571065.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571066.1	sporulation protein YabP [Pseudoflavonifractor capillosus] 
WP_006571067.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571068.1	RNA-binding protein S1 [Pseudoflavonifractor capillosus] 
WP_006571070.1	fumarate hydratase [Pseudoflavonifractor capillosus] 
WP_006571072.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571073.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571075.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571077.1	ribonuclease Y [Pseudoflavonifractor capillosus] 
WP_006571079.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571082.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571083.1	coproporphyrinogen III oxidase [Pseudoflavonifractor capillosus] 
WP_006571084.1	transcriptional regulator [Pseudoflavonifractor capillosus] 
WP_006571085.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571086.1	RNA pseudouridine synthase [Pseudoflavonifractor capillosus] 
WP_006571087.1	MATE family efflux transporter [Pseudoflavonifractor capillosus] 
WP_006571088.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571089.1	thymidine kinase [Pseudoflavonifractor capillosus] 
WP_006571090.1	aldehyde dehydrogenase [Pseudoflavonifractor capillosus] 
WP_006571094.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571097.1	ATP-dependent DNA helicase RecG [Pseudoflavonifractor capillosus] 
WP_006571099.1	pyruvate carboxylase [Pseudoflavonifractor capillosus] 
WP_006571100.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571102.1	transporter [Pseudoflavonifractor capillosus] 
WP_006571105.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571106.1	BmrU protein [Pseudoflavonifractor capillosus] 
WP_006571108.1	molecular chaperone GroES [Pseudoflavonifractor capillosus] 
WP_006571109.1	molecular chaperone GroEL [Pseudoflavonifractor capillosus] 
WP_006571115.1	peptide chain release factor 2 [Pseudoflavonifractor capillosus] 
WP_006571119.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571121.1	pyruvate:ferredoxin (flavodoxin) oxidoreductase [Pseudoflavonifractor capillosus] 
WP_006571123.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571125.1	tRNA sulfurtransferase ThiI [Pseudoflavonifractor capillosus] 
WP_006571126.1	competence/damage-inducible protein A [Pseudoflavonifractor capillosus] 
WP_006571131.1	ABC transporter ATP-binding protein [Pseudoflavonifractor capillosus] 
WP_006571132.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571135.1	amino acid ABC transporter substrate-binding protein [Pseudoflavonifractor capillosus] 
WP_006571136.1	3-ketoacyl-ACP reductase [Pseudoflavonifractor capillosus] 
WP_006571137.1	hypothetical protein [Pseudoflavonifractor capillosus] 
WP_006571141.1	hypothetical protein [Pseudoflavonifractor capillosus] 
