gi|493276111|ref|WP_006233909.1|	UDP-glucose dehydrogenase [Collinsella aerofaciens] 
gi|493276151|ref|WP_006233949.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276152|ref|WP_006233950.1|	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [Collinsella aerofaciens] 
gi|493276153|ref|WP_006233951.1|	cobyrinic acid a,c-diamide synthase [Collinsella aerofaciens] 
gi|493276154|ref|WP_006233952.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276155|ref|WP_006233953.1|	precorrin-3B C17-methyltransferase [Collinsella aerofaciens] 
gi|493276156|ref|WP_006233954.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276157|ref|WP_006233955.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276158|ref|WP_006233956.1|	cobalt-precorrin-6A synthase [Collinsella aerofaciens] 
gi|493276159|ref|WP_006233957.1|	cobalt-precorrin-4 C(11)-methyltransferase [Collinsella aerofaciens] 
gi|493276160|ref|WP_006233958.1|	sirohydrochlorin cobaltochelatase [Collinsella aerofaciens] 
gi|493276162|ref|WP_006233960.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276163|ref|WP_006233961.1|	Fe3+ hydroxamate ABC transporter substrate-binding protein [Collinsella aerofaciens] 
gi|493276164|ref|WP_006233962.1|	iron ABC transporter permease [Collinsella aerofaciens] 
gi|493276165|ref|WP_006233963.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276166|ref|WP_006233964.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276167|ref|WP_006233965.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276168|ref|WP_006233966.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276169|ref|WP_006233967.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276170|ref|WP_006233968.1|	1-phosphofructokinase [Collinsella aerofaciens] 
gi|493276171|ref|WP_006233969.1|	1-phosphofructokinase [Collinsella aerofaciens] 
gi|493276172|ref|WP_006233970.1|	phosphoenolpyruvate-protein phosphotransferase [Collinsella aerofaciens] 
gi|493276173|ref|WP_006233971.1|	PTS glucose transporter subunit IIABC [Collinsella aerofaciens] 
gi|493276174|ref|WP_006233972.1|	PTS fructose transporter subunit IIABC [Collinsella aerofaciens] 
gi|493276175|ref|WP_006233973.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276177|ref|WP_006233975.1|	DNA repair protein RecN [Collinsella aerofaciens] 
gi|493276178|ref|WP_006233976.1|	ATP-NAD kinase [Collinsella aerofaciens] 
gi|493276179|ref|WP_006233977.1|	hemolysin [Collinsella aerofaciens] 
gi|493276180|ref|WP_006233978.1|	MULTISPECIES: exodeoxyribonuclease VII [Collinsella] 
gi|493276181|ref|WP_006233979.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276182|ref|WP_006233980.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276184|ref|WP_006233982.1|	MULTISPECIES: hypothetical protein [Collinsella] 
gi|493276185|ref|WP_006233983.1|	MULTISPECIES: elongation factor P [Collinsella] 
gi|493276186|ref|WP_006233984.1|	peptidase M24 [Collinsella aerofaciens] 
gi|493276187|ref|WP_006233985.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276188|ref|WP_006233986.1|	MULTISPECIES: shikimate kinase [Collinsella] 
gi|493276189|ref|WP_006233987.1|	haloacid dehalogenase [Collinsella aerofaciens] 
gi|493276190|ref|WP_006233988.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276191|ref|WP_006233989.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276192|ref|WP_006233990.1|	alanyl-tRNA synthetase [Collinsella aerofaciens] 
gi|493276193|ref|WP_006233991.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276194|ref|WP_006233992.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276195|ref|WP_006233993.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276197|ref|WP_006233995.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276198|ref|WP_006233996.1|	ATPase AAA [Collinsella aerofaciens] 
gi|493276199|ref|WP_006233997.1|	phosphohydrolase [Collinsella aerofaciens] 
gi|493276200|ref|WP_006233998.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276201|ref|WP_006233999.1|	glycosyl transferase [Collinsella aerofaciens] 
gi|493276202|ref|WP_006234000.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276203|ref|WP_006234001.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276204|ref|WP_006234002.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276206|ref|WP_006234004.1|	isoleucyl-tRNA synthetase [Collinsella aerofaciens] 
gi|493276207|ref|WP_006234005.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276208|ref|WP_006234006.1|	glycerol dehydrogenase [Collinsella aerofaciens] 
gi|493276209|ref|WP_006234007.1|	peptidase S51 [Collinsella aerofaciens] 
gi|493276211|ref|WP_006234009.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276213|ref|WP_006234011.1|	cell division protein FtsH [Collinsella aerofaciens] 
gi|493276214|ref|WP_006234012.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276216|ref|WP_006234014.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276215|ref|WP_006234013.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276217|ref|WP_006234015.1|	rRNA methyltransferase [Collinsella aerofaciens] 
gi|493276218|ref|WP_006234016.1|	dihydrofolate reductase [Collinsella aerofaciens] 
gi|493276219|ref|WP_006234017.1|	thymidylate synthase [Collinsella aerofaciens] 
gi|493276220|ref|WP_006234018.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276221|ref|WP_006234019.1|	signal recognition particle protein Srp54 [Collinsella aerofaciens] 
gi|493276222|ref|WP_006234020.1|	cell division protein FtsY [Collinsella aerofaciens] 
gi|493276223|ref|WP_006234021.1|	chromosome segregation protein SMC [Collinsella aerofaciens] 
gi|493276224|ref|WP_006234022.1|	ribonuclease III [Collinsella aerofaciens] 
gi|493276225|ref|WP_006234023.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276226|ref|WP_006234024.1|	phosphate acyltransferase [Collinsella aerofaciens] 
gi|493276227|ref|WP_006234025.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276228|ref|WP_006234026.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276229|ref|WP_006234027.1|	phosphopantetheine adenylyltransferase [Collinsella aerofaciens] 
gi|493276230|ref|WP_006234028.1|	rRNA methyltransferase [Collinsella aerofaciens] 
gi|493276231|ref|WP_006234029.1|	helicase [Collinsella aerofaciens] 
gi|493276232|ref|WP_006234030.1|	Dak phosphatase [Collinsella aerofaciens] 
gi|493276233|ref|WP_006234031.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276234|ref|WP_006234032.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276235|ref|WP_006234033.1|	RNA polymerase sigma70 factor [Collinsella aerofaciens] 
gi|493276236|ref|WP_006234034.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276237|ref|WP_006234035.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276238|ref|WP_006234036.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276239|ref|WP_006234037.1|	phosphoesterase RecJ [Collinsella aerofaciens] 
gi|493276240|ref|WP_006234038.1|	MULTISPECIES: ribosome-binding factor A [Collinsella] 
gi|493276242|ref|WP_006234040.1|	translation initiation factor IF-2 [Collinsella aerofaciens] 
gi|493276241|ref|WP_006234039.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276244|ref|WP_006234042.1|	antitermination factor NusA [Collinsella aerofaciens] 
gi|493276245|ref|WP_006234043.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276247|ref|WP_006234045.1|	leucyl-tRNA synthetase [Collinsella aerofaciens] 
gi|493276246|ref|WP_006234044.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276248|ref|WP_006234046.1|	MULTISPECIES: inosine 5'-monophosphate dehydrogenase [Collinsella] 
gi|493276249|ref|WP_006234047.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276250|ref|WP_006234048.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276251|ref|WP_006234049.1|	glycosyl hydrolase family 32 [Collinsella aerofaciens] 
gi|493276252|ref|WP_006234050.1|	PTS glucose transporter subunit IIB [Collinsella aerofaciens] 
gi|493276253|ref|WP_006234051.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276254|ref|WP_006234052.1|	membrane protein [Collinsella aerofaciens] 
gi|493276255|ref|WP_006234053.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276256|ref|WP_006234054.1|	transporter [Collinsella aerofaciens] 
gi|493276257|ref|WP_006234055.1|	spore coat protein CotH [Collinsella aerofaciens] 
gi|493276258|ref|WP_006234056.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276259|ref|WP_006234057.1|	glycosyl transferase [Collinsella aerofaciens] 
gi|493276260|ref|WP_006234058.1|	membrane protein [Collinsella aerofaciens] 
gi|493276262|ref|WP_006234060.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276263|ref|WP_006234061.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276265|ref|WP_006234063.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276266|ref|WP_006234064.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276267|ref|WP_006234065.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276268|ref|WP_006234066.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276269|ref|WP_006234067.1|	transposase [Collinsella aerofaciens] 
gi|493276270|ref|WP_006234068.1|	ATPase AAA [Collinsella aerofaciens] 
gi|493276271|ref|WP_006234069.1|	transposase [Collinsella aerofaciens] 
gi|493276272|ref|WP_006234070.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276273|ref|WP_006234071.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276274|ref|WP_006234072.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276276|ref|WP_006234074.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276275|ref|WP_006234073.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276278|ref|WP_006234076.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276277|ref|WP_006234075.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276279|ref|WP_006234077.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276280|ref|WP_006234078.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276281|ref|WP_006234079.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276283|ref|WP_006234080.1|	glycosyltransferase family 1 [Collinsella aerofaciens] 
gi|493276284|ref|WP_006234081.1|	multidrug MFS transporter [Collinsella aerofaciens] 
gi|493276285|ref|WP_006234082.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276287|ref|WP_006234084.1|	threonyl-tRNA synthetase [Collinsella aerofaciens] 
gi|493276286|ref|WP_006234083.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276288|ref|WP_006234085.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276289|ref|WP_006234086.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276290|ref|WP_006234087.1|	pyridine nucleotide-disulfide oxidoreductase [Collinsella aerofaciens] 
gi|493276291|ref|WP_006234088.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276292|ref|WP_006234089.1|	proline dipeptidase [Collinsella aerofaciens] 
gi|493276293|ref|WP_006234090.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276294|ref|WP_006234091.1|	folylpolyglutamate synthase [Collinsella aerofaciens] 
gi|493276295|ref|WP_006234092.1|	valyl-tRNA synthetase [Collinsella aerofaciens] 
gi|493276296|ref|WP_006234093.1|	ATP-dependent protease [Collinsella aerofaciens] 
gi|493276297|ref|WP_006234094.1|	ATP-dependent Clp protease proteolytic subunit [Collinsella aerofaciens] 
gi|493276298|ref|WP_006234095.1|	trigger factor [Collinsella aerofaciens] 
gi|493276299|ref|WP_006234096.1|	aldehyde oxidase [Collinsella aerofaciens] 
gi|493276300|ref|WP_006234097.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276301|ref|WP_006234098.1|	glutamate dehydrogenase [Collinsella aerofaciens] 
gi|493276302|ref|WP_006234099.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276303|ref|WP_006234100.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276304|ref|WP_006234101.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276305|ref|WP_006234102.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276306|ref|WP_006234103.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276307|ref|WP_006234104.1|	formate transporter [Collinsella aerofaciens] 
gi|493276308|ref|WP_006234105.1|	hydrogenase 3 maturation protease [Collinsella aerofaciens] 
gi|493276309|ref|WP_006234106.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276310|ref|WP_006234107.1|	formate hydrogenlyase subunit 7 [Collinsella aerofaciens] 
gi|493276311|ref|WP_006234108.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276312|ref|WP_006234109.1|	hydrogenase 3 large subunit [Collinsella aerofaciens] 
gi|493276313|ref|WP_006234110.1|	NADH dehydrogenase [Collinsella aerofaciens] 
gi|493276314|ref|WP_006234111.1|	hydrogenase-4 subunit E [Collinsella aerofaciens] 
gi|493276315|ref|WP_006234112.1|	oxidoreductase [Collinsella aerofaciens] 
gi|493276316|ref|WP_006234113.1|	hydrogenase 3 membrane subunit [Collinsella aerofaciens] 
gi|493276317|ref|WP_006234114.1|	hydantoin racemase [Collinsella aerofaciens] 
gi|493276318|ref|WP_006234115.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276319|ref|WP_006234116.1|	formate dehydrogenase subunit alpha [Collinsella aerofaciens] 
gi|493276320|ref|WP_006234117.1|	spermidine/putrescine ABC transporter substrate-binding protein [Collinsella aerofaciens] 
gi|493276321|ref|WP_006234118.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276322|ref|WP_006234119.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276323|ref|WP_006234120.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276324|ref|WP_006234121.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276325|ref|WP_006234122.1|	branched-chain amino acid transporter [Collinsella aerofaciens] 
gi|493276326|ref|WP_006234123.1|	cysteine desulfurase [Collinsella aerofaciens] 
gi|493276327|ref|WP_006234124.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276328|ref|WP_006234125.1|	response regulator SirA [Collinsella aerofaciens] 
gi|493276329|ref|WP_006234126.1|	segregation protein A [Collinsella aerofaciens] 
gi|493276330|ref|WP_006234127.1|	CoA activase [Collinsella aerofaciens] 
gi|493276331|ref|WP_006234128.1|	2-hydroxyglutaryl-CoA dehydratase [Collinsella aerofaciens] 
gi|493276332|ref|WP_006234129.1|	3-hydroxyacyl-ACP dehydratase [Collinsella aerofaciens] 
gi|493276333|ref|WP_006234130.1|	ABC transporter [Collinsella aerofaciens] 
gi|493276335|ref|WP_006234132.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276334|ref|WP_006234131.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276336|ref|WP_006234133.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276337|ref|WP_006234134.1|	molybdenum cofactor synthesis protein [Collinsella aerofaciens] 
gi|493276338|ref|WP_006234135.1|	molybdenum cofactor synthesis protein [Collinsella aerofaciens] 
gi|493276339|ref|WP_006234136.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276340|ref|WP_006234137.1|	diacylglycerol kinase [Collinsella aerofaciens] 
gi|493276341|ref|WP_006234138.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276342|ref|WP_006234139.1|	xanthine phosphoribosyltransferase [Collinsella aerofaciens] 
gi|493276343|ref|WP_006234140.1|	multidrug MFS transporter [Collinsella aerofaciens] 
gi|493276344|ref|WP_006234141.1|	O-acetylhomoserine aminocarboxypropyltransferase [Collinsella aerofaciens] 
gi|493276345|ref|WP_006234142.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276347|ref|WP_006234144.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276346|ref|WP_006234143.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276348|ref|WP_006234145.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276350|ref|WP_006234147.1|	30S ribosomal protein S1 [Collinsella aerofaciens] 
gi|493276351|ref|WP_006234148.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276353|ref|WP_006234150.1|	membrane protein [Collinsella aerofaciens] 
gi|493276354|ref|WP_006234151.1|	MULTISPECIES: ribose 5-phosphate isomerase [Collinsella] 
gi|493276355|ref|WP_006234152.1|	nucleoside diphosphate kinase [Collinsella aerofaciens] 
gi|493276356|ref|WP_006234153.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276357|ref|WP_006234154.1|	argininosuccinate lyase [Collinsella aerofaciens] 
gi|493276358|ref|WP_006234155.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276360|ref|WP_006234157.1|	argininosuccinate synthase [Collinsella aerofaciens] 
gi|493276361|ref|WP_006234158.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276362|ref|WP_006234159.1|	DNA polymerase I [Collinsella aerofaciens] 
gi|493276364|ref|WP_006234161.1|	aminopeptidase [Collinsella aerofaciens] 
gi|493276365|ref|WP_006234162.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276366|ref|WP_006234163.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276368|ref|WP_006234165.1|	phosphomethylpyrimidine synthase [Collinsella aerofaciens] 
gi|493276369|ref|WP_006234166.1|	phosphomethylpyrimidine kinase [Collinsella aerofaciens] 
gi|493276370|ref|WP_006234167.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276371|ref|WP_006234168.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276372|ref|WP_006234169.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276373|ref|WP_006234170.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276374|ref|WP_006234171.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276375|ref|WP_006234172.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276376|ref|WP_006234173.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276377|ref|WP_006234174.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276378|ref|WP_006234175.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276379|ref|WP_006234176.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276380|ref|WP_006234177.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276381|ref|WP_006234178.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276382|ref|WP_006234179.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276383|ref|WP_006234180.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276384|ref|WP_006234181.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276386|ref|WP_006234183.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276387|ref|WP_006234184.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276388|ref|WP_006234185.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276389|ref|WP_006234186.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276391|ref|WP_006234188.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276392|ref|WP_006234189.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276393|ref|WP_006234190.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276394|ref|WP_006234191.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276395|ref|WP_006234192.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276396|ref|WP_006234193.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276397|ref|WP_006234194.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276398|ref|WP_006234195.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276399|ref|WP_006234196.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276400|ref|WP_006234197.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276401|ref|WP_006234198.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276402|ref|WP_006234199.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276403|ref|WP_006234200.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276404|ref|WP_006234201.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276405|ref|WP_006234202.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276406|ref|WP_006234203.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276407|ref|WP_006234204.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276408|ref|WP_006234205.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276409|ref|WP_006234206.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276410|ref|WP_006234207.1|	transposase IS116/IS110/IS902 family [Collinsella aerofaciens] 
gi|493276411|ref|WP_006234208.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276412|ref|WP_006234209.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276413|ref|WP_006234210.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276415|ref|WP_006234212.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276416|ref|WP_006234213.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276417|ref|WP_006234214.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276418|ref|WP_006234215.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276419|ref|WP_006234216.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276420|ref|WP_006234217.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276421|ref|WP_006234218.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276422|ref|WP_006234219.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276423|ref|WP_006234220.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276424|ref|WP_006234221.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276425|ref|WP_006234222.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276426|ref|WP_006234223.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276427|ref|WP_006234224.1|	peptidase [Collinsella aerofaciens] 
gi|493276429|ref|WP_006234226.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276428|ref|WP_006234225.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276430|ref|WP_006234227.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276431|ref|WP_006234228.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276432|ref|WP_006234229.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276433|ref|WP_006234230.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276434|ref|WP_006234231.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276435|ref|WP_006234232.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276436|ref|WP_006234233.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276438|ref|WP_006234235.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276437|ref|WP_006234234.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276439|ref|WP_006234236.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276440|ref|WP_006234237.1|	inorganic phosphate transporter PiT [Collinsella aerofaciens] 
gi|493276441|ref|WP_006234238.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276442|ref|WP_006234239.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276443|ref|WP_006234240.1|	transposase [Collinsella aerofaciens] 
gi|493276445|ref|WP_006234242.1|	cell division protein DivIVA [Collinsella aerofaciens] 
gi|493276446|ref|WP_006234243.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276447|ref|WP_006234244.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276448|ref|WP_006234245.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276449|ref|WP_006234246.1|	alanine racemase [Collinsella aerofaciens] 
gi|493276450|ref|WP_006234247.1|	hypothetical protein [Collinsella aerofaciens] 
gi|493276452|ref|WP_006234249.1|	phosphate ABC transporter ATP-binding protein [Collinsella aerofaciens] 
