gi|495021688|ref|WP_007747463.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022155|ref|WP_007747930.1|	50S ribosomal protein L4 [Bacteroides finegoldii] 
gi|495022157|ref|WP_007747932.1|	MULTISPECIES: 50S ribosomal protein L23 [Bacteroides] 
gi|495022161|ref|WP_007747936.1|	50S ribosomal protein L2 [Bacteroides finegoldii] 
gi|495022164|ref|WP_007747939.1|	MULTISPECIES: 30S ribosomal protein S19 [Bacteroides] 
gi|491925280|ref|WP_005675428.1|	MULTISPECIES: 50S ribosomal protein L22 [Bacteroides] 
gi|491925284|ref|WP_005675430.1|	MULTISPECIES: 30S ribosomal protein S3 [Bacteroides] 
gi|490418917|ref|WP_004291234.1|	MULTISPECIES: 50S ribosomal protein L16 [Bacteroides] 
gi|495022167|ref|WP_007747942.1|	50S ribosomal protein L29 [Bacteroides finegoldii] 
gi|490424146|ref|WP_004296341.1|	MULTISPECIES: 30S ribosomal protein S17 [Bacteroides] 
gi|490424145|ref|WP_004296340.1|	MULTISPECIES: 50S ribosomal protein L14 [Bacteroides] 
gi|495022173|ref|WP_007747948.1|	MULTISPECIES: 50S ribosomal protein L24 [Bacteroides] 
gi|490439884|ref|WP_004310886.1|	MULTISPECIES: 50S ribosomal protein L5 [Bacteroides] 
gi|490439883|ref|WP_004310885.1|	MULTISPECIES: 30S ribosomal protein S14 [Bacteroides] 
gi|490424141|ref|WP_004296336.1|	MULTISPECIES: 30S ribosomal protein S8 [Bacteroides] 
gi|490424140|ref|WP_004296335.1|	MULTISPECIES: 50S ribosomal protein L6 [Bacteroides] 
gi|495022176|ref|WP_007747951.1|	50S ribosomal protein L18 [Bacteroides finegoldii] 
gi|495022177|ref|WP_007747952.1|	30S ribosomal protein S5 [Bacteroides finegoldii] 
gi|490424137|ref|WP_004296332.1|	MULTISPECIES: 50S ribosomal protein L30 [Bacteroides] 
gi|495022181|ref|WP_007747956.1|	50S ribosomal protein L15 [Bacteroides finegoldii] 
gi|495022184|ref|WP_007747959.1|	preprotein translocase subunit SecY [Bacteroides finegoldii] 
gi|495022187|ref|WP_007747962.1|	methionine aminopeptidase [Bacteroides finegoldii] 
gi|488621339|ref|WP_002558052.1|	MULTISPECIES: translation initiation factor IF-1 [Bacteroidales] 
gi|490424133|ref|WP_004296328.1|	MULTISPECIES: 30S ribosomal protein S13 [Bacteroides] 
gi|490424132|ref|WP_004296327.1|	MULTISPECIES: 30S ribosomal protein S11 [Bacteroidales] 
gi|495022189|ref|WP_007747964.1|	30S ribosomal protein S4 [Bacteroides finegoldii] 
gi|490424130|ref|WP_004296325.1|	MULTISPECIES: DNA-directed RNA polymerase subunit alpha [Bacteroides] 
gi|495022191|ref|WP_007747966.1|	50S ribosomal protein L17 [Bacteroides finegoldii] 
gi|495022194|ref|WP_007747969.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022197|ref|WP_007747972.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|495022200|ref|WP_007747975.1|	methionine ABC transporter substrate-binding protein [Bacteroides finegoldii] 
gi|495022202|ref|WP_007747977.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022203|ref|WP_007747978.1|	MULTISPECIES: transcriptional regulator [Bacteroides] 
gi|495022204|ref|WP_007747979.1|	transporter [Bacteroides finegoldii] 
gi|495022213|ref|WP_007747988.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022216|ref|WP_007747991.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022217|ref|WP_007747992.1|	ABC transporter ATP-binding protein [Bacteroides finegoldii] 
gi|491935223|ref|WP_005680404.1|	MULTISPECIES: transposase [Bacteroides] 
gi|491935225|ref|WP_005680405.1|	MULTISPECIES: TetR family transcriptional regulator [Bacteroides] 
gi|495022223|ref|WP_007747998.1|	hypothetical protein [Bacteroides finegoldii] 
gi|491935227|ref|WP_005680407.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491935229|ref|WP_005680409.1|	MULTISPECIES: peptidase M75 [Bacteroides] 
gi|491935231|ref|WP_005680411.1|	MULTISPECIES: thiol oxidoreductase [Bacteroides] 
gi|495022227|ref|WP_007748002.1|	MULTISPECIES: porin [Bacteroides] 
gi|491935233|ref|WP_005680413.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491935234|ref|WP_005680414.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491935235|ref|WP_005680415.1|	MULTISPECIES: cytochrome C biogenesis protein [Bacteroides] 
gi|491935236|ref|WP_005680416.1|	MULTISPECIES: fibrobacter succinogene major domain protein [Bacteroides] 
gi|495022228|ref|WP_007748003.1|	Sec-independent protein translocase TatC subunit [Bacteroides finegoldii] 
gi|495022229|ref|WP_007748004.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022232|ref|WP_007748007.1|	hypothetical protein [Bacteroides finegoldii] 
gi|494841515|ref|WP_007567615.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494841517|ref|WP_007567617.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495022234|ref|WP_007748009.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022235|ref|WP_007748010.1|	MULTISPECIES: hypothetical protein [Bacteroidales] 
gi|494841527|ref|WP_007567627.1|	MULTISPECIES: hypothetical protein [Bacteroidales] 
gi|494841529|ref|WP_007567629.1|	MULTISPECIES: hypothetical protein [Bacteroidales] 
gi|495022236|ref|WP_007748011.1|	conjugal transfer protein TraA [Bacteroides finegoldii] 
gi|495022237|ref|WP_007748012.1|	hypothetical protein [Bacteroides finegoldii] 
gi|494841539|ref|WP_007567639.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495022238|ref|WP_007748013.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022239|ref|WP_007748014.1|	transposase [Bacteroides finegoldii] 
gi|495022240|ref|WP_007748015.1|	ribosomal protein S20 partial [Bacteroides finegoldii] 
gi|495022243|ref|WP_007748018.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022245|ref|WP_007748020.1|	MULTISPECIES: RNA methyltransferase [Bacteroides] 
gi|495022247|ref|WP_007748022.1|	MULTISPECIES: DNA repair protein RecN [Bacteroides] 
gi|495022249|ref|WP_007748024.1|	phosphopantothenoylcysteine decarboxylase [Bacteroides finegoldii] 
gi|495022254|ref|WP_007748029.1|	DNA polymerase III subunit epsilon [Bacteroides finegoldii] 
gi|495022256|ref|WP_007748031.1|	MULTISPECIES: DNA polymerase III subunit beta [Bacteroides] 
gi|495022258|ref|WP_007748033.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495022259|ref|WP_007748034.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022261|ref|WP_007748036.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022263|ref|WP_007748038.1|	MULTISPECIES: hydrolase [Bacteroides] 
gi|495022264|ref|WP_007748039.1|	UDP-N-acetylenolpyruvoylglucosamine reductase [Bacteroides finegoldii] 
gi|495022268|ref|WP_007748043.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022277|ref|WP_007748052.1|	MULTISPECIES: UDP-glucose 4-epimerase [Bacteroides] 
gi|495022280|ref|WP_007748055.1|	2-amino-3-ketobutyrate CoA ligase [Bacteroides finegoldii] 
gi|495022283|ref|WP_007748058.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|495022286|ref|WP_007748061.1|	ferritin [Bacteroides finegoldii] 
gi|495022289|ref|WP_007748064.1|	diaminopimelate decarboxylase [Bacteroides finegoldii] 
gi|495022290|ref|WP_007748065.1|	aspartate kinase [Bacteroides finegoldii] 
gi|495022291|ref|WP_007748066.1|	MULTISPECIES: phosphonate ABC transporter ATP-binding protein [Bacteroides] 
gi|495022292|ref|WP_007748067.1|	MULTISPECIES: phosphoribosyl-AMP cyclohydrolase [Bacteroides] 
gi|495022293|ref|WP_007748068.1|	MULTISPECIES: imidazole glycerol phosphate synthase [Bacteroides] 
gi|495022294|ref|WP_007748069.1|	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase [Bacteroides finegoldii] 
gi|495022295|ref|WP_007748070.1|	imidazole glycerol phosphate synthase [Bacteroides finegoldii] 
gi|495022297|ref|WP_007748072.1|	formyltetrahydrofolate deformylase [Bacteroides finegoldii] 
gi|495022300|ref|WP_007748075.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022302|ref|WP_007748077.1|	flavodoxin [Bacteroides finegoldii] 
gi|495022304|ref|WP_007748079.1|	acetyl transferase [Bacteroides finegoldii] 
gi|495022306|ref|WP_007748081.1|	gamma-carboxymuconolactone decarboxylase [Bacteroides finegoldii] 
gi|495022308|ref|WP_007748083.1|	transcriptional regulator [Bacteroides finegoldii] 
gi|495022310|ref|WP_007748085.1|	glutamine ABC transporter periplasmic glutamine-binding protein [Bacteroides finegoldii] 
gi|495022312|ref|WP_007748087.1|	PspC family transcriptional regulator [Bacteroides finegoldii] 
gi|495022315|ref|WP_007748090.1|	MULTISPECIES: DNA polymerase III subunit gamma/tau [Bacteroides] 
gi|495022316|ref|WP_007748091.1|	MULTISPECIES: septum formation initiator [Bacteroides] 
gi|495022320|ref|WP_007748095.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|495022331|ref|WP_007748106.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495022334|ref|WP_007748109.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022337|ref|WP_007748112.1|	MULTISPECIES: aspartyl aminopeptidase [Bacteroides] 
gi|495022340|ref|WP_007748115.1|	MULTISPECIES: aspartyl aminopeptidase [Bacteroides] 
gi|495022343|ref|WP_007748118.1|	MULTISPECIES: integrase [Bacteroides] 
gi|495022344|ref|WP_007748119.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|495022345|ref|WP_007748120.1|	MULTISPECIES: PP-loop family protein [Bacteroides] 
gi|495022349|ref|WP_007748124.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022350|ref|WP_007748125.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022352|ref|WP_007748127.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495022353|ref|WP_007748128.1|	MULTISPECIES: phosphorylase [Bacteroides] 
gi|495022354|ref|WP_007748129.1|	two-component system sensor histidine kinase [Bacteroides finegoldii] 
gi|495022355|ref|WP_007748130.1|	two-component system histidine kinase [Bacteroides finegoldii] 
gi|495022358|ref|WP_007748133.1|	two-component system sensor histidine kinase [Bacteroides finegoldii] 
gi|495022360|ref|WP_007748135.1|	histidine kinase [Bacteroides finegoldii] 
gi|495022362|ref|WP_007748137.1|	tRNA modification GTPase TrmE [Bacteroides finegoldii] 
gi|495022366|ref|WP_007748141.1|	transcriptional regulator [Bacteroides finegoldii] 
gi|492449823|ref|WP_005848474.1|	MULTISPECIES: DNA-binding protein [Bacteroides] 
gi|492449821|ref|WP_005848472.1|	MULTISPECIES: tyrosine recombinase [Bacteroides] 
gi|495022376|ref|WP_007748151.1|	excisionase [Bacteroides finegoldii] 
gi|495022391|ref|WP_007748166.1|	VirE domain protein [Bacteroides finegoldii] 
gi|492449811|ref|WP_005848462.1|	MULTISPECIES: primase [Bacteroides] 
gi|495022402|ref|WP_007748177.1|	hypothetical protein [Bacteroides finegoldii] 
gi|492449807|ref|WP_005848458.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495022404|ref|WP_007748179.1|	sulfur oxygenase reductase [Bacteroides finegoldii] 
gi|492449803|ref|WP_005848454.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495022406|ref|WP_007748181.1|	hypothetical protein [Bacteroides finegoldii] 
gi|492449799|ref|WP_005848450.1|	MULTISPECIES: ATPase [Bacteroides] 
gi|492449797|ref|WP_005848448.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492449795|ref|WP_005848446.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492449793|ref|WP_005848444.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492449791|ref|WP_005848442.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495022418|ref|WP_007748193.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022424|ref|WP_007748199.1|	integrase [Bacteroides finegoldii] 
gi|495022427|ref|WP_007748202.1|	membrane protein [Bacteroides finegoldii] 
gi|495022429|ref|WP_007748204.1|	excisionase [Bacteroides finegoldii] 
gi|495022435|ref|WP_007748210.1|	mobilization protein [Bacteroides finegoldii] 
gi|495022437|ref|WP_007748212.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022439|ref|WP_007748214.1|	relaxase [Bacteroides finegoldii] 
gi|495022441|ref|WP_007748216.1|	membrane protein [Bacteroides finegoldii] 
gi|495022443|ref|WP_007748218.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022447|ref|WP_007748222.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022455|ref|WP_007748230.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022456|ref|WP_007748231.1|	DEAD/DEAH box helicase [Bacteroides finegoldii] 
